date,adr_ATM_1M,adr_P25_1M,adr_C25_1M,adr_ATM_3M,adr_ATM_1Y,adr_ADR_SPOT,loc_ATM_1M,loc_P25_1M,loc_C25_1M,loc_ATM_3M,loc_ATM_1Y,loc_LOC_SPOT,fx_ATM_1M,fx_RR_1M,fx_BF_1M,fx_ATM_3M,fx_RR_3M,fx_BF_3M,fx_ATM_1Y,fx_RR_1Y,fx_BF_1Y,fx_FX_SPOT
2017-04-10,24.801,29.31581,28.89681,23.664,24.502,129.91,25.468,29.1175,28.0625,24.916,25.944,122.8,12.4625,-3.6975,0.365,9.525,-1.8175,0.345,8.8675,-1.225,0.3775,1.06
2017-04-11,25.473,31.42069,29.65088,24.279,24.467,129.81,27.33,30.27481,29.34013,26.089,26.372,121.7,12.665,-3.81,0.335,9.58,-1.875,0.345,8.91,-1.2375,0.3725,1.06
2017-04-12,26.461,33.444,32.39531,25.081,24.886,129.01,27.738,32.24531,30.81413,26.27,26.465,121.8,12.89,-3.965,0.365,9.905,-1.9975,0.345,8.9675,-1.29,0.375,1.07
2017-04-13,26.206,33.70131,34.13869,24.727,24.895,128.38,27.499,33.414,32.13919,26.26,26.393,122.0,12.8925,-4.035,0.4175,9.7775,-2.15,0.3675,8.9325,-1.32,0.375,1.06
2017-04-18,27.04,51.23563,51.27038,24.737,24.785,130.65,29.162,54.4775,51.68419,26.99,26.768,121.95,12.91,-4.125,0.305,9.6275,-2.1475,0.3375,8.9375,-1.2975,0.3725,1.07
2017-04-19,23.084,25.24281,30.26163,23.939,24.483,126.89,25.282,31.209,30.13181,25.372,26.638,119.7,12.65,-4.0775,0.4025,9.52,-2.08,0.3425,8.845,-1.295,0.375,1.07
2017-04-20,22.047,21.92631,21.92631,23.19,23.979,130.05,22.224,25.32263,24.98069,24.387,26.036,120.8,12.61,-3.935,0.385,9.695,-2.07,0.3575,8.9225,-1.29,0.3725,1.07
2017-04-21,22.964,23.03088,22.71169,23.437,23.97,130.03,21.788,22.63438,21.143,23.92,25.62,121.6,13.0125,-3.945,0.4125,9.96,-2.185,0.365,9.1075,-1.41,0.3775,1.07
2017-04-24,19.246,21.537,18.21831,21.808,22.911,133.46,18.601,19.13388,17.89963,23.076,24.921,122.65,8.3475,-1.3875,0.265,7.9475,-1.0025,0.295,8.21,-0.9225,0.3425,1.09
2017-04-25,18.613,19.82869,18.07269,22.14,23.353,134.24,17.449,17.69119,16.42213,22.475,24.533,123.1,8.6025,-0.925,0.2575,8.14,-0.7425,0.285,8.24,-0.7475,0.34,1.09
2017-04-26,18.686,19.44569,18.40788,21.997,22.934,132.46,17.784,17.93763,16.86981,22.199,24.498,121.85,8.485,-0.8225,0.265,8.1725,-0.6875,0.2925,8.2,-0.7575,0.3475,1.09
2017-04-27,18.954,20.109,18.75731,21.96,23.369,132.95,17.257,17.34288,15.98331,21.893,24.191,122.5,7.93,-0.835,0.265,7.8125,-0.6875,0.295,8.0475,-0.8225,0.35,1.09
2017-04-28,19.053,20.10488,17.89,22.421,23.303,131.85,17.431,17.53431,15.503,21.394,24.564,121.35,7.82,-0.8925,0.2625,7.7975,-0.6225,0.2925,7.97,-0.8125,0.3375,1.09
2017-05-02,18.833,20.24463,17.6115,21.597,22.959,134.99,18.219,17.2195,15.51631,21.594,24.02,123.45,7.6975,-0.92,0.255,7.6675,-0.6525,0.295,7.895,-0.8025,0.355,1.09
2017-05-03,19.632,19.588,18.67319,22.604,23.441,134.17,18.456,17.84288,16.3265,21.626,24.064,123.0,7.47,-0.935,0.265,7.565,-0.645,0.2925,7.8375,-0.7775,0.3475,1.09
2017-05-04,19.07,19.88938,18.74519,22.395,23.163,135.06,18.358,17.23713,16.355,21.974,24.045,122.95,7.7025,-0.8925,0.2675,7.7575,-0.6125,0.295,7.84,-0.735,0.3425,1.1
2017-05-05,19.029,19.83981,17.49269,22.468,23.349,135.84,18.406,17.56331,16.17931,21.362,24.06,122.7,7.72,-0.7575,0.2625,7.695,-0.575,0.3025,7.735,-0.715,0.3475,1.1
2017-05-08,19.091,20.25787,18.53669,22.416,23.29,133.27,18.731,17.75738,17.535,21.561,23.967,122.1,7.3875,0.105,0.225,7.045,-0.2525,0.2675,7.325,-0.5875,0.33,1.09
2017-05-09,18.288,19.38381,16.51113,21.695,22.869,134.96,17.98,17.36863,15.5865,20.946,23.355,123.85,7.055,0.105,0.21,6.86,-0.24,0.2575,7.235,-0.6,0.3275,1.09
2017-05-10,18.756,18.988,17.3995,22.059,23.047,133.8,18.093,16.77819,15.24681,21.052,23.477,123.0,7.0775,0.105,0.1875,6.9075,-0.225,0.245,7.3075,-0.6125,0.325,1.09
2017-05-11,18.815,19.1835,18.29888,21.764,23.044,134.16,18.091,16.93713,16.239,21.178,23.725,122.65,6.8375,0.12,0.185,6.8025,-0.2425,0.245,7.4,-0.64,0.325,1.09
2017-05-12,18.92,19.526,17.98769,22.351,23.09,135.44,17.363,15.73213,14.86081,20.893,23.618,123.55,6.7225,0.14,0.185,6.6275,-0.2375,0.24,7.415,-0.685,0.325,1.09
2017-05-15,18.367,21.79338,20.16513,21.73,22.801,135.74,17.584,18.09331,16.60881,20.97,23.598,123.95,7.3475,0.1825,0.1825,6.77,-0.1825,0.2425,7.46,-0.665,0.32,1.1
2017-05-16,18.518,22.68038,22.68038,22.049,22.782,137.26,17.322,18.19831,16.86088,20.935,23.533,123.5,7.59,0.25,0.18,6.95,-0.1475,0.2425,7.57,-0.5825,0.3225,1.11
2017-05-17,20.699,24.85131,23.77163,23.353,23.768,132.81,18.987,26.14563,23.41238,21.837,24.143,120.75,8.1325,0.3375,0.185,7.305,-0.015,0.235,7.7975,-0.525,0.3075,1.12
2017-05-18,20.508,34.87038,23.08581,23.272,23.545,134.0,20.084,26.3235,25.18619,22.597,24.705,120.5,7.885,0.32,0.18,7.26,0.0325,0.2325,7.805,-0.5,0.3125,1.11
2017-05-19,20.065,19.65081,19.38619,22.922,23.658,134.85,19.285,19.38812,17.90719,22.269,24.576,120.45,7.8275,0.3325,0.1825,7.1675,0.07,0.2325,7.785,-0.5025,0.3125,1.12
2017-05-22,19.922,20.93769,17.91969,22.52,23.608,134.21,19.616,19.78319,18.42763,22.195,24.917,119.15,7.81,0.275,0.1975,7.0925,0.0725,0.2475,7.7575,-0.49,0.3225,1.12
2017-05-23,20.719,20.52431,18.55638,23.139,23.749,133.91,19.033,19.00819,17.51769,21.133,24.694,119.6,7.82,0.2,0.195,7.185,0.0175,0.2425,7.87,-0.5425,0.3225,1.12
2017-05-24,20.428,20.24731,18.22362,22.67,23.611,133.49,19.218,18.70538,17.58081,21.262,24.825,119.3,7.68,0.07,0.1975,7.1775,-0.085,0.2425,7.88,-0.62,0.3225,1.12
2017-05-25,19.723,19.74763,17.32763,22.301,23.655,134.89,19.286,18.58213,17.57037,21.153,24.7,119.9,7.1,0.01,0.19,6.82,-0.11,0.24,7.715,-0.635,0.32,1.12
2017-05-26,19.72,19.13013,16.8765,22.449,23.439,134.2,19.39,18.26813,17.53281,21.15,24.754,119.8,7.24,-0.065,0.19,6.91,-0.135,0.24,7.74,-0.665,0.325,1.12
2017-05-30,21.236,19.63538,18.1835,22.84,23.611,133.41,20.492,19.102,17.77069,21.861,25.109,119.05,7.3625,-0.245,0.19,6.94,-0.37,0.2425,7.9325,-0.8475,0.32,1.12
2017-05-31,21.323,20.897,17.81181,22.907,23.549,131.99,20.719,19.17719,18.04981,21.88,25.153,117.5,7.1925,-0.1375,0.19,6.885,-0.24,0.24,7.8625,-0.935,0.3225,1.12
2017-06-01,20.631,20.22569,17.42669,22.575,23.334,133.81,20.279,18.44881,17.356,21.478,25.059,118.7,6.85,-0.0825,0.1925,6.79,-0.2225,0.2375,7.88,-0.935,0.32,1.12
2017-06-02,20.347,19.60263,17.27081,22.403,23.168,134.7,19.949,18.10419,16.938,21.24,24.881,118.95,6.8,0.0025,0.1875,6.7125,-0.1925,0.235,7.85,-0.915,0.32,1.13
2017-06-05,21.764,20.4075,18.3185,22.957,23.679,133.16,20.882,19.47269,17.86413,21.471,24.828,118.25,6.855,0.0025,0.19,6.72,-0.1825,0.23,7.8,-0.91,0.32,1.13
2017-06-06,21.829,20.53519,18.58013,22.893,23.493,132.62,20.85,19.79388,17.86938,21.388,24.922,118.0,6.9,0.0175,0.1875,6.71,-0.1875,0.2375,7.7725,-0.88,0.32,1.13
2017-06-07,21.419,19.80113,17.52581,22.888,23.488,133.99,20.686,19.11888,18.09719,21.183,24.706,118.8,7.1275,-0.0375,0.19,6.96,-0.205,0.24,7.8925,-0.8925,0.3225,1.13
2017-06-08,21.465,20.70963,17.36513,22.981,23.266,135.01,19.738,17.34719,16.05038,20.381,24.258,119.6,6.6525,-0.0125,0.1875,6.8025,-0.2175,0.2375,7.7425,-0.8925,0.32,1.12
2017-06-09,24.17,23.68413,20.797,24.277,24.483,130.03,18.948,15.74569,15.59988,19.972,24.124,119.9,6.2225,0.0475,0.1825,6.5275,-0.1925,0.2325,7.57,-0.875,0.325,1.12
2017-06-12,25.341,33.02588,27.47838,23.636,24.845,129.08,24.681,33.5625,32.04413,22.599,25.306,115.2,6.06,0.055,0.18,6.365,-0.1525,0.2375,7.395,-0.82,0.325,1.12
2017-06-13,24.569,23.68588,23.3105,22.96,24.418,131.93,22.115,24.04538,22.88413,21.536,24.735,116.7,6.04,0.055,0.17,6.315,-0.1375,0.23,7.3725,-0.82,0.32,1.12
2017-06-14,25.447,26.336,27.27031,23.471,25.014,130.15,21.735,26.14169,23.55813,21.381,24.716,116.7,5.98,0.27,0.1825,6.41,-0.035,0.2275,7.48,-0.77,0.32,1.12
2017-06-15,25.516,30.90619,31.109,23.909,25.28,127.58,23.465,34.36738,31.56238,22.21,25.298,114.6,5.9475,0.12,0.175,6.5,-0.065,0.2325,7.53,-0.76,0.315,1.11
2017-06-16,24.241,24.42813,24.13538,23.553,25.147,129.63,21.615,23.69038,21.17613,21.429,24.994,116.0,5.7775,0.095,0.1675,6.3075,-0.085,0.225,7.4275,-0.7625,0.32,1.12
2017-06-19,24.422,25.44413,22.82581,23.265,24.578,131.45,21.818,23.54588,21.62588,21.048,24.435,117.45,5.725,0.1075,0.1625,6.19,-0.075,0.22,7.29,-0.775,0.325,1.11
2017-06-20,24.375,25.64319,23.611,23.803,25.126,128.49,23.406,25.28313,22.99631,21.647,24.586,116.15,5.9775,0.115,0.17,6.1925,-0.0475,0.225,7.325,-0.7675,0.3225,1.11
2017-06-21,24.506,26.45919,24.06669,23.433,24.494,130.43,23.848,25.68888,23.153,22.13,24.633,116.8,5.9925,0.09,0.1675,6.4675,-0.06,0.22,7.4325,-0.8075,0.3275,1.12
2017-06-22,24.843,26.79869,24.27538,23.923,24.969,130.02,23.845,25.83581,23.43213,22.112,24.486,117.3,5.745,0.1075,0.1675,6.4475,-0.0525,0.22,7.49,-0.805,0.325,1.12
2017-06-23,25.201,26.6335,23.895,23.737,24.675,134.64,25.411,27.13713,24.81963,22.797,24.558,120.0,5.695,0.13,0.1775,6.41,-0.0625,0.2225,7.465,-0.815,0.3175,1.12
2017-06-26,25.867,27.43169,25.20481,24.6,24.938,133.78,24.514,27.27563,24.96619,22.415,24.473,119.6,5.6725,0.1625,0.18,6.345,-0.0275,0.2225,7.43,-0.7975,0.3125,1.12
2017-06-27,25.934,27.90319,25.62913,24.557,25.07,132.37,24.686,27.43669,25.02438,22.622,24.519,118.6,6.3975,0.33,0.185,6.685,0.075,0.2275,7.6275,-0.7675,0.3125,1.13
2017-06-28,26.503,27.71688,25.41688,24.506,24.913,134.99,25.976,29.08169,26.9725,23.28,24.632,117.95,7.205,0.54,0.195,7.17,0.195,0.23,7.7125,-0.7225,0.315,1.14
2017-06-29,29.61,32.68863,29.54531,26.851,26.614,129.6,30.189,34.68462,32.05662,25.311,25.51,113.55,7.11,0.4475,0.195,7.2475,0.1675,0.235,7.7,-0.6925,0.3125,1.14
2017-06-30,28.402,32.20213,29.69113,25.782,25.68,130.31,28.523,32.99931,30.6845,24.915,25.273,114.1,6.755,0.3925,0.1925,6.965,0.08,0.2275,7.5325,-0.6975,0.315,1.14
2017-07-03,29.46,33.53638,31.42519,26.611,26.187,129.67,27.759,32.50819,31.1455,24.87,25.412,114.65,6.6725,0.32,0.19,6.8175,0.0025,0.23,7.37,-0.7375,0.3125,1.14
2017-07-05,28.196,33.58681,30.32431,25.916,25.669,131.48,27.124,33.10437,31.23038,24.275,25.102,115.3,6.83,0.2375,0.1975,6.92,-0.0375,0.2325,7.4175,-0.7575,0.3175,1.14
2017-07-06,28.366,34.89413,31.71669,26.001,25.74,131.22,27.001,33.40531,31.5805,24.196,25.102,115.35,6.69,0.25,0.195,6.89,-0.0425,0.2275,7.42,-0.7625,0.32,1.14
2017-07-07,27.964,34.13669,31.24581,25.76,25.688,132.89,26.609,33.21638,31.444,24.072,25.02,116.5,6.78,0.39,0.2,6.875,0.0375,0.2275,7.43,-0.74,0.3225,1.14
2017-07-10,27.605,36.57338,33.06919,25.795,25.585,134.81,25.993,34.19769,32.62512,23.746,24.87,117.7,6.4425,0.3625,0.2,6.675,0.02,0.235,7.325,-0.715,0.32,1.14
2017-07-11,27.629,37.60269,36.02869,25.498,25.498,135.82,25.363,34.764,33.11819,23.541,24.724,117.5,6.5775,0.3925,0.2025,6.7825,0.0175,0.2325,7.4125,-0.705,0.32,1.15
2017-07-12,27.125,38.75188,36.2325,25.408,25.303,137.04,24.35,36.01769,34.03281,22.992,24.384,119.8,6.6075,0.3875,0.2025,6.835,0.0175,0.24,7.4975,-0.7275,0.32,1.14
2017-07-13,27.005,39.70238,36.84581,25.42,25.355,136.85,24.107,35.80531,34.07781,22.943,24.272,120.4,6.325,0.3275,0.2,6.7875,-0.0325,0.2425,7.4375,-0.79,0.3225,1.14
2017-07-14,25.602,38.95288,35.68088,24.547,24.917,139.92,23.114,36.08888,34.38031,22.508,24.081,121.6,6.17,0.295,0.2,6.695,-0.0375,0.2425,7.385,-0.8,0.32,1.15
2017-07-17,25.96,49.46213,46.82988,24.53,24.812,140.22,23.204,45.6005,42.78038,22.312,23.977,121.65,6.335,0.2725,0.195,6.795,-0.0475,0.2375,7.445,-0.795,0.32,1.15
2017-07-18,26.816,58.18463,56.73313,24.666,24.788,143.25,23.427,52.62681,49.08288,22.279,23.882,122.7,6.98,0.355,0.2,7.33,0.0425,0.2425,7.7,-0.7325,0.3225,1.16
2017-07-19,20.943,25.1405,24.7405,23.406,24.07,150.63,18.343,29.32313,27.33131,19.576,22.702,129.8,6.9175,0.3625,0.2,7.265,0.0675,0.2425,7.66,-0.6925,0.34,1.15
2017-07-20,20.797,29.61181,24.95963,24.268,24.682,153.82,17.919,31.206,26.55631,19.564,22.645,132.1,6.7325,0.4075,0.215,7.3775,0.155,0.2575,7.66,-0.6375,0.3425,1.16
2017-07-21,20.699,20.70038,20.53831,23.939,23.594,154.29,18.178,19.60263,17.48763,19.696,22.543,131.6,6.6,0.465,0.215,7.3,0.2475,0.2525,7.59,-0.5575,0.3475,1.17
2017-07-24,21.24,21.98113,20.14363,24.062,24.301,153.74,19.11,22.1835,17.708,20.746,22.669,131.7,6.7075,0.455,0.18,7.3375,0.255,0.2425,7.5775,-0.5425,0.345,1.16
2017-07-25,20.985,22.06181,20.03387,23.656,24.617,152.73,19.056,20.54287,17.39138,20.659,22.606,131.5,6.92,0.4925,0.2125,7.52,0.29,0.26,7.7075,-0.5025,0.34,1.16
2017-07-26,20.553,21.63863,19.96619,23.42,24.547,154.53,18.973,23.59931,16.8535,20.257,22.423,132.35,6.915,0.53,0.2,7.66,0.2775,0.2425,7.67,-0.5075,0.3425,1.17
2017-07-27,21.358,22.86388,20.49681,23.8,25.081,153.24,18.632,24.05488,16.69413,20.216,22.194,132.9,7.385,0.555,0.215,7.795,0.3075,0.2525,7.735,-0.3875,0.3425,1.17
2017-07-28,21.314,22.7885,20.74069,23.653,24.831,152.53,20.228,23.064,21.45581,21.416,22.859,129.85,7.3825,0.5125,0.2175,7.73,0.2975,0.26,7.775,-0.355,0.34,1.18
2017-07-31,22.191,24.23231,22.36681,24.208,25.243,150.33,22.053,24.72731,22.38438,22.413,23.065,128.15,7.505,0.5025,0.2175,7.715,0.3,0.255,7.78,-0.35,0.35,1.18
2017-08-01,22.032,24.035,22.09481,24.244,25.433,150.92,20.163,22.26088,21.97013,21.711,22.845,127.95,7.705,0.46,0.2175,7.8575,0.3025,0.2575,7.805,-0.34,0.34,1.18
2017-08-02,21.756,23.59931,21.6905,24.279,25.163,151.02,20.282,22.67813,21.60981,21.905,22.989,127.05,7.895,0.4475,0.21,7.9825,0.345,0.255,7.91,-0.325,0.35,1.19
2017-08-03,21.426,22.73463,20.52469,24.042,24.899,152.17,19.743,21.45419,22.075,21.829,22.758,128.3,7.9375,0.415,0.2175,8.19,0.3425,0.255,8.03,-0.31,0.345,1.19
2017-08-04,21.106,22.10919,19.68,23.865,24.481,152.94,19.259,20.6805,21.00563,21.685,22.263,129.85,7.6075,0.35,0.21,7.94,0.3275,0.25,7.9525,-0.3225,0.345,1.18
2017-08-07,21.101,22.5515,20.79969,23.805,25.033,154.42,19.374,21.22219,22.12431,21.652,22.577,131.05,8.0275,0.305,0.2175,7.7075,0.2575,0.2525,7.75,-0.345,0.345,1.18
2017-08-08,20.71,22.24969,20.97519,23.633,25.255,153.13,18.951,20.531,21.3895,21.37,22.527,131.3,7.9625,0.3,0.205,7.7,0.2775,0.2475,7.755,-0.32,0.34,1.18
2017-08-09,21.088,22.55338,20.96231,23.937,25.066,153.56,19.78,23.28331,23.75188,21.918,23.05,130.4,8.395,0.0675,0.2125,7.875,0.0475,0.2525,7.91,-0.375,0.345,1.18
2017-08-10,22.101,23.90631,23.12069,24.428,25.379,150.18,20.576,24.81063,24.84588,22.405,23.545,129.15,8.295,-0.0125,0.2075,8.025,-0.0025,0.25,7.97,-0.405,0.345,1.18
2017-08-11,22.403,24.15731,21.27613,24.72,25.561,151.19,22.557,27.26431,23.30913,23.628,23.899,127.25,8.1225,0.2125,0.2025,7.97,0.005,0.255,8.065,-0.38,0.35,1.18
2017-08-14,21.515,25.26513,24.13481,23.721,25.372,152.61,20.637,25.95781,22.02513,22.313,23.752,128.9,8.05,0.025,0.2025,7.76,0.0325,0.25,7.9,-0.37,0.35,1.18
2017-08-15,21.642,24.77181,22.20738,23.951,25.371,152.46,19.48,24.07181,21.76969,22.024,23.446,129.9,8.1,-0.01,0.2225,7.76,0.05,0.255,7.845,-0.365,0.35,1.17
2017-08-16,21.601,23.35113,23.19138,24.083,25.529,153.67,19.717,24.13388,23.03363,21.956,22.952,130.65,7.8425,0.03,0.215,7.6975,0.0475,0.25,7.835,-0.37,0.345,1.18
2017-08-17,22.14,26.60419,31.30769,24.62,25.355,150.65,19.329,27.0965,26.42781,21.817,23.359,129.95,7.76,0.03,0.21,7.7425,0.0475,0.25,7.845,-0.385,0.345,1.17
2017-08-18,21.841,21.4925,21.08963,24.346,25.621,152.26,20.981,23.83888,19.62331,22.742,23.644,129.1,7.7025,0.02,0.21,7.685,0.035,0.25,7.875,-0.375,0.345,1.18
2017-08-21,22.672,23.46181,20.84981,24.152,25.519,151.59,20.926,23.41431,20.7065,22.599,23.585,128.2,8.1725,0.0375,0.215,7.7075,0.0375,0.255,7.885,-0.37,0.34,1.18
2017-08-22,22.402,22.05513,20.43888,24.182,25.286,154.37,19.674,25.84763,17.97231,21.918,23.178,130.55,8.1025,0.055,0.21,7.66,0.0675,0.2425,7.88,-0.365,0.345,1.18
2017-08-23,22.563,22.817,20.46519,24.058,25.498,153.4,19.419,25.604,24.4715,21.763,23.401,130.1,8.13,0.11,0.205,7.6875,0.105,0.2375,7.8975,-0.355,0.345,1.18
2017-08-24,22.014,22.21113,19.62888,23.465,25.303,153.45,19.236,25.05538,25.71313,21.898,23.547,129.7,7.8275,0.1775,0.2075,7.655,0.17,0.2475,7.91,-0.3475,0.3425,1.18
2017-08-25,21.915,21.41363,20.04331,23.465,25.333,154.22,18.788,24.94669,26.0,21.756,23.682,129.6,7.7125,0.195,0.205,7.5875,0.185,0.2325,7.945,-0.34,0.34,1.19
2017-08-28,22.766,21.79919,20.04788,23.623,25.872,154.12,19.503,22.41513,18.26612,21.99,23.599,128.45,7.8425,0.2,0.2025,7.66,0.2025,0.2375,7.995,-0.3225,0.3375,1.2
2017-08-29,23.263,22.38313,20.20913,24.005,25.177,155.15,19.52,24.93588,18.62638,22.121,23.765,128.8,8.325,0.255,0.2025,7.9675,0.2625,0.2425,8.155,-0.2725,0.34,1.2
2017-08-30,23.333,21.49888,19.49319,23.901,25.513,154.81,19.376,25.10513,17.81019,21.922,23.819,129.0,8.2375,0.1875,0.1975,7.9525,0.2325,0.2375,8.17,-0.27,0.3375,1.19
2017-08-31,22.42,20.64763,18.89513,23.361,25.51,156.31,18.706,20.44831,23.97063,21.674,23.531,130.5,8.23,0.175,0.2,7.965,0.2425,0.2375,8.11,-0.2425,0.3375,1.19
2017-09-01,22.856,20.09637,17.76981,23.413,25.122,157.28,18.365,23.29081,16.57069,21.386,23.5,132.1,7.995,0.2075,0.1975,7.87,0.245,0.235,8.0225,-0.2325,0.335,1.19
2017-09-05,25.252,22.612,20.8175,24.332,25.772,154.81,19.351,24.67738,19.35469,22.207,23.846,130.85,8.5225,0.27,0.195,8.1,0.2925,0.2425,8.13,-0.225,0.3375,1.19
2017-09-06,23.951,21.23413,20.26981,23.638,25.188,156.48,19.665,26.1665,18.686,22.465,23.95,131.15,8.64,0.2975,0.1925,8.185,0.3,0.24,8.19,-0.205,0.33,1.19
2017-09-07,23.494,21.69438,19.13931,23.702,24.939,160.86,19.298,20.16781,17.467,22.268,24.12,133.2,8.19,0.365,0.1925,8.1525,0.325,0.2325,8.1875,-0.15,0.33,1.2
2017-09-08,24.318,21.22038,18.38769,24.098,25.831,159.72,20.176,18.98588,17.52369,22.605,24.31,133.15,8.1575,0.4325,0.1875,8.195,0.37,0.2275,8.24,-0.1,0.3175,1.2
2017-09-11,25.015,21.81781,20.91787,23.709,24.926,162.78,22.625,21.62413,18.17463,22.201,24.288,135.35,7.8075,0.3625,0.1875,7.8725,0.345,0.2325,8.0975,-0.09,0.3325,1.2
2017-09-12,25.006,23.7335,21.95988,23.448,25.241,161.35,23.09,23.58913,20.15919,22.294,24.542,134.8,7.76,0.345,0.185,7.825,0.3375,0.225,8.0675,-0.0225,0.325,1.2
2017-09-13,25.004,22.46319,20.09381,23.531,25.74,160.07,22.821,22.36519,19.762,22.223,24.59,135.0,7.9325,0.2675,0.1825,7.92,0.3325,0.225,8.0725,0.035,0.33,1.19
2017-09-14,23.75,23.54081,24.82388,23.207,25.537,161.43,22.364,21.00169,20.4535,21.963,24.504,135.75,7.735,0.2325,0.1875,8.145,0.2825,0.2275,8.0025,0.035,0.3275,1.19
2017-09-15,23.178,23.3825,22.97231,23.17,25.167,162.41,21.774,24.65363,21.38919,21.987,24.639,135.85,7.6,0.25,0.1775,8.1125,0.2875,0.22,7.95,0.0325,0.3225,1.19
2017-09-18,24.384,25.605,23.19169,23.246,24.499,166.99,20.738,24.3275,20.88181,21.558,24.277,139.0,7.7175,0.245,0.175,8.1275,0.2725,0.22,7.99,0.04,0.32,1.2
2017-09-19,24.655,25.70419,23.65969,23.398,25.018,168.29,21.302,25.06613,20.87781,21.599,24.252,140.65,7.785,0.27,0.175,8.2,0.275,0.215,8.045,0.04,0.325,1.2
2017-09-20,24.447,25.80463,22.6775,23.653,24.496,165.19,23.049,24.9435,21.66831,22.225,24.676,138.6,7.575,0.3025,0.1725,8.06,0.3125,0.22,7.9725,0.06,0.33,1.19
2017-09-21,23.821,24.92738,23.00769,23.084,24.855,165.77,23.173,25.05863,21.95281,22.377,24.689,138.1,7.33,0.2975,0.1675,8.125,0.325,0.2175,8.0,0.075,0.3275,1.19
2017-09-22,23.998,25.03531,23.0225,23.022,25.002,165.96,22.536,25.07188,21.8365,22.217,24.946,138.95,7.5375,0.345,0.17,8.3025,0.3425,0.2125,8.1275,0.07,0.3175,1.2
2017-09-25,25.382,27.44888,25.19088,23.95,25.531,162.01,23.531,26.60469,23.27238,23.281,25.194,137.1,7.685,0.2875,0.16,8.3125,0.295,0.21,8.1175,0.025,0.3125,1.18
2017-09-26,25.251,27.3035,25.4645,24.104,25.168,162.86,23.468,27.14663,23.611,23.563,25.368,137.45,8.2075,0.2775,0.195,8.0875,0.285,0.2,7.955,0.03,0.325,1.18
2017-09-27,25.783,27.62919,26.33331,24.309,24.53,166.94,24.334,28.44438,25.07713,23.579,25.279,141.05,8.1525,0.26,0.17,7.75,0.285,0.21,7.685,0.065,0.325,1.17
2017-09-28,26.096,28.88881,26.18913,24.424,25.334,170.49,24.225,28.35331,25.30288,23.344,25.07,143.15,7.845,0.2825,0.1675,7.68,0.305,0.205,7.725,0.08,0.33,1.18
2017-09-29,25.602,27.20538,26.25513,24.646,25.418,171.2,24.007,28.08763,25.30631,23.373,24.934,144.05,7.4975,0.2875,0.165,7.435,0.295,0.2075,7.62,0.0775,0.33,1.18
2017-10-02,25.885,29.00963,27.296,24.665,25.207,170.7,24.601,29.2495,26.55819,23.479,25.288,145.6,7.705,0.3025,0.1675,7.2925,0.3025,0.205,7.6375,0.0925,0.315,1.17
2017-10-03,26.231,30.1205,26.65269,24.796,25.548,170.46,24.547,29.4085,26.8,23.643,25.175,144.8,7.43,0.2875,0.165,7.06,0.2925,0.2,7.5775,0.1,0.33,1.17
2017-10-04,25.524,29.37831,27.6125,24.405,25.594,171.19,24.604,30.5485,27.27131,23.62,25.228,145.1,7.4625,0.3125,0.16,7.09,0.3075,0.2,7.605,0.11,0.3325,1.18
2017-10-05,25.881,30.9045,28.82069,24.784,25.614,168.52,24.989,31.11138,28.22231,23.801,25.361,143.6,7.1975,0.37,0.175,7.005,0.365,0.21,7.69,0.14,0.33,1.17
2017-10-06,27.083,31.97569,30.0465,25.607,25.8,169.44,25.249,32.01613,28.59031,24.051,25.558,143.4,7.055,0.3675,0.1725,6.9225,0.365,0.21,7.68,0.1425,0.335,1.17
2017-10-09,26.949,35.37812,32.90081,25.804,25.741,170.14,25.214,34.74219,31.40469,24.035,25.541,145.2,7.0,0.3725,0.17,6.83,0.37,0.21,7.71,0.12,0.33,1.17
2017-10-10,26.857,35.303,32.39319,24.959,25.793,171.18,25.451,34.50969,32.5795,24.209,25.721,144.25,7.375,0.495,0.17,7.0675,0.4825,0.2175,7.875,0.135,0.335,1.18
2017-10-11,26.48,35.66369,33.4355,25.051,25.314,172.9,24.894,34.79231,31.99388,24.097,25.677,144.65,7.4925,0.555,0.17,7.1725,0.54,0.2175,7.945,0.16,0.335,1.19
2017-10-12,26.176,37.55081,34.15913,24.973,25.646,173.61,24.731,35.12881,32.55681,23.979,25.622,145.45,7.32,0.52,0.17,7.165,0.5075,0.2125,7.845,0.145,0.335,1.18
2017-10-13,25.545,37.314,35.7105,24.478,25.448,176.3,23.223,34.31138,32.76581,23.349,25.478,148.3,7.1225,0.4925,0.1675,6.9875,0.475,0.2125,7.82,0.085,0.33,1.18
2017-10-16,26.162,47.67881,46.0945,24.848,25.772,176.59,23.71,47.66063,40.02413,23.677,25.278,149.0,7.165,0.4375,0.1725,6.94,0.395,0.22,7.7175,0.0225,0.3475,1.18
2017-10-17,25.426,49.65819,47.4015,24.871,25.544,176.34,24.105,54.92631,53.02781,23.818,25.334,148.5,6.985,0.395,0.165,6.76,0.335,0.215,7.64,-0.0225,0.3325,1.18
2017-10-18,20.894,21.70219,22.1455,23.44,25.182,171.73,21.664,32.77931,31.2105,23.131,25.308,145.05,6.915,0.335,0.16,6.6675,0.305,0.21,7.42,-0.0225,0.33,1.18
