date,adr_ATM_1M,adr_P25_1M,adr_C25_1M,adr_ATM_3M,adr_ATM_1Y,adr_ADR_SPOT,loc_ATM_1M,loc_P25_1M,loc_C25_1M,loc_ATM_3M,loc_ATM_1Y,loc_LOC_SPOT,fx_ATM_1M,fx_RR_1M,fx_BF_1M,fx_ATM_3M,fx_RR_3M,fx_BF_3M,fx_ATM_1Y,fx_RR_1Y,fx_BF_1Y,fx_FX_SPOT
2016-01-04,32.141,36.01113,31.26419,29.822,30.186,87.3,35.813,38.68663,33.95313,33.623,31.866,80.08,10.215,-0.3825,0.1825,10.0,-1.0025,0.225,9.985,-1.63,0.3025,1.08
2016-01-05,32.798,34.68288,32.075,31.093,30.573,86.42,36.839,38.1775,32.36988,33.619,32.188,80.71,10.1575,-0.3875,0.175,10.0425,-0.9875,0.22,10.055,-1.695,0.3,1.07
2016-01-06,33.555,38.2025,31.26013,31.384,30.813,84.61,37.084,36.84138,36.67269,34.134,32.85,78.83,10.13,-0.33,0.17,10.04,-0.9125,0.21,10.05,-1.65,0.295,1.08
2016-01-07,35.987,39.22538,35.3075,32.821,31.492,82.49,39.657,40.21538,41.695,35.41,32.641,76.99,10.5625,-0.1975,0.1775,10.2975,-0.7675,0.225,10.145,-1.525,0.295,1.09
2016-01-08,35.346,38.78587,36.5395,32.84,31.198,80.28,43.081,42.51388,44.22588,37.457,33.476,73.74,10.205,-0.13,0.18,10.255,-0.695,0.225,10.245,-1.485,0.29,1.09
2016-01-11,36.59,44.11363,36.42731,32.574,31.45,82.31,36.423,57.69169,32.0805,33.352,32.041,75.69,10.52,-0.105,0.185,10.21,-0.6225,0.225,10.2425,-1.45,0.2875,1.09
2016-01-12,35.904,43.43381,36.001,32.34,31.709,82.65,38.12,43.0615,45.29613,34.25,32.797,75.99,10.135,-0.05,0.1875,10.03,-0.635,0.2325,10.1475,-1.4475,0.29,1.09
2016-01-13,37.518,45.02288,43.57438,32.621,31.458,80.01,39.869,53.44969,40.71619,35.121,32.934,75.35,9.6875,-0.0025,0.2275,9.755,-0.6025,0.2425,10.0975,-1.445,0.29,1.09
2016-01-14,36.713,47.86969,43.97219,32.303,31.613,82.9,41.299,55.533,50.07988,35.984,33.518,75.17,9.56,0.065,0.1875,9.96,-0.4725,0.2325,10.1175,-1.34,0.285,1.09
2016-01-15,41.576,41.71013,41.43731,36.094,34.286,77.47,46.71,48.22031,43.30363,39.416,34.787,71.75,9.9075,0.27,0.195,10.23,-0.2775,0.2325,10.26,-1.185,0.285,1.09
2016-01-19,38.987,42.34581,36.36363,33.711,32.402,80.32,41.706,47.54888,39.21838,35.598,33.595,73.8,9.6325,0.24,0.1975,9.8675,-0.2175,0.2375,10.15,-1.12,0.28,1.09
2016-01-20,35.787,39.38019,32.84169,32.946,30.753,85.26,38.319,42.90869,35.667,35.203,33.234,77.23,9.8675,0.33,0.2525,10.035,-0.1025,0.2675,10.2075,-0.95,0.28,1.09
2016-01-21,33.596,37.3205,30.96431,32.017,30.922,87.36,33.386,34.13919,35.71319,32.578,31.666,80.59,9.43,0.185,0.1875,10.215,-0.2325,0.2425,10.28,-0.965,0.285,1.09
2016-01-22,31.369,34.18619,28.92813,30.311,30.659,90.36,31.754,35.56488,29.81238,31.733,32.184,83.6,8.91,0.19,0.2,10.0525,-0.2825,0.255,10.28,-0.97,0.285,1.08
2016-01-25,32.385,35.46113,29.47219,31.095,30.911,89.72,32.665,34.83187,30.46031,32.32,32.414,83.36,9.075,0.23,0.19,10.0475,-0.275,0.255,10.315,-0.955,0.285,1.08
2016-01-26,32.484,35.3945,30.07663,31.414,31.204,90.19,32.369,37.16237,29.81031,32.065,32.295,83.0,8.8625,0.215,0.19,10.0,-0.26,0.255,10.305,-0.93,0.285,1.09
2016-01-27,31.14,34.18538,29.38131,30.748,31.557,89.71,32.475,35.9365,29.51788,31.882,32.285,83.13,8.77,0.23,0.19,9.9925,-0.215,0.2525,10.32,-0.82,0.285,1.09
2016-01-28,31.587,33.88981,30.23363,31.283,31.645,89.81,33.537,38.40863,31.19031,32.907,32.788,81.5,8.78,0.29,0.19,10.0475,-0.1675,0.2525,10.305,-0.73,0.285,1.09
2016-01-29,29.711,32.37819,26.84738,30.025,30.785,91.84,33.028,32.14938,30.23488,32.728,32.695,84.22,8.7725,0.1525,0.1875,10.1825,-0.2425,0.245,10.39,-0.8,0.285,1.08
2016-02-01,30.014,32.36669,28.39463,29.945,31.137,92.24,33.051,36.40169,27.58331,32.887,32.029,84.5,8.5175,0.21,0.19,10.02,-0.2425,0.2425,10.28,-0.785,0.2875,1.09
2016-02-02,32.145,35.14831,30.848,31.01,31.689,88.51,30.034,39.653,28.81063,31.654,32.485,82.25,8.4925,0.35,0.2,9.935,-0.1275,0.2425,10.325,-0.755,0.285,1.09
2016-02-03,31.421,34.65819,30.11538,30.91,31.495,90.98,33.568,40.98781,30.397,33.544,32.937,81.41,9.58,0.575,0.2225,10.43,0.0225,0.2675,10.6125,-0.6525,0.2875,1.11
2016-02-04,30.82,35.23569,28.55888,30.695,31.346,91.47,33.969,38.20669,30.79213,33.709,32.656,81.75,9.9275,0.64,0.2225,10.45,0.0475,0.2675,10.48,-0.565,0.285,1.12
2016-02-05,33.788,37.41419,31.50788,32.347,32.096,88.36,34.32,39.69488,32.01662,34.097,32.661,79.56,9.18,0.4425,0.2125,10.255,-0.1125,0.2675,10.3325,-0.6875,0.2975,1.12
2016-02-08,36.812,41.5895,36.77281,34.365,33.028,86.36,39.949,47.55331,37.36119,37.169,34.112,76.48,10.645,0.2125,0.2325,11.21,-0.3075,0.2825,10.86,-0.7675,0.3075,1.12
2016-02-09,37.832,44.29863,38.09819,34.856,32.828,84.97,45.976,54.83919,28.44413,40.732,35.633,75.96,10.7725,0.26,0.255,11.075,-0.385,0.3,10.725,-0.88,0.33,1.13
2016-02-10,38.449,44.95531,39.2105,36.051,34.658,81.74,41.489,45.375,41.81569,38.105,34.581,73.75,12.245,-0.1625,0.27,11.28,-0.79,0.325,10.7575,-1.45,0.3725,1.13
2016-02-11,40.362,46.266,40.05031,36.636,33.986,81.81,43.989,54.75831,42.377,39.918,36.34,72.06,12.4275,-0.03,0.275,11.55,-0.795,0.335,10.7625,-1.55,0.39,1.13
2016-02-12,37.125,42.1895,34.68969,35.43,33.617,82.04,40.295,46.13081,41.90413,37.407,35.264,72.17,11.7725,-0.0175,0.2775,11.165,-0.73,0.3425,10.595,-1.5475,0.3975,1.13
2016-02-16,34.336,42.78713,37.91113,33.764,33.363,83.98,37.779,45.44719,43.30713,36.448,35.057,74.44,11.775,-0.025,0.2775,10.885,-0.705,0.35,10.6575,-1.55,0.42,1.11
2016-02-17,32.193,38.739,34.56469,31.787,32.506,86.28,35.409,38.003,43.22519,34.344,33.778,76.84,12.0375,-0.03,0.27,10.805,-0.67,0.33,10.6275,-1.485,0.42,1.11
2016-02-18,31.39,39.20488,35.00669,31.812,32.597,85.92,36.413,39.83037,50.74719,34.741,33.88,77.54,12.04,0.0525,0.2625,10.75,-0.555,0.335,10.595,-1.395,0.41,1.11
2016-02-19,30.726,31.15988,30.3325,31.192,32.272,88.01,34.525,39.85238,31.68819,33.982,33.505,78.99,11.7475,0.0625,0.2425,10.825,-0.535,0.32,10.81,-1.405,0.4,1.11
2016-02-22,30.107,33.44019,27.92919,30.838,31.804,87.92,34.009,38.01969,31.93163,33.903,33.494,79.8,12.12,0.065,0.2675,11.07,-0.595,0.34,11.0375,-1.525,0.4125,1.1
2016-02-23,30.403,33.89281,28.24031,31.115,31.826,88.58,33.245,39.17838,31.6275,33.785,33.288,79.75,11.815,0.0825,0.2625,10.7875,-0.62,0.335,10.9775,-1.7125,0.4225,1.1
2016-02-24,30.515,34.62219,28.90988,30.993,31.431,89.21,35.029,39.224,33.67881,34.895,33.97,79.57,12.095,0.0875,0.2675,11.08,-0.6125,0.3425,11.4825,-1.8175,0.4475,1.1
2016-02-25,29.585,34.42081,27.83138,30.08,31.228,89.92,32.872,36.56931,32.74988,33.123,33.111,80.85,11.185,0.105,0.265,10.855,-0.6025,0.3425,11.315,-1.875,0.4475,1.1
2016-02-26,29.583,33.53213,28.21838,29.969,31.452,90.82,30.409,35.838,28.46013,31.866,32.479,83.08,11.35,0.0475,0.26,10.825,-0.69,0.3425,11.375,-1.92,0.4525,1.09
2016-02-29,29.838,34.32863,29.91338,29.549,31.567,91.02,30.02,35.76163,29.57138,31.134,32.135,84.62,11.865,-0.0125,0.2625,10.97,-0.7125,0.3425,11.545,-1.92,0.4575,1.09
2016-03-01,27.551,31.60538,26.14581,28.823,30.743,93.79,29.697,35.57113,27.10563,30.705,31.606,86.01,11.5275,-0.11,0.24,10.735,-0.705,0.335,11.5,-1.88,0.445,1.09
2016-03-02,27.253,30.00419,25.21663,28.457,30.937,93.34,28.875,33.5365,28.3995,30.482,31.639,85.72,11.31,-0.1025,0.2425,10.875,-0.695,0.335,11.35,-1.7625,0.4375,1.09
2016-03-03,26.343,30.81081,25.08531,28.044,29.746,94.7,28.884,33.02463,29.025,30.032,31.422,85.73,11.2775,-0.04,0.215,10.99,-0.6825,0.3275,11.3725,-1.755,0.4425,1.1
2016-03-04,26.71,30.70713,23.50119,28.106,30.548,95.35,27.095,33.289,25.8985,29.181,30.818,86.57,11.1175,-0.0275,0.2375,10.805,-0.6675,0.3275,11.2825,-1.745,0.4475,1.1
2016-03-07,27.228,31.89788,26.42438,28.394,30.131,96.04,27.019,34.73138,30.00219,29.743,31.062,86.68,11.5825,-0.0375,0.23,10.845,-0.6675,0.3225,11.24,-1.735,0.445,1.1
2016-03-08,27.973,32.13288,28.87738,29.178,30.854,93.79,28.177,39.83981,31.01138,30.226,30.858,85.68,11.5375,-0.035,0.2225,10.65,-0.6425,0.3075,10.8775,-1.4175,0.41,1.1
2016-03-09,27.247,31.915,28.20569,28.587,30.753,94.11,28.662,42.07413,33.02931,30.207,30.699,85.56,11.73,-0.1175,0.225,10.6975,-0.6575,0.3025,10.855,-1.4,0.41,1.1
2016-03-10,27.252,32.62938,27.54431,28.455,30.363,95.94,29.762,34.40838,35.12788,29.738,30.713,85.62,10.5175,0.065,0.22,10.345,-0.5,0.295,10.67,-1.27,0.425,1.12
2016-03-11,25.779,27.68638,23.32031,27.971,30.084,97.75,25.733,32.37163,25.97631,27.743,29.918,86.95,9.765,-0.0975,0.22,9.935,-0.4775,0.3025,10.445,-1.315,0.41,1.12
2016-03-14,25.747,33.07819,26.95631,27.706,30.076,96.99,25.531,32.21719,30.35913,27.767,29.979,87.46,9.28,-0.13,0.225,9.535,-0.4875,0.3025,10.06,-1.325,0.415,1.11
2016-03-15,25.323,33.62531,27.33931,27.647,30.068,96.59,25.152,31.40369,33.31338,28.219,30.149,86.93,9.355,-0.16,0.22,9.715,-0.5275,0.2925,10.2975,-1.3475,0.4075,1.11
2016-03-16,24.576,31.91669,27.11688,26.91,29.416,97.28,24.913,32.89213,34.87519,27.744,29.87,86.85,8.9575,-0.14,0.2425,9.66,-0.535,0.305,10.205,-1.34,0.425,1.12
2016-03-17,24.814,31.30069,26.31088,26.681,29.488,97.76,26.073,40.644,31.71263,27.535,29.545,86.28,8.655,0.175,0.215,9.575,-0.315,0.285,9.98,-1.21,0.4,1.13
2016-03-18,23.84,23.67519,23.062,26.601,28.868,97.98,27.639,9.78531,27.84281,31.704,32.417,86.99,8.37,0.2375,0.2225,9.47,-0.385,0.2925,9.9375,-1.2325,0.4025,1.13
2016-03-21,24.882,26.056,21.45913,27.12,29.33,97.82,25.871,26.39019,21.07031,27.175,28.922,86.63,9.0,0.22,0.2175,9.405,-0.3925,0.2875,9.8225,-1.1575,0.385,1.12
2016-03-22,23.678,25.04663,21.04538,26.339,28.834,98.24,25.208,25.93913,20.376,26.424,28.912,87.6,8.98,-0.0175,0.205,9.475,-0.5275,0.2825,9.8975,-1.2025,0.3775,1.12
2016-03-23,24.725,25.56288,21.54213,26.792,28.854,97.71,24.454,25.68619,19.87569,25.702,28.696,88.11,8.9225,-0.0475,0.215,10.1275,-1.2375,0.3475,10.215,-1.2,0.3825,1.12
2016-03-24,24.553,24.7775,20.80513,26.205,29.162,96.93,28.719,28.3595,21.21713,28.008,29.233,86.49,8.8225,-0.1975,0.21,10.2525,-1.31,0.35,10.235,-1.2525,0.3825,1.12
2016-03-29,24.038,24.32481,20.45631,26.174,29.158,100.03,28.257,26.003,23.0815,26.874,28.721,88.16,8.705,-0.1375,0.21,10.03,-1.2975,0.3375,10.065,-1.2525,0.3925,1.13
2016-03-30,24.316,24.23063,20.68038,25.183,27.553,101.15,28.335,25.08181,21.576,26.492,28.647,89.29,8.74,-0.0125,0.2125,9.77,-1.3,0.355,9.68,-1.2425,0.3825,1.13
2016-03-31,24.36,24.97638,21.52919,24.552,27.381,100.39,28.314,25.55019,21.98981,26.759,28.75,89.28,8.8525,0.17,0.2075,10.1,-1.325,0.355,9.845,-1.2525,0.3825,1.14
2016-04-01,24.42,23.70119,21.86888,25.935,28.082,100.57,28.845,24.75688,25.60819,28.677,29.301,87.91,8.61,0.205,0.21,10.185,-1.3375,0.3625,9.88,-1.265,0.385,1.14
2016-04-04,25.357,24.99188,22.13219,24.819,27.415,101.63,28.435,26.586,23.06563,27.148,28.71,89.49,8.715,0.2,0.19,10.14,-1.335,0.3425,9.89,-1.2875,0.3775,1.14
2016-04-05,27.233,27.33519,24.992,26.2,27.572,99.52,31.962,25.74838,28.4165,29.756,30.171,87.62,8.9625,0.1625,0.2075,10.45,-1.3725,0.3575,10.1775,-1.3625,0.39,1.14
2016-04-06,26.226,24.87488,22.9785,26.118,27.667,101.1,29.274,27.26769,24.97469,28.139,29.312,87.8,9.135,0.1025,0.2075,10.735,-1.5275,0.3625,10.425,-1.445,0.385,1.14
2016-04-07,26.112,26.6835,25.31588,25.29,27.336,100.09,29.357,28.33088,23.72331,28.255,28.972,88.24,9.4275,0.135,0.2175,11.04,-1.585,0.3675,10.5075,-1.5325,0.4,1.14
2016-04-08,25.808,24.6965,22.76413,25.621,27.709,100.65,28.843,27.6035,20.08069,28.117,28.926,88.65,8.9875,-0.01,0.19,10.82,-1.6025,0.3625,10.3275,-1.565,0.4075,1.14
2016-04-11,26.46,29.16569,25.608,25.298,27.601,100.25,30.383,34.57319,21.93569,28.674,29.451,88.3,9.1225,0.1875,0.215,10.685,-1.6425,0.3725,10.265,-1.565,0.405,1.14
2016-04-12,26.788,29.901,27.52138,25.562,27.78,100.85,28.223,28.41669,25.97938,27.764,28.753,88.4,8.985,0.215,0.2075,10.73,-1.7225,0.3675,10.2375,-1.6,0.4025,1.14
2016-04-13,25.858,29.57338,29.57338,24.662,27.261,102.05,32.005,39.54988,23.91181,29.35,28.716,90.28,8.9375,0.19,0.215,10.665,-1.725,0.385,10.245,-1.6225,0.4125,1.13
2016-04-14,25.704,27.46919,27.46919,24.449,27.554,100.37,28.084,27.58588,30.76488,27.408,28.566,88.8,8.5825,0.12,0.2175,10.5975,-1.7625,0.3925,10.205,-1.64,0.415,1.13
2016-04-15,27.206,27.39319,26.98163,24.665,28.062,99.55,28.278,31.48888,25.974,27.614,29.001,88.75,8.3675,0.06,0.21,10.465,-1.7525,0.3825,10.13,-1.645,0.415,1.13
2016-04-18,28.093,30.52581,26.56581,25.295,27.823,99.23,31.427,31.6325,29.11313,29.425,29.711,87.68,8.3025,0.0675,0.2075,10.205,-1.7725,0.3925,10.045,-1.635,0.415,1.13
2016-04-19,27.887,30.15013,26.42431,25.086,27.865,99.75,27.918,31.3515,30.44681,27.365,27.976,88.25,8.125,0.1825,0.2125,9.975,-1.7325,0.3925,9.725,-1.64,0.415,1.14
2016-04-20,24.029,26.53613,23.24369,24.499,27.445,96.43,28.896,32.5515,26.92919,28.103,28.146,84.66,8.105,0.1775,0.2125,9.975,-1.6775,0.3875,9.7425,-1.6325,0.4175,1.13
2016-04-21,24.295,27.20169,23.32338,24.624,27.486,95.82,27.991,30.83681,27.89113,27.608,28.234,85.08,7.7075,0.1325,0.2025,9.905,-1.6975,0.3925,9.735,-1.63,0.415,1.13
2016-04-22,23.341,26.57581,22.73238,23.901,27.369,95.87,27.378,31.64138,25.96931,27.43,28.289,85.37,7.6825,0.095,0.195,9.99,-1.705,0.3725,9.82,-1.66,0.42,1.12
2016-04-25,24.083,26.97738,23.625,24.393,27.266,96.13,29.38,29.373,29.59813,28.433,28.517,85.41,7.87,0.0975,0.2025,9.705,-1.6725,0.3875,9.685,-1.63,0.4,1.13
2016-04-26,22.851,25.07231,22.63869,24.062,27.294,96.41,27.31,32.14331,26.03563,27.31,28.357,85.59,7.7825,0.095,0.21,9.3,-1.5675,0.3825,9.4125,-1.565,0.3975,1.13
2016-04-27,21.942,23.94038,21.21938,23.346,26.501,99.24,29.401,35.31869,16.88619,27.585,26.739,86.89,7.7025,0.0475,0.2075,9.525,-1.4825,0.3825,9.5775,-1.555,0.4,1.13
2016-04-28,22.318,24.691,22.12419,23.377,26.192,98.01,23.861,30.35719,21.79063,25.098,27.31,87.7,7.315,0.015,0.205,9.465,-1.49,0.38,9.38,-1.5625,0.3975,1.14
2016-04-29,23.91,26.4195,22.71819,24.465,26.767,96.6,27.64,30.63538,27.69631,23.349,28.834,84.4,7.65,0.075,0.19,9.61,-1.5,0.36,9.475,-1.5675,0.3925,1.15
2016-05-02,23.929,26.53869,22.97038,24.712,27.236,97.46,30.312,34.81031,25.86938,29.185,29.127,84.83,8.95,0.1175,0.0875,9.925,-1.465,0.34,9.5475,-1.55,0.3925,1.15
2016-05-03,25.613,28.38969,25.07613,25.964,27.805,94.42,32.829,36.12388,26.05919,30.581,30.095,81.96,9.1625,0.255,0.2,9.985,-1.3625,0.375,9.615,-1.41,0.4,1.15
2016-05-04,25.554,28.7855,24.35231,26.534,27.945,93.78,31.285,29.2075,31.52213,30.461,29.629,81.59,9.085,0.205,0.205,10.03,-1.375,0.39,9.635,-1.42,0.41,1.15
2016-05-05,25.601,28.16369,24.97069,26.423,27.902,92.9,29.677,30.11188,28.86763,30.62,29.801,81.93,9.2325,0.1525,0.22,10.325,-1.4,0.385,9.81,-1.415,0.415,1.14
2016-05-06,25.183,27.73338,24.51031,26.308,28.493,92.33,28.302,29.02013,29.12781,30.132,29.517,80.46,8.565,0.0225,0.205,9.965,-1.415,0.385,9.735,-1.43,0.415,1.14
2016-05-09,25.04,27.74438,24.51663,26.516,28.258,92.99,28.965,32.65413,28.26338,30.452,30.026,81.25,8.485,0.0175,0.2125,9.89,-1.41,0.395,9.7075,-1.4225,0.415,1.14
2016-05-10,24.479,27.34438,24.19981,26.176,28.066,93.35,27.722,31.618,26.83031,29.789,29.927,81.81,8.17,0.0075,0.2125,9.71,-1.415,0.39,9.65,-1.4225,0.41,1.14
2016-05-11,24.681,26.64569,24.86488,26.037,27.855,92.58,28.303,31.44013,26.78069,29.991,29.858,81.12,7.9425,0.0025,0.2025,9.54,-1.41,0.38,9.535,-1.42,0.405,1.14
2016-05-12,25.068,28.447,25.24713,26.616,28.184,91.53,29.985,30.10819,29.287,31.011,30.48,79.91,7.715,-0.07,0.2075,9.5575,-1.435,0.38,9.6,-1.425,0.41,1.14
2016-05-13,24.853,25.58869,24.80788,26.581,28.39,91.3,28.029,25.427,26.44619,30.223,29.642,81.3,8.01,-0.21,0.2175,9.805,-1.5675,0.4,9.7825,-1.5675,0.415,1.13
2016-05-16,23.942,27.64019,26.56831,25.895,27.82,95.83,26.229,41.50119,30.58488,28.254,29.32,84.18,8.82,-0.3825,0.1125,9.955,-1.585,0.36,9.9125,-1.575,0.42,1.13
2016-05-17,24.562,28.77669,30.08013,26.807,28.329,94.3,26.09,35.82338,26.53919,28.641,29.461,83.68,8.545,-0.28,0.2,9.745,-1.62,0.4,9.815,-1.6025,0.4125,1.13
2016-05-18,24.288,30.52188,29.55588,26.169,27.818,94.52,28.422,37.56031,29.36,29.824,29.609,84.41,9.06,-0.445,0.2,9.735,-1.555,0.39,9.83,-1.58,0.41,1.12
2016-05-19,25.734,32.74681,29.45488,26.856,27.874,93.31,28.173,39.56338,33.96488,29.689,29.867,83.17,9.015,-0.485,0.195,9.79,-1.5375,0.385,9.91,-1.5425,0.415,1.12
2016-05-20,23.804,24.16738,23.21063,26.435,28.08,95.48,27.119,28.24313,26.15813,28.897,29.626,85.18,8.815,-0.44,0.195,9.5025,-1.515,0.385,9.8025,-1.545,0.41,1.12
2016-05-23,23.568,25.12119,22.039,26.14,27.887,95.7,26.978,28.77919,24.89931,28.708,29.416,85.34,8.83,-0.5175,0.2025,9.32,-1.5,0.37,9.72,-1.535,0.41,1.12
2016-05-24,22.867,24.8635,20.53488,26.287,27.415,97.52,25.039,27.00913,23.32519,27.64,29.427,86.76,8.86,-0.5475,0.2075,9.2,-1.4525,0.3725,9.6525,-1.5,0.41,1.11
2016-05-25,21.732,23.38869,19.25281,24.967,26.678,98.92,23.47,25.46481,22.30569,26.511,28.663,88.33,8.665,-0.5725,0.2075,8.905,-1.24,0.3425,9.5825,-1.405,0.39,1.12
2016-05-26,21.74,22.748,19.27081,24.707,26.403,99.41,22.868,25.06831,22.85819,26.185,28.322,88.27,9.0225,-1.075,0.2725,8.57,-1.1025,0.3175,9.3975,-1.31,0.385,1.12
2016-05-27,21.13,22.31569,18.2285,25.175,26.678,100.08,21.771,26.06969,19.40413,25.183,28.32,89.78,9.0225,-1.0675,0.27,8.515,-1.1125,0.3175,9.3675,-1.285,0.3875,1.11
2016-05-31,21.969,23.60863,20.03288,25.337,27.083,99.98,20.848,31.66919,14.07769,24.855,29.269,89.4,9.6675,-1.2325,0.275,8.885,-1.215,0.32,9.4125,-1.2525,0.385,1.11
2016-06-01,21.777,22.59581,20.23669,24.81,26.387,99.85,24.679,16.62488,27.62538,27.148,27.207,88.95,10.105,-1.27,0.285,9.175,-1.28,0.325,9.5375,-1.285,0.385,1.12
2016-06-02,21.561,22.04181,21.66563,25.79,27.216,100.14,23.862,25.99669,20.51913,26.474,28.669,89.15,9.395,-1.2575,0.2725,8.895,-1.18,0.315,9.25,-1.26,0.385,1.12
2016-06-03,20.972,21.52369,17.96688,25.225,26.688,100.85,23.871,23.37213,20.70769,26.479,28.433,88.75,8.88,-1.1025,0.2625,8.415,-1.15,0.31,8.885,-1.185,0.38,1.14
2016-06-06,21.544,22.94119,20.632,24.949,26.207,100.07,24.344,25.39781,20.47287,26.953,28.599,88.3,9.4975,-1.1225,0.215,8.755,-1.16,0.3,9.0925,-1.1875,0.3875,1.14
2016-06-07,21.601,21.986,20.16831,25.053,26.537,101.19,22.919,7.6065,28.11231,26.406,26.757,88.89,9.4375,-1.19,0.22,8.65,-1.185,0.3,9.0325,-1.195,0.3875,1.14
2016-06-08,21.215,22.17563,22.69981,25.509,26.696,101.1,25.103,25.18,19.59038,27.421,28.959,88.3,9.7075,-1.3075,0.2825,8.915,-1.22,0.3275,9.1,-1.2175,0.38,1.14
2016-06-09,22.295,22.42113,20.9445,26.178,26.936,100.55,23.832,22.8555,22.11269,26.944,28.523,88.26,10.61,-1.6325,0.2775,9.515,-1.46,0.335,9.415,-1.39,0.405,1.13
2016-06-10,23.385,24.87431,21.79731,26.13,27.456,97.38,27.144,29.81013,22.17038,28.389,29.033,86.4,12.0425,-2.4375,0.4,10.42,-1.91,0.39,10.1575,-1.595,0.4125,1.13
2016-06-13,27.114,34.45588,26.90919,27.863,28.297,96.33,29.542,34.24731,31.723,29.928,30.107,85.49,12.49,-2.955,0.425,10.595,-2.2075,0.4325,10.235,-1.66,0.45,1.13
2016-06-14,28.872,35.91738,30.92969,28.991,28.524,94.6,31.631,44.965,31.93269,30.906,30.818,83.35,13.465,-3.3425,0.4825,11.42,-2.695,0.48,10.54,-1.8875,0.4825,1.12
2016-06-15,28.28,32.65063,28.62181,28.902,28.892,94.18,30.412,32.02237,33.80788,30.884,30.726,83.91,11.9175,-2.9,0.44,10.22,-2.35,0.47,10.0075,-1.8775,0.485,1.13
2016-06-16,29.587,34.10137,30.10181,29.778,29.087,95.57,32.957,29.06769,31.81588,31.812,30.814,84.26,12.27,-3.0,0.445,10.58,-2.42,0.465,10.07,-1.8275,0.4825,1.12
2016-06-17,29.921,30.43069,29.59869,28.89,28.153,94.65,33.254,38.49213,30.06631,31.736,30.79,83.38,11.9125,-2.9275,0.4125,10.105,-2.335,0.46,9.9775,-1.8275,0.4775,1.13
2016-06-20,26.813,29.83469,25.06,28.083,27.699,96.85,30.248,33.94681,28.23569,28.731,29.777,85.89,10.9175,-2.4325,0.41,9.57,-2.005,0.44,9.51,-1.645,0.4625,1.13
2016-06-21,25.816,28.25388,23.49731,27.072,27.222,98.49,29.215,34.00781,24.7355,27.357,28.711,87.25,11.19,-2.57,0.4,9.56,-1.97,0.435,9.5575,-1.665,0.465,1.12
2016-06-22,27.495,29.60131,25.24188,27.579,27.204,98.75,29.195,33.61612,26.76788,27.181,28.457,87.54,11.955,-2.6575,0.4275,9.9975,-1.975,0.4425,9.72,-1.6725,0.465,1.13
2016-06-23,24.7,26.4015,20.81619,26.476,26.84,101.39,29.421,32.83937,22.85588,26.993,28.369,88.43,10.48,-2.375,0.4,9.57,-1.855,0.415,9.43,-1.52,0.44,1.14
2016-06-24,29.245,33.96363,27.12981,28.825,27.975,95.01,32.901,37.09631,20.09338,30.683,29.419,85.48,12.28,-2.1975,0.375,11.675,-2.3225,0.4425,11.015,-2.37,0.49,1.11
2016-06-27,32.168,37.8285,28.29188,30.883,28.753,92.5,32.198,37.43538,28.50081,31.518,29.635,83.49,12.24,-2.245,0.36,11.4625,-2.37,0.4275,10.925,-2.45,0.4775,1.1
2016-06-28,29.104,32.33813,24.46931,28.378,28.151,94.4,30.469,28.44038,30.56081,28.578,28.66,84.25,10.55,-1.5275,0.33,10.3125,-1.835,0.4075,10.3075,-2.025,0.4625,1.11
2016-06-29,27.824,28.72713,24.52031,28.549,28.288,96.11,32.224,31.97113,24.64581,29.025,29.089,86.36,9.775,-1.325,0.32,9.535,-1.615,0.4,9.765,-1.8475,0.4625,1.11
2016-06-30,26.492,26.83719,22.56688,27.736,28.074,99.21,16.718,14.56738,30.5895,21.33,25.448,88.39,9.6275,-1.185,0.3025,9.6775,-1.485,0.37,9.8075,-1.825,0.435,1.11
2016-07-01,26.486,27.10919,22.01238,28.208,27.851,98.44,27.734,25.04469,21.91369,26.851,28.358,88.09,9.2125,-1.16,0.2975,9.295,-1.4425,0.3675,9.8175,-1.81,0.4425,1.11
2016-07-05,29.125,30.38469,26.12431,29.173,28.542,95.34,27.51,23.40988,28.388,27.651,29.702,86.27,9.825,-0.9375,0.2725,9.635,-1.265,0.3425,9.985,-1.795,0.415,1.11
2016-07-06,27.825,30.14331,25.25631,27.654,27.658,94.89,32.16,33.4165,25.67313,29.725,29.86,84.66,9.725,-0.9875,0.2775,9.705,-1.3225,0.3475,9.945,-1.85,0.42,1.11
2016-07-07,28.5,29.07838,24.14,29.052,28.012,94.61,29.157,30.13838,22.791,28.49,29.367,85.6,9.32,-0.905,0.27,9.455,-1.3125,0.345,9.8625,-1.84,0.4125,1.11
2016-07-08,27.059,25.456,21.49138,27.562,27.855,97.22,29.511,21.88238,23.459,27.708,29.195,87.3,8.9175,-0.8375,0.2675,9.07,-1.2725,0.3325,9.755,-1.8275,0.4025,1.11
2016-07-11,26.214,26.822,24.76638,27.288,27.488,99.76,25.562,26.91269,25.35888,25.607,28.039,90.19,8.9175,-0.6725,0.2575,8.925,-1.1825,0.3275,9.665,-1.835,0.4025,1.11
2016-07-12,27.113,34.55831,31.37888,27.09,27.634,100.88,25.824,24.98613,25.41381,25.343,27.753,90.61,8.6025,-0.61,0.26,8.59,-1.1175,0.3325,9.505,-1.745,0.405,1.11
