Date,ATM_1M,P25_1M,C25_1M,ATM_3M,ATM_1Y,ADR_SPOT,,,,,,,,
6/17/2024,39.29,29.7741,30.7832,36.814,35.015,1052.47,,,,,,,,
6/18/2024,40.772,31.1416,27.8145,37.099,35.5,1061.38,,,,,,,,
6/20/2024,42.17,31.2127,31.2501,36.806,36.019,1050.74,,,,,,,,
6/21/2024,41.389,33.2788,33.6924,36.189,35.203,1036.6,,,,,,,,
6/24/2024,40.553,40.956,42.7199,36.047,35.298,1002.01,,,,,,,,
6/25/2024,40.27,41.1333,42.0985,35.813,35.718,1023.34,,,,,,,,
6/26/2024,41.083,42.8413,43.4869,36.153,35.258,1016.6,,,,,,,,
6/27/2024,40.982,42.8409,44.0508,35.955,35.422,1028.01,,,,,,,,
6/28/2024,40.869,43.3166,44.3595,36.112,35.421,1022.73,,,,,,,,
7/1/2024,39.238,43.4363,44.1826,36.039,35.338,1033.49,,,,,,,,
7/2/2024,39.206,42.6207,43.8648,35.717,35.235,1047.89,,,,,,,,
7/3/2024,41.051,46.1501,46.7477,36.232,35.237,1071.41,,,,,,,,
7/5/2024,39.066,47.1561,46.7901,36.061,35.134,1074.48,,,,,,,,
7/8/2024,39.442,47.4691,49.0891,36.316,34.471,1077.39,,,,,,,,
7/9/2024,40.578,49.3114,52.7976,36.788,35.355,1059.97,,,,,,,,
7/10/2024,39.845,51.1443,54.0152,36.747,34.831,1098.95,,,,,,,,
7/11/2024,39.871,54.9033,54.4994,36.535,35.164,1062.5,,,,,,,,
7/12/2024,40.502,57.0657,62.6392,36.859,34.781,1085.26,,,,,,,,
7/15/2024,40.714,63.5552,66.9011,37.217,35.155,1063.63,,,,,,,,
7/16/2024,40.602,71.2769,73.7857,37.449,35.299,1068.19,,,,,,,,
7/17/2024,37.466,51.8583,53.2672,37.739,36.163,932.055,,,,,,,,
7/18/2024,35.064,39.3103,39.3886,36.488,35.764,924.15,,,,,,,,
7/19/2024,34.584,36.134,35.9162,36.401,35.293,895.37,,,,,,,,
7/22/2024,32.907,32.2801,31.9779,35.301,35.847,941.26,,,,,,,,
7/23/2024,31.453,32.4745,31.4082,35.139,34.976,932.81,,,,,,,,
7/24/2024,35.285,38.2802,35.6818,37.871,35.846,872.75,,,,,,,,
7/25/2024,36.636,39.5011,36.5332,37.964,36.171,862.63,,,,,,,,
7/26/2024,35.967,37.9187,32.656,37.672,36.038,888.39,,,,,,,,
7/29/2024,35.39,37.7049,34.6891,37.5,36.427,870.55,,,,,,,,
7/30/2024,37.475,39.1847,37.1513,38.016,36.178,860.24,,,,,,,,
7/31/2024,36.357,38.016,38.7218,38.181,36.005,936.7,,,,,,,,
8/1/2024,41.066,43.5176,40.8179,40.613,37.098,883.71,,,,,,,,
8/2/2024,46.134,55.3408,48.7801,46.334,39.432,809.35,,,,,,,,
8/5/2024,51.532,59.9008,50.711,48.52,40.736,820.35,,,,,,,,
8/6/2024,43.674,51.0799,44.4254,43.634,38.578,843.01,,,,,,,,
8/7/2024,45.71,51.5729,46.4101,45.121,39.213,836.35,,,,,,,,
8/8/2024,42.502,48.0948,41.2116,42.225,38.24,876.65,,,,,,,,
8/9/2024,41.271,44.8714,41.4084,41.567,37.902,860.55,,,,,,,,
8/12/2024,40.676,43.2456,39.0097,41.051,37.958,852.86,,,,,,,,
8/13/2024,37.401,39.1493,37.8008,39.182,36.91,869.49,,,,,,,,
8/14/2024,36.261,36.6936,35.0879,38.148,36.871,879.58,,,,,,,,
8/15/2024,35.844,41.0443,40.7668,38.077,36.097,928.25,,,,,,,,
8/16/2024,34.594,32.1864,33.1555,38.075,36.065,918.66,,,,,,,,
8/19/2024,32.928,33.7184,32.7159,37.307,36.01,933.15,,,,,,,,
8/20/2024,34.287,35.4575,34.1796,38.188,36.586,926.18,,,,,,,,
8/21/2024,34.657,35.3153,34.2928,38.225,36.397,943.61,,,,,,,,
8/22/2024,36.917,38.846,36.6906,39.965,37.161,907.71,,,,,,,,
8/23/2024,34.539,36.0083,33.8897,38.662,36.586,907.26,,,,,,,,
8/26/2024,36.273,38.7528,36.141,39.868,37.372,883.31,,,,,,,,
8/27/2024,34.767,37.7929,35.8925,39.881,37.115,889.88,,,,,,,,
8/28/2024,37.119,40.5606,38.3517,40.875,37.435,888.13,,,,,,,,
8/29/2024,35.176,36.5738,34.1858,39.399,37.335,887.71,,,,,,,,
8/30/2024,33.598,34.5302,32.3585,38.652,36.962,903.87,,,,,,,,
9/3/2024,38.107,41.015,37.7526,41.367,38.217,845.39,,,,,,,,
9/4/2024,38.881,41.5761,38.6076,42.205,38.493,811.48,,,,,,,,
9/5/2024,38.952,42.7831,39.3065,41.868,38.407,795.6,,,,,,,,
9/6/2024,43.261,47.7417,43.7128,44.517,39.588,752.79,,,,,,,,
9/9/2024,39.509,42.0553,39.2061,42.854,39.004,749.82,,,,,,,,
9/10/2024,38.908,40.2655,38.1161,42.696,38.877,751.38,,,,,,,,
9/11/2024,39.304,38.9777,37.8168,42.468,38.586,800.14,,,,,,,,
9/12/2024,38.407,41.0855,36.492,41.497,38.201,800.17,,,,,,,,
9/13/2024,38.669,36.5814,34.5091,41.016,38.06,816.36,,,,,,,,
9/16/2024,40.52,36.5134,34.9836,40.871,38.354,803.04,,,,,,,,
9/17/2024,41.588,38.761,36.5475,40.354,38.319,805.69,,,,,,,,
9/18/2024,42.433,36.8489,37.9105,40.314,38.315,787.84,,,,,,,,
9/19/2024,40.177,30.8054,37.0846,39.13,38.277,828.16,,,,,,,,
9/20/2024,42.917,36.0325,34.2929,40.643,37.679,795.28,,,,,,,,
9/23/2024,40.698,42.3135,40.5956,39.558,37.922,803.5,,,,,,,,
9/24/2024,40.258,42.6861,38.5661,38.89,37.565,814,,,,,,,,
9/25/2024,41.746,44.5588,42.1316,40.007,37.873,818.18,,,,,,,,
9/26/2024,40.16,44.2156,42.9689,40.309,38.364,852.44,,,,,,,,
9/27/2024,42.204,45.6663,43.1566,41.002,38.535,841.54,,,,,,,,
9/30/2024,41.938,46.2305,43.987,40.929,38.2,833.25,,,,,,,,
10/1/2024,41.55,49.2204,45.6414,41.43,38.757,822.35,,,,,,,,
10/2/2024,41.922,49.6195,47.0001,41.837,38.727,832.19,,,,,,,,
10/3/2024,44.336,52.6065,50.2691,42.548,39.048,832.41,,,,,,,,
10/4/2024,43.687,51.1751,48.6446,41.446,38.551,833,,,,,,,,
10/7/2024,45.081,53.218,51.8971,42.451,38.974,817.25,,,,,,,,
10/8/2024,45.713,53.2148,52.1339,42.074,38.864,824.26,,,,,,,,
10/9/2024,44.881,54.1089,52.6946,41.196,38.738,845.9,,,,,,,,
10/10/2024,45.557,56.0895,55.0022,41.099,38.633,833.97,,,,,,,,
10/11/2024,45.096,57.9839,55.8765,40.464,38.559,840.69,,,,,,,,
10/14/2024,45.386,61.629,61.045,39.981,38.117,872.27,,,,,,,,
10/15/2024,45.327,57.5476,53.351,39.523,38.526,730.43,,,,,,,,
10/16/2024,43.586,48.3536,46.8953,39.773,39.483,683.52,,,,,,,,
10/17/2024,41.689,35.6226,36.3549,38.999,39.496,700.6,,,,,,,,
10/18/2024,40.24,32.7643,33.1357,37.817,38.272,723.26,,,,,,,,
10/21/2024,38.6,40.5019,39.0597,37.336,38.015,714.1,,,,,,,,
10/22/2024,39.203,40.8127,39.2274,37.351,37.468,720.91,,,,,,,,
10/23/2024,40.416,42.7119,41.014,38.138,38.054,708.62,,,,,,,,
10/24/2024,39.504,42.123,39.8275,37.721,37.708,710.81,,,,,,,,
10/25/2024,38.052,42.0014,39.3476,37.751,37.405,711.7,,,,,,,,
10/28/2024,38.327,42.1349,39.7484,37.617,37.544,708.65,,,,,,,,
10/29/2024,37.934,41.5804,39.7027,37.429,37.263,715.14,,,,,,,,
10/30/2024,39.716,44.2538,42.6508,38.302,37.262,683.83,,,,,,,,
10/31/2024,40.724,46.0788,43.2764,38.945,37.49,672.55,,,,,,,,
11/1/2024,39.782,45.2189,42.2953,38.456,37.198,674.73,,,,,,,,
11/4/2024,37.677,44.4313,41.8711,37.749,36.925,671.16,,,,,,,,
11/5/2024,37.478,46.4941,43.9876,37.896,36.671,676.46,,,,,,,,
11/6/2024,35.81,44.3384,42.8447,35.908,36.1,661.43,,,,,,,,
11/7/2024,34.892,42.7919,41.8951,36.103,35.885,677.21,,,,,,,,
11/8/2024,33.638,42.1781,40.2183,35.13,35.468,669.47,,,,,,,,
11/11/2024,32.579,42.9823,42.3167,35.144,35.791,671.31,,,,,,,,
11/12/2024,33.978,48.6785,49.0562,36.386,35.876,669.18,,,,,,,,
11/13/2024,33.19,59.6751,58.3779,37.04,36.089,673.41,,,,,,,,
11/14/2024,33.096,40.2771,41.2421,36.322,35.944,692.96,,,,,,,,
11/15/2024,34.598,36.4864,35.2915,38.22,36.419,658.63,,,,,,,,
11/18/2024,32.881,33.6314,34.2851,37.808,36.637,665.23,,,,,,,,
11/19/2024,34.071,34.4018,34.5251,38.15,36.943,662.16,,,,,,,,
11/20/2024,35.596,36.3197,36.4955,39.358,37.253,658.43,,,,,,,,
11/21/2024,32.914,34.2509,35.0973,38.001,37.261,672.16,,,,,,,,
11/22/2024,32.307,33.3983,33.2874,38.215,36.633,672.88,,,,,,,,
11/25/2024,31.049,31.5328,32.042,37.261,36.42,684.47,,,,,,,,
11/26/2024,31.038,32.093,31.4439,37.44,36.311,671.97,,,,,,,,
11/27/2024,30.992,32.3654,32.4535,37.911,36.51,670.48,,,,,,,,
11/29/2024,29.461,31.1584,30.8093,36.493,36.169,686.61,,,,,,,,
12/2/2024,31.147,31.2086,32.6529,37.298,36.234,711.47,,,,,,,,
12/3/2024,31.538,32.2092,32.4819,38.142,36.364,718.06,,,,,,,,
12/4/2024,31.32,30.9825,31.7031,37.692,36.332,719.92,,,,,,,,
12/5/2024,32.011,31.8398,31.7961,38.245,36.364,711.5,,,,,,,,
12/6/2024,30.965,30.5582,31.0826,38.008,36.234,708.98,,,,,,,,
12/9/2024,29.836,32.0324,32.3389,38.495,36.469,706.52,,,,,,,,
12/10/2024,29.861,31.6703,31.7175,38.491,36.583,705.27,,,,,,,,
12/11/2024,30.927,29.8574,31.0397,38.079,36.334,714.43,,,,,,,,
12/12/2024,31.692,30.0434,30.0057,38.246,36.432,713.1,,,,,,,,
12/13/2024,31.9,29.4809,29.3165,38.394,36.331,718.58,,,,,,,,
12/16/2024,32.517,29.0192,29.9975,38.607,36.679,722.38,,,,,,,,
12/17/2024,33.902,33.526,34.6356,39.364,36.977,735.19,,,,,,,,
12/18/2024,37.924,38.4552,46.7471,40.494,37.889,719.49,,,,,,,,
12/19/2024,36.786,39.2814,36.1067,41.159,37.981,710.26,,,,,,,,
12/20/2024,35.199,30.0997,28.406,39.928,37.383,705.68,,,,,,,,
12/23/2024,32.773,31.8497,31.9164,38.749,36.952,721.04,,,,,,,,
12/24/2024,31.083,30.4137,29.686,38.318,36.465,719.71,,,,,,,,
12/26/2024,34.801,29.0589,29.16,38.767,36.042,715.86,,,,,,,,
12/27/2024,37.979,32.6807,30.7194,38.788,36.641,713.59,,,,,,,,
12/30/2024,41.582,32.3285,31.2841,38.675,36.72,696.15,,,,,,,,
12/31/2024,42.168,31.9815,31.6798,38.44,36.745,693.08,,,,,,,,
1/2/2025,42.433,32.6456,32.8737,39.016,36.928,700.42,,,,,,,,
1/3/2025,42.171,31.6296,31.2264,38.766,36.851,714.36,,,,,,,,
1/6/2025,45.435,37.1209,38.8878,40.828,37.333,768.51,,,,,,,,
1/7/2025,45.41,37.3005,38.3219,40.745,37.301,757.58,,,,,,,,
1/8/2025,44.752,38.2441,37.3363,40.724,37.617,743.98,,,,,,,,
1/10/2025,44.415,38.3554,37.4977,40.994,37.401,739.01,,,,,,,,
1/13/2025,44.354,38.1118,38.2846,41.283,38.105,727.41,,,,,,,,
1/14/2025,45.959,42.224,40.9005,41.253,38.04,736.29,,,,,,,,
1/15/2025,43.228,44.1819,45.9704,40.21,37.456,726.3,,,,,,,,
1/16/2025,43.894,32.5665,33.3972,40.114,37.433,750.28,,,,,,,,
1/17/2025,42.869,32.7673,32.787,39.273,36.766,756.33,,,,,,,,
1/21/2025,40.614,41.4716,40.3662,38.676,36.667,763,,,,,,,,
1/22/2025,41.895,42.2281,42.4113,39.388,36.606,766.71,,,,,,,,
1/23/2025,43.044,43.5913,43.2232,39.575,37.17,746.24,,,,,,,,
1/24/2025,41.953,43.3245,43.2406,38.826,36.895,732.25,,,,,,,,
1/27/2025,46.011,49.3726,48.3685,41.87,38.477,690.15,,,,,,,,
1/28/2025,46.853,47.7801,47.0797,41.358,37.32,683.35,,,,,,,,
1/29/2025,37.653,38.8765,37.8163,37.912,36.343,712.65,,,,,,,,
1/30/2025,36.88,36.4003,35.5615,37.483,36.336,736.99,,,,,,,,
1/31/2025,38.732,36.8432,35.3312,37.445,36.298,739.31,,,,,,,,
2/3/2025,36.002,37.0728,35.2702,37.592,36.403,731.055,,,,,,,,
2/4/2025,34.764,34.8177,34.3877,36.808,35.797,731.41,,,,,,,,
2/5/2025,34.121,33.7556,32.9721,35.994,35.721,742.59,,,,,,,,
2/6/2025,33.588,33.0562,32.1676,35.319,35.705,739.13,,,,,,,,
2/7/2025,35.33,36.8964,33.9498,36.512,35.833,727.7,,,,,,,,
2/10/2025,32.639,32.2189,31.0163,35.454,35.652,744.08,,,,,,,,
2/11/2025,31.919,32.0861,30.7612,35.491,35.842,752.98,,,,,,,,
2/12/2025,31.539,31.5531,31.0156,35.16,35.53,756.17,,,,,,,,
2/13/2025,31.662,32.4691,31.5298,35.162,35.431,776.99,,,,,,,,
2/14/2025,33.205,36.7844,33.4288,35.988,35.632,751.55,,,,,,,,
2/18/2025,32.191,31.4758,30.8369,35.572,35.393,744.22,,,,,,,,
2/19/2025,30.7,28.0572,26.8318,34.765,35.104,744.8,,,,,,,,
2/20/2025,30.662,28.2574,26.9306,34.794,35.086,743.09,,,,,,,,
2/21/2025,32.635,34.9089,33.3019,35.374,35.157,737.21,,,,,,,,
2/24/2025,32.519,33.4218,31.8303,34.892,34.972,735.96,,,,,,,,
2/25/2025,34.484,35.534,34.8378,36.748,35.483,730.19,,,,,,,,
2/26/2025,34.457,36.8869,35.2148,36.536,35.691,746.93,,,,,,,,
2/27/2025,36.482,39.5591,35.6301,38.382,36.435,697.7,,,,,,,,
2/28/2025,35.199,38.4192,35.444,38.317,36.671,709.08,,,,,,,,
3/3/2025,40.008,44.0259,40.5422,40.531,37.446,699.86,,,,,,,,
3/4/2025,40.232,41.9568,40.0321,40.548,37.778,708.22,,,,,,,,
3/5/2025,38.215,41.6044,38.8259,39.743,37.113,739.75,,,,,,,,
3/6/2025,41.615,46.4787,41.857,41.043,37.94,714.84,,,,,,,,
3/7/2025,39.864,43.1743,41.1066,40.748,37.821,732.22,,,,,,,,
3/10/2025,44.846,53.2511,47.2912,43.79,39.212,683.11,,,,,,,,
3/11/2025,44.533,49.4323,45.6841,42.774,38.672,690.21,,,,,,,,
3/12/2025,41.694,46.2343,42.5241,41.333,37.922,703.37,,,,,,,,
3/13/2025,43.935,46.7865,42.9537,41.349,37.858,694.59,,,,,,,,
3/14/2025,41.684,42.2572,39.1169,39.712,36.897,714,,,,,,,,
3/17/2025,42.719,39.0973,37.9464,38.551,36.609,730.33,,,,,,,,
3/18/2025,44.088,41.0875,39.0927,39.313,37.146,731.11,,,,,,,,
3/19/2025,42.108,36.3881,37.6337,37.855,36.314,734.91,,,,,,,,
3/20/2025,42.087,40.7541,41.3322,37.61,36.42,734.06,,,,,,,,
3/21/2025,42.395,31.8206,32.6895,37.98,37.301,716.22,,,,,,,,
3/24/2025,39.822,41.9446,39.3311,36.25,35.528,727.84,,,,,,,,
3/25/2025,39.323,43.1187,40.031,36.133,35.671,726.74,,,,,,,,
3/26/2025,40.741,46.5738,43.2472,37.556,36.124,705.76,,,,,,,,
3/27/2025,43.96,48.0426,43.8547,38.037,36.455,690.63,,,,,,,,
3/28/2025,44.771,52.3336,46.8035,39.891,37.243,674.58,,,,,,,,
3/31/2025,45.111,51.965,47.6108,40.346,37.544,662.63,,,,,,,,
4/1/2025,45.388,52.7808,47.7813,39.998,37.235,667.34,,,,,,,,
4/2/2025,45.465,53.5143,49.0835,39.508,37.108,669.01,,,,,,,,
4/3/2025,49.2,63.119,56.1746,44.08,38.942,623.22,,,,,,,,
4/4/2025,63.017,87.6636,71.106,52.136,42.177,605.55,,,,,,,,
4/7/2025,65.307,94.4895,79.4252,52.595,42.384,615.84,,,,,,,,
4/8/2025,75.176,114.1273,89.1413,58.134,44.305,595.37,,,,,,,,
4/9/2025,50.522,77.9087,66.3005,43.25,38.263,687.26,,,,,,,,
4/10/2025,65.043,113.6302,82.7149,53.427,43.173,649.55,,,,,,,,
4/11/2025,54.596,95.2431,74.4381,47.52,40.139,668.81,,,,,,,,
4/14/2025,49.645,90.5515,77.7066,45.054,39.66,672.87,,,,,,,,
4/15/2025,47.73,94.3948,83.3428,44.319,39.442,683.16,,,,,,,,
4/16/2025,44.355,68.0453,56.9984,43.165,38.972,634.93,,,,,,,,
4/17/2025,40.494,42.5255,41.5857,41.801,38.796,640.16,,,,,,,,
4/21/2025,42.443,46.5766,38.9101,43.324,39.727,624.69,,,,,,,,
4/22/2025,41.056,43.9789,37.2524,41.594,38.749,638.69,,,,,,,,
4/23/2025,38.108,42.411,35.0837,40.093,37.849,657.98,,,,,,,,
4/24/2025,35.126,39.8675,33.3805,39.124,37.604,675,,,,,,,,
4/25/2025,35.856,38.5591,33.4714,38.181,37.306,677.27,,,,,,,,
4/28/2025,35.836,37.8008,33.4123,38.416,37.439,672.76,,,,,,,,
4/29/2025,35.477,37.173,32.1859,38.182,37.369,666.11,,,,,,,,
4/30/2025,35.221,38.4141,32.6546,38.458,37.108,668.08,,,,,,,,
5/1/2025,34.597,35.7753,31.4899,36.806,36.235,666.72,,,,,,,,
5/2/2025,31.703,33.6283,29.2225,35.939,35.839,690.33,,,,,,,,
5/5/2025,33.276,32.4982,29.7078,36.647,36.318,683.36,,,,,,,,
5/6/2025,34.862,35.3525,31.8954,37.745,36.987,679.99,,,,,,,,
5/7/2025,34.927,35.6733,33.0745,37.626,37.128,700.39,,,,,,,,
5/8/2025,33.919,34.1468,30.8607,37.214,36.691,708.03,,,,,,,,
5/9/2025,33.667,34.0715,30.8014,36.964,36.592,706.21,,,,,,,,
5/12/2025,30.155,30.9018,28.1234,34.286,35.023,750.2,,,,,,,,
5/13/2025,31.193,31.5191,29.81,34.845,35.371,763.9,,,,,,,,
5/14/2025,32.1,33.1381,31.7105,35.61,35.71,768.91,,,,,,,,
5/15/2025,32.489,33.9858,33.907,35.314,35.272,758.36,,,,,,,,
5/16/2025,32.263,31.4028,30.6509,35.419,35.436,748.1,,,,,,,,
5/19/2025,30.179,32.5059,30.8353,34.98,35.485,749.13,,,,,,,,
5/20/2025,31.981,33.2368,31.4406,35.517,35.613,748.76,,,,,,,,
5/21/2025,33.866,35.3025,33.0844,36.632,36.369,737.17,,,,,,,,
5/22/2025,32.854,35.0573,31.8102,36.568,36.13,740.7,,,,,,,,
5/23/2025,35.608,36.8336,34.5676,37.788,36.712,732.49,,,,,,,,
5/27/2025,33.688,34.5233,32.034,36.544,36.798,756.79,,,,,,,,
5/28/2025,33.992,35.9092,33.2387,36.65,35.64,746.51,,,,,,,,
5/29/2025,33.853,35.4339,31.9121,36.553,35.829,747.065,,,,,,,,
5/30/2025,33.769,35.5857,31.5994,36.617,35.873,736.77,,,,,,,,
6/2/2025,32.487,33.2996,30.3988,36.154,35.97,746.53,,,,,,,,
6/3/2025,32.253,32.8442,30.3138,35.791,35.727,747.25,,,,,,,,
6/4/2025,31.403,33.3949,31.356,36.074,35.901,742.78,,,,,,,,
6/5/2025,33.221,34.4398,32.3846,36.147,35.511,747.76,,,,,,,,
6/6/2025,30.813,30.3405,28.1995,35.058,36.112,753.02,,,,,,,,
6/9/2025,32.352,31.0637,29.415,35.623,35.989,770.2,,,,,,,,
6/10/2025,29.898,31.6732,30.5863,35.716,35.46,784.97,,,,,,,,
6/11/2025,31.918,32.909,31.2378,35.657,35.889,784.09,,,,,,,,
6/12/2025,32.697,33.7011,30.2618,35.619,35.53,786.21,,,,,,,,
6/13/2025,36.885,37.7835,34.183,37.094,36.493,761,,,,,,,,
6/16/2025,38.042,31.3975,30.2741,35.851,35.903,775.23,,,,,,,,
6/17/2025,39.782,40.4008,35.4918,36.313,36.346,759.86,,,,,,,,
6/18/2025,40.862,38.7029,34.9161,36.137,36.096,761.64,,,,,,,,
6/20/2025,41.47,31.8645,31.9072,36.887,36.307,756.53,,,,,,,,
6/23/2025,40.549,42.6637,38.9185,36.033,35.873,779.72,,,,,,,,
6/24/2025,38.713,41.5231,39.4662,35.289,35.498,813.36,,,,,,,,
6/25/2025,38.061,42.2909,39.6822,35.09,35.132,815.24,,,,,,,,
6/26/2025,38.374,41.9187,39.8658,35.037,34.953,798.09,,,,,,,,
6/27/2025,37.926,43.054,40.0876,35.151,34.984,795.95,,,,,,,,
6/30/2025,37.535,42.0605,40.2828,34.938,34.848,801.39,,,,,,,,
7/1/2025,38.304,43.9283,41.9633,35.349,34.885,790.47,,,,,,,,
7/2/2025,37.099,45.0402,42.4378,35.107,34.436,799.59,,,,,,,,
7/3/2025,36.95,45.8743,43.9041,35.389,34.506,794.5,,,,,,,,
7/7/2025,37.177,49.0203,46.4361,36.491,34.818,785.09,,,,,,,,
7/8/2025,37.303,48.5815,46.8918,35.822,34.524,794.1,,,,,,,,
7/9/2025,35.101,50.7762,48.4574,35.445,34.095,799.83,,,,,,,,
7/10/2025,37.019,51.943,50.7824,35.001,33.972,802.09,,,,,,,,
7/11/2025,36.748,54.7406,53.4355,35.115,33.994,801.93,,,,,,,,
7/14/2025,36.479,58.3779,57.4797,35.349,33.967,806.73,,,,,,,,
7/15/2025,37.125,66.9029,66.8499,35.325,33.651,823.02,,,,,,,,
7/16/2025,30.673,39.7729,39.0786,33.426,32.948,754.45,,,,,,,,
7/17/2025,28.306,27.3365,26.6662,32.42,32.788,744.91,,,,,,,,
7/18/2025,27.26,23.9491,24.5261,32.005,32.401,734.58,,,,,,,,
7/21/2025,26.646,27.5755,26.5941,31.257,32.51,719.68,,,,,,,,
7/22/2025,26.384,28.3665,26.5267,31.624,32.454,705.48,,,,,,,,
7/23/2025,24.682,27.7728,26.4443,31.632,32.505,716.93,,,,,,,,
7/24/2025,25.985,26.706,25.6865,31.306,32.442,725.08,,,,,,,,
7/25/2025,25.839,26.0694,25.2228,30.504,32.228,711.25,,,,,,,,
7/28/2025,26.818,26.0048,25.0025,30.892,31.81,729.99,,,,,,,,
7/29/2025,27.27,28.0703,26.3812,31.332,31.954,718.49,,,,,,,,
7/30/2025,26.873,27.5552,25.9588,31.758,32.854,721.45,,,,,,,,
7/31/2025,28.978,29.3328,28.0258,32.599,32.708,694.71,,,,,,,,
8/1/2025,29.271,31.3701,28.3333,32.974,33.158,689.82,,,,,,,,
8/4/2025,26.16,26.8333,25.1962,31.765,32.38,699.36,,,,,,,,
8/5/2025,28.138,28.4833,26.5106,32.413,32.898,689.63,,,,,,,,
8/6/2025,27.239,28.4907,27.0031,32.351,32.79,690.96,,,,,,,,
8/7/2025,27.912,28.1267,26.7867,32.671,32.954,713.12,,,,,,,,
8/8/2025,27.629,27.0229,26.0126,32.115,32.715,722.32,,,,,,,,
8/11/2025,27.542,27.3328,26.0129,31.855,32.727,721.31,,,,,,,,
8/12/2025,27.17,26.5319,27.6676,31.63,32.606,741.79,,,,,,,,
8/13/2025,28.157,30.5171,30.0446,32.159,32.502,755.57,,,,,,,,
8/14/2025,27.989,35.0192,35.3439,32.582,32.797,755.21,,,,,,,,
8/15/2025,28.915,27.3297,26.4857,32.888,32.887,742.16,,,,,,,,
8/18/2025,27.701,28.7499,27.6819,32.391,32.799,747.55,,,,,,,,
8/19/2025,29.019,29.9405,28.8947,32.946,33.15,743.61,,,,,,,,
8/20/2025,29.035,30.4437,29.1834,32.978,32.87,749.49,,,,,,,,
8/21/2025,30.424,31.7047,29.9254,33.868,33.743,735.4,,,,,,,,
8/22/2025,28.8,30.2218,27.9671,32.996,33.041,754.89,,,,,,,,
8/25/2025,28.071,29.1965,27.5621,32.673,32.884,754.46,,,,,,,,
8/26/2025,28.802,29.639,28.0799,33.093,33.263,763.2,,,,,,,,
8/27/2025,28.942,30.5141,28.6253,33.434,33.095,770,,,,,,,,
8/28/2025,27.91,28.8731,26.767,33.278,33.094,763.46,,,,,,,,
8/29/2025,27.19,29.8397,27.2127,33.631,33.609,742.62,,,,,,,,
9/2/2025,30.302,29.9677,27.921,33.997,33.552,725.85,,,,,,,,
9/3/2025,29.332,29.8892,27.8495,33.835,33.384,736.82,,,,,,,,
9/4/2025,28.228,29.2157,27.6729,33.874,33.587,753.43,,,,,,,,
9/5/2025,29.035,28.6604,27.8362,33.94,33.672,781.7,,,,,,,,
9/8/2025,27.379,27.8632,27.192,32.817,33.114,796.25,,,,,,,,
9/9/2025,27.708,27.5463,26.2894,33.176,33.376,805.13,,,,,,,,
9/10/2025,27.566,29.1639,27.1526,33.297,33.471,793.14,,,,,,,,
9/11/2025,29.591,27.001,26.7463,33.512,33.414,804.16,,,,,,,,
9/12/2025,31.281,27.0921,26.2872,33.117,33.345,813.87,,,,,,,,
9/15/2025,38.891,33.5711,34.6743,35.126,34.428,867.3,,,,,,,,
9/16/2025,39.452,32.4962,32.1885,34.631,34.196,878.42,,,,,,,,
9/17/2025,40.295,31.9033,31.1274,34.329,34.065,872.27,,,,,,,,
9/18/2025,42.703,41.8179,44.6987,36.295,34.664,927.8,,,,,,,,
9/19/2025,41.235,38.5383,31.6145,34.739,34.427,932.15,,,,,,,,
9/22/2025,42.028,43.9925,45.171,36.35,35.101,957.8,,,,,,,,
9/23/2025,43.631,45.7545,46.2466,37.448,36.222,963.51,,,,,,,,
9/24/2025,42.482,45.4539,45.2218,36.559,35.721,946.94,,,,,,,,
9/25/2025,41.811,46.8644,46.3676,36.683,36.014,949.55,,,,,,,,
9/26/2025,41.309,46.0658,45.1436,36.089,35.687,951.52,,,,,,,,
9/29/2025,41.221,46.3012,45.9951,36.495,36.128,962.61,,,,,,,,
9/30/2025,41.434,47.2595,47.232,36.439,36.138,968.09,,,,,,,,
10/1/2025,43.432,50.2553,52.4838,37.895,36.723,1003.27,,,,,,,,
10/2/2025,44.466,50.6538,53.2711,38.381,37.06,1030.17,,,,,,,,
10/3/2025,45.173,55.8142,55.6973,38.751,37.098,1032.22,,,,,,,,
10/6/2025,45.56,57.2799,59.8566,39.79,38.266,1043.3,,,,,,,,
10/7/2025,46.868,61.9585,59.5607,40.191,37.931,1002.3,,,,,,,,
10/8/2025,46.474,62.2146,63.512,39.774,38.232,987.81,,,,,,,,
10/9/2025,46.679,64.9826,63.5378,39.437,37.988,980.54,,,,,,,,
10/10/2025,49.006,73.3768,70.8662,40.611,38.291,936.19,,,,,,,,
10/13/2025,45.6,75.612,74.7297,39.75,38.131,984.66,,,,,,,,
10/14/2025,46.359,86.9916,83.6187,40.603,38.697,983.18,,,,,,,,
10/15/2025,40.206,51.6135,51.6026,37.509,37.707,1009.81,,,,,,,,
10/16/2025,41.12,45.6675,46.2573,39.083,38.514,1019.59,,,,,,,,
10/17/2025,38.347,40.3573,39.242,37.147,37.536,1029.27,,,,,,,,
10/20/2025,36.387,38.0772,35.5142,36.31,37.792,1042.15,,,,,,,,
10/21/2025,35.286,37,35.1366,35.93,37.53,1025.02,,,,,,,,
10/22/2025,36.969,39.1835,36.0579,36.58,37.519,1011.565,,,,,,,,
10/23/2025,37.312,39.0345,37.2725,37.477,37.782,1036.41,,,,,,,,
10/24/2025,36.465,38.1419,36.714,36.959,37.709,1033.1,,,,,,,,
