Date,ATM_1M,P25_1M,C25_1M,ATM_3M,ATM_1Y,ADR_SPOT,,,,,,,,
2/7/2023,36.6,39.5749,38.5232,37.028,36.261,678.72,,,,,,,,
2/8/2023,36.877,41.9864,40.1218,37.599,37.061,662.79,,,,,,,,
2/9/2023,38.339,45.4331,42.8494,38.261,37.061,664.13,,,,,,,,
2/10/2023,38.189,45.6819,42.171,38.512,37.025,656.35,,,,,,,,
2/13/2023,38.508,51.353,48.7149,38.265,37.136,668.74,,,,,,,,
2/14/2023,36.054,41.5324,39.4015,36.874,35.868,677.48,,,,,,,,
2/15/2023,36.212,39.2154,37.9305,36.683,35.821,676.81,,,,,,,,
2/16/2023,37.056,45.6893,42.9142,37.656,36.072,656.28,,,,,,,,
2/17/2023,36.784,31.2175,30.3642,37.483,36.881,651.93,,,,,,,,
2/21/2023,40.469,42.7445,37.5164,38.989,37.545,629.78,,,,,,,,
2/22/2023,39.937,41.8957,37.2229,39.203,37.558,624.21,,,,,,,,
2/23/2023,37.719,39.8651,36.2386,37.966,36.816,638.09,,,,,,,,
2/24/2023,38.357,41.4777,35.9174,38.723,37.284,618.38,,,,,,,,
2/27/2023,38.995,40.9807,37.3417,38.574,37.184,632.08,,,,,,,,
2/28/2023,39.326,42.104,37.5691,38.721,37.328,617.73,,,,,,,,
3/1/2023,38.831,42.0107,37.8093,39.1,37.513,614.95,,,,,,,,
3/2/2023,37.896,39.6953,36.7426,37.705,37.453,624.17,,,,,,,,
3/3/2023,35.72,37.8126,34.6511,36.923,36.624,637.38,,,,,,,,
3/6/2023,36.992,40.3339,37.0802,37.626,37.029,620.97,,,,,,,,
3/7/2023,36.687,40.509,37.4355,37.379,36.924,609.11,,,,,,,,
3/8/2023,36.537,40.7081,38.2542,37.077,36.201,619.4,,,,,,,,
3/9/2023,39.074,45.9615,42.5628,39.267,37.449,604.74,,,,,,,,
3/10/2023,41.686,50.2847,44.9868,40.784,38.595,601.21,,,,,,,,
3/13/2023,41.702,58.7809,52.9019,40.237,37.757,604.78,,,,,,,,
3/14/2023,38.249,48.6254,41.8027,38.614,36.584,620.3,,,,,,,,
3/15/2023,42.177,59.1673,52.4655,41.378,38.139,606.69,,,,,,,,
3/16/2023,39.213,46.4161,43.8584,38.549,37.043,630.56,,,,,,,,
3/17/2023,41.678,45.9293,44.8891,40.514,37.766,633.69,,,,,,,,
3/20/2023,41.17,44.936,38.2178,39.26,37.266,646.33,,,,,,,,
3/21/2023,39.979,43.3,37.0896,38.131,36.914,642.13,,,,,,,,
3/22/2023,40.074,43.4191,36.4026,37.92,36.747,640.37,,,,,,,,
3/23/2023,41.899,45.9773,38.5738,38.979,37.056,664.16,,,,,,,,
3/24/2023,41.724,45.9872,37.7346,39.142,37.26,647.53,,,,,,,,
3/27/2023,40.832,44.5426,37.7122,38.34,36.967,644.05,,,,,,,,
3/28/2023,40.126,44.437,37.8026,38.394,36.631,639.71,,,,,,,,
3/29/2023,38.374,42.5661,36.5064,36.896,36.051,659.12,,,,,,,,
3/30/2023,37.647,41.8703,35.7584,36.555,35.662,676.68,,,,,,,,
3/31/2023,36.762,40.9404,35.3194,36.431,36.326,680.71,,,,,,,,
4/3/2023,37.062,40.8335,35.733,36.02,35.465,673.99,,,,,,,,
4/4/2023,37.371,41.5624,36.5438,36.433,36.008,668.68,,,,,,,,
4/5/2023,37.37,41.8441,36.8307,36.754,36.38,663.9,,,,,,,,
4/6/2023,37.906,41.1009,37.083,36.89,36.03,657.12,,,,,,,,
4/10/2023,38.749,44.0587,39.7064,37.139,36.666,661.64,,,,,,,,
4/11/2023,38.415,44.4175,40.5039,36.601,36.177,659.77,,,,,,,,
4/12/2023,36.77,44.1359,40.4694,36.282,35.873,654.66,,,,,,,,
4/13/2023,35.811,42.5573,39.8913,35.672,35.778,665.41,,,,,,,,
4/14/2023,34.25,40.5087,38.5108,35.022,35.524,666.2,,,,,,,,
4/17/2023,34.308,46.5373,43.8604,35.024,35.571,639.04,,,,,,,,
4/18/2023,34.825,57.966,54.3966,34.459,35.507,643.33,,,,,,,,
4/19/2023,31.309,31.8385,30.8184,33.187,35.095,623.6,,,,,,,,
4/20/2023,31.798,33.7789,31.416,33.584,35.024,633.57,,,,,,,,
4/21/2023,30.601,27.4372,26.4125,33.134,34.758,634.47,,,,,,,,
4/24/2023,30.938,32.8393,28.4018,33.336,34.908,627.38,,,,,,,,
4/25/2023,33.131,36.5101,30.7369,34.719,35.608,605.76,,,,,,,,
4/26/2023,33.335,36.2673,30.8178,35.194,35.688,609.1,,,,,,,,
4/27/2023,30.972,34.1621,29.1041,33.701,35.006,629.24,,,,,,,,
4/28/2023,30.475,32.5303,27.7371,33.251,34.811,636.86,,,,,,,,
5/1/2023,30.834,33.2946,28.7585,33.874,34.779,635.2,,,,,,,,
5/2/2023,32.216,34.3323,30.0045,34.827,35.406,634.05,,,,,,,,
5/3/2023,32.233,35.3297,31.4163,35.107,35.269,634.74,,,,,,,,
5/4/2023,33.301,35.2809,30.3191,35.327,35.737,635.05,,,,,,,,
5/5/2023,29.846,30.6787,26.8317,33.663,35.179,650.32,,,,,,,,
5/8/2023,30.014,30.4036,26.8348,33.284,34.991,654.99,,,,,,,,
5/9/2023,30.068,31.0386,27.5557,33.484,35.028,643.05,,,,,,,,
5/10/2023,28.595,28.372,25.5256,32.576,34.412,657.14,,,,,,,,
5/11/2023,29.385,28.6688,25.4949,32.716,34.728,650.19,,,,,,,,
5/12/2023,29.615,27.1446,24.4205,32.567,34.589,647.51,,,,,,,,
5/15/2023,29.344,26.8139,24.9575,32.346,34.104,655.69,,,,,,,,
5/16/2023,29.865,29.0055,27.8431,32.651,34.536,652.05,,,,,,,,
5/17/2023,28.401,30.3158,28.735,31.652,34.048,670.5,,,,,,,,
5/18/2023,28.587,33.588,32.3775,31.169,33.049,695.93,,,,,,,,
5/19/2023,28.265,25.7449,25.8416,31.371,33.33,694,,,,,,,,
5/22/2023,27.457,30.3995,26.8219,31.146,33.101,698.64,,,,,,,,
5/23/2023,28.541,32.2636,28.473,32.204,34.01,681.45,,,,,,,,
5/24/2023,30.351,34.1362,29.8406,33.267,34.497,666.79,,,,,,,,
5/25/2023,32.724,35.4683,31.8583,34.357,34.501,708.48,,,,,,,,
5/26/2023,33.874,35.9159,35.5077,35.066,35.154,735.93,,,,,,,,
5/30/2023,34.723,36.8715,37.0158,35.083,34.715,728.26,,,,,,,,
5/31/2023,33.9,35.7754,34.4797,34.88,34.902,722.93,,,,,,,,
6/1/2023,32.575,33.6345,33.1188,34.01,34.232,726.77,,,,,,,,
6/2/2023,29.541,29.8809,29.2397,32.141,33.68,724.65,,,,,,,,
6/5/2023,28.314,28.959,28.9375,31.661,33.38,722.2,,,,,,,,
6/6/2023,27.489,28.529,28.0458,30.606,32.871,716.63,,,,,,,,
6/7/2023,26.933,29.2003,29.0653,30.441,33.174,710.21,,,,,,,,
6/8/2023,26.889,29.6999,29.186,30.315,32.784,720.05,,,,,,,,
6/9/2023,26.966,30.5538,30.3753,30.272,32.716,715.86,,,,,,,,
6/12/2023,28.421,38.7566,40.7934,30.659,32.492,730.17,,,,,,,,
6/13/2023,27.614,33.842,34.4455,30.084,32.251,737.27,,,,,,,,
6/14/2023,27.347,33.9775,34.6493,29.843,32.237,740.21,,,,,,,,
6/15/2023,28.506,34.5452,34.8288,30.332,32.575,738.69,,,,,,,,
6/16/2023,28.81,26.4775,25.8539,30.5,32.769,721.88,,,,,,,,
6/20/2023,30.773,32.6099,30.3923,30.564,32.709,720.41,,,,,,,,
6/21/2023,31.323,32.6508,30.6822,30.456,32.549,707.3,,,,,,,,
6/22/2023,30.743,32.1278,30.0319,29.916,31.938,717.41,,,,,,,,
6/23/2023,31.318,32.8008,30.6069,30.647,32.38,697.89,,,,,,,,
6/26/2023,30.773,32.8195,30.9787,30.585,32.196,700.24,,,,,,,,
6/27/2023,30.587,32.6236,30.9063,30.112,31.872,725.08,,,,,,,,
6/28/2023,31.662,33.3745,31.5581,30.172,31.793,724.19,,,,,,,,
6/29/2023,30.863,32.8998,30.7293,29.994,31.573,723.35,,,,,,,,
6/30/2023,30.189,33.1646,31.0138,29.497,31.024,724.75,,,,,,,,
7/3/2023,29.234,32.4145,31.271,29.148,30.743,733.88,,,,,,,,
7/5/2023,30.354,32.7929,31.8214,29.713,30.924,715.67,,,,,,,,
7/6/2023,32.468,36.7929,34.9052,31.228,32.622,699.31,,,,,,,,
7/7/2023,31.162,35.0335,33.403,30.761,31.881,696.74,,,,,,,,
7/10/2023,30.589,35.6595,34.5947,30.878,31.87,709.83,,,,,,,,
7/11/2023,31.09,36.8421,36.7346,30.577,31.936,705,,,,,,,,
7/12/2023,29.875,36.737,36.5803,29.709,31.234,724.86,,,,,,,,
7/13/2023,30.28,38.8317,39.1311,29.895,30.951,750.74,,,,,,,,
7/14/2023,30.787,41.9715,42.9434,30.317,31.479,754.02,,,,,,,,
7/17/2023,31.328,46.0738,47.3026,30.679,31.632,754.49,,,,,,,,
7/18/2023,30.916,47.0719,50.797,30.441,31.411,757.03,,,,,,,,
7/19/2023,28.139,31.7808,33.1709,29.711,31.06,715.78,,,,,,,,
7/20/2023,28.64,30.1522,30.9921,30.101,31.193,676.13,,,,,,,,
7/21/2023,26.895,27.0364,27.1785,29.345,30.808,693.36,,,,,,,,
7/24/2023,27.198,28.4987,27.1473,29.444,31.256,684.48,,,,,,,,
7/25/2023,27.08,28.1336,26.8499,29.437,30.793,687.3,,,,,,,,
7/26/2023,26.632,27.7731,26.375,29.182,30.982,684.3,,,,,,,,
7/27/2023,27.215,28.4881,27.0922,30.104,31.105,708.12,,,,,,,,
7/28/2023,26.498,27.196,25.8693,29.523,30.681,718.37,,,,,,,,
7/31/2023,27.128,26.9578,25.7729,29.829,30.885,716.41,,,,,,,,
8/1/2023,27.487,27.7397,26.4782,30.025,31.162,708.71,,,,,,,,
8/2/2023,30.015,30.3916,28.311,31.599,32.285,683.06,,,,,,,,
8/3/2023,30.862,31.5427,28.8898,32.097,32.82,681.01,,,,,,,,
8/4/2023,30.588,31.1328,28.6984,32.452,32.682,678.04,,,,,,,,
8/7/2023,28.764,27.3424,25.6396,31.115,32.058,693.42,,,,,,,,
8/8/2023,29.797,28.6983,27.4384,32.104,32.51,679.37,,,,,,,,
8/9/2023,30.445,30.6163,29.2918,32.376,32.569,672.49,,,,,,,,
8/10/2023,30.243,30.5089,28.3089,32.337,32.242,677.81,,,,,,,,
8/11/2023,30.493,30.3984,28.4843,32.425,32.94,661.78,,,,,,,,
8/14/2023,29.616,27.3004,26.1728,31.793,32.542,666.55,,,,,,,,
8/15/2023,31.13,29.9323,28.4899,32.662,32.758,651.7,,,,,,,,
8/16/2023,31.976,30.3604,30.6908,32.806,33.029,646.44,,,,,,,,
8/17/2023,33.068,33.3092,32.3415,33.499,33.341,644.34,,,,,,,,
8/18/2023,32.174,33.239,32.3539,33.085,33.319,655.33,,,,,,,,
8/21/2023,31.571,33.1041,30.2474,32.719,33.277,662.52,,,,,,,,
8/22/2023,32.224,33.8021,31.2925,32.841,33.112,667.52,,,,,,,,
8/23/2023,31.558,33.75,31.0958,32.22,32.624,677.12,,,,,,,,
8/24/2023,31.972,33.8491,30.653,32.974,33.89,647.82,,,,,,,,
8/25/2023,30.574,31.4222,28.8553,32.762,33.122,651.01,,,,,,,,
8/28/2023,29.134,28.9833,26.6796,31.193,32.877,658.99,,,,,,,,
8/29/2023,27.921,28.4768,26.2976,30.52,32.883,667.51,,,,,,,,
8/30/2023,28.018,27.8709,25.6594,29.922,32.46,669.56,,,,,,,,
8/31/2023,28.648,29.0816,27.0108,30.887,33.294,660.53,,,,,,,,
9/1/2023,27.539,28.0185,25.9797,30.327,32.417,662.52,,,,,,,,
9/5/2023,27.174,25.672,24.4682,30.381,32.528,663.56,,,,,,,,
9/6/2023,27.478,26.9442,25.188,30.61,32.663,666.04,,,,,,,,
9/7/2023,28.889,29.4701,27.2002,31.416,33.044,637.79,,,,,,,,
9/8/2023,28.43,28.8413,26.2337,31.175,33.277,627.86,,,,,,,,
9/11/2023,27.145,26.1281,24.3845,30.427,33.014,627.71,,,,,,,,
9/12/2023,27.576,27.9997,26.9453,30.6,33.051,618.8,,,,,,,,
9/13/2023,26.543,25.5686,25.4724,30.219,32.85,617.05,,,,,,,,
9/14/2023,26.245,26.3972,25.8414,29.366,32.528,621.9,,,,,,,,
9/15/2023,29.009,28.2117,27.2385,30.471,32.304,596.66,,,,,,,,
9/18/2023,29.897,32.304,29.6896,30.44,32.804,597.73,,,,,,,,
9/19/2023,31.103,33.2146,30.0731,30.963,33.012,593.77,,,,,,,,
9/20/2023,31.275,33.3153,30.7038,31.055,32.61,589.88,,,,,,,,
9/21/2023,33.483,35.5833,31.9618,32.197,33.146,582.12,,,,,,,,
9/22/2023,33.413,35.8647,31.7919,32.036,32.788,587.1,,,,,,,,
9/25/2023,33.421,35.7589,32.0975,32.143,33.017,586.13,,,,,,,,
9/26/2023,35.087,38.1082,34.0134,33.523,33.466,572.71,,,,,,,,
9/27/2023,36.129,39.1639,35.2697,33.946,33.725,574.53,,,,,,,,
9/28/2023,35.74,39.2347,35.4726,33.877,33.955,580.65,,,,,,,,
9/29/2023,34.773,38.7245,34.5954,33.27,32.727,588.66,,,,,,,,
10/2/2023,35.55,40.0996,36.269,34.031,33.836,582.18,,,,,,,,
10/3/2023,37.88,43.1485,38.7299,35.885,34.981,570.6,,,,,,,,
10/4/2023,36.086,41.2274,37.7206,34.941,34.105,590.86,,,,,,,,
10/5/2023,37.301,43.4793,39.0553,35.435,34.54,581.69,,,,,,,,
10/6/2023,36.405,43.4497,39.614,34.808,33.867,597.36,,,,,,,,
10/9/2023,36.552,44.2078,41.1853,34.743,34.017,591.37,,,,,,,,
10/10/2023,34.867,43.3807,40.2596,33.784,33.644,602.15,,,,,,,,
10/11/2023,34.276,43.3384,40.2343,33.198,33.326,606.19,,,,,,,,
10/12/2023,34.432,43.5025,41.3854,33.436,33.475,616.76,,,,,,,,
10/13/2023,36.796,49.1891,45.526,34.912,33.824,599.75,,,,,,,,
10/16/2023,34.434,51.1521,48.1695,33.077,33.26,603.8,,,,,,,,
10/17/2023,33.721,53.6445,50.167,33.265,33.345,608.63,,,,,,,,
10/18/2023,32.842,40.7929,40.2697,32.964,33.984,583.25,,,,,,,,
10/19/2023,32.639,33.6439,31.1301,33.303,33.973,587.73,,,,,,,,
10/20/2023,33.342,32.6225,31.4236,33.841,34.737,580.1,,,,,,,,
10/23/2023,32.789,34.8794,30.7152,33.405,34.34,587.79,,,,,,,,
10/24/2023,32.605,33.8364,29.7001,32.995,34.079,600.75,,,,,,,,
10/25/2023,35.046,37.2035,32.2747,34.841,34.383,583.34,,,,,,,,
10/26/2023,35.524,37.5933,33.4529,35.584,34.606,588.2,,,,,,,,
10/27/2023,35.162,37.8645,32.6017,35.503,35.043,590,,,,,,,,
10/30/2023,33.76,35.1154,31.0015,34.459,34.085,588.88,,,,,,,,
10/31/2023,32.403,33.7161,29.5302,33.412,33.877,598.81,,,,,,,,
11/1/2023,30.861,31.7797,28.2405,32.464,33.833,608.27,,,,,,,,
11/2/2023,30.04,30.4338,26.9882,31.735,33.125,631.39,,,,,,,,
11/3/2023,28.365,28.4802,25.6427,30.547,32.685,642.41,,,,,,,,
11/6/2023,27.834,27.6053,25.0481,30.078,32.108,637.44,,,,,,,,
11/7/2023,27.775,27.1788,25.0869,30.247,31.774,636.31,,,,,,,,
11/8/2023,27.701,27.012,25.3521,30.101,31.467,639.29,,,,,,,,
11/9/2023,28.532,28.7085,25.9633,30.855,32.023,634.26,,,,,,,,
11/10/2023,27.624,27.9842,26.4927,30.158,31.627,661.28,,,,,,,,
11/13/2023,27.912,27.346,26.3003,30.211,31.42,654.6,,,,,,,,
11/14/2023,26.641,26.2642,25.8864,29.278,30.84,675.41,,,,,,,,
11/15/2023,26.78,26.4481,26.4769,29.023,30.264,678,,,,,,,,
11/16/2023,26.762,31.4202,28.8581,29.519,30.87,680.87,,,,,,,,
11/17/2023,25.935,26.888,26.8499,28.751,30.745,686.09,,,,,,,,
11/20/2023,24.865,26.0215,24.1282,28.26,29.995,694.31,,,,,,,,
11/21/2023,25.46,26.6511,24.783,28.589,30.308,684.42,,,,,,,,
11/22/2023,24.094,25.3819,23.4838,27.968,30.215,684.8,,,,,,,,
11/24/2023,23.137,24.2851,22.7188,27.659,29.942,691.18,,,,,,,,
11/27/2023,23.009,23.6115,22.1589,27.352,29.893,688.38,,,,,,,,
11/28/2023,23.443,24.0401,22.6982,27.814,29.898,675.99,,,,,,,,
11/29/2023,23.371,24.2996,23.0069,27.759,30.063,687.61,,,,,,,,
11/30/2023,23.637,24.7203,22.9972,27.935,29.755,683.76,,,,,,,,
12/1/2023,24.036,24.9903,23.5467,27.976,29.8,692.2,,,,,,,,
12/4/2023,24.564,24.9141,23.7522,28.476,29.994,690.32,,,,,,,,
12/5/2023,24.984,25.7283,24.5063,28.497,29.73,694.53,,,,,,,,
12/6/2023,25.623,26.3259,25.4966,28.914,30.346,692.08,,,,,,,,
12/7/2023,25.447,26.6394,25.6367,28.478,29.878,699.65,,,,,,,,
12/8/2023,24.237,23.6571,23.3304,28.129,29.689,696.43,,,,,,,,
12/11/2023,24.126,23.497,23.7567,28.098,29.55,710.24,,,,,,,,
12/12/2023,23.416,22.7002,22.5065,27.77,29.156,720.56,,,,,,,,
12/13/2023,24.149,23.93,24.4262,27.531,29.125,735.29,,,,,,,,
12/14/2023,24.546,27.7104,27.5735,27.415,28.89,753.71,,,,,,,,
12/15/2023,24.213,22.1736,22.4418,27.287,28.732,752.96,,,,,,,,
12/18/2023,24.608,25.9429,24.6776,27.571,29.102,742.06,,,,,,,,
12/19/2023,25.207,26.1348,24.7939,27.468,29.052,744.72,,,,,,,,
12/20/2023,27.363,28.6219,26.3719,29.2,29.424,729.61,,,,,,,,
12/21/2023,27.788,28.1497,26.3741,28.684,29.695,755.27,,,,,,,,
12/22/2023,27.756,27.6201,26.1274,28.777,29.531,752.53,,,,,,,,
12/26/2023,29.286,27.1379,25.7514,28.758,29.838,762.68,,,,,,,,
12/27/2023,28.849,27.1382,25.7651,28.401,29.685,764.03,,,,,,,,
12/28/2023,28.926,26.8351,25.005,28.298,29.48,757.85,,,,,,,,
12/29/2023,29.658,26.9614,25.4173,28.466,29.508,756.92,,,,,,,,
1/2/2024,29.768,28.0276,26.8996,29.182,30.162,716.92,,,,,,,,
1/3/2024,31.114,29.5451,28.0199,29.958,30.713,703.37,,,,,,,,
1/4/2024,30.912,30.3107,28.3567,30.138,30.914,700.29,,,,,,,,
1/5/2024,30.492,30.1863,28.2052,29.758,30.94,703.34,,,,,,,,
1/8/2024,28.957,29.1046,27.8099,28.847,30.237,720.84,,,,,,,,
1/9/2024,29.134,28.8423,27.8838,29.081,30.029,715.95,,,,,,,,
1/10/2024,29.153,29.7048,28.7843,29.181,30.275,717.79,,,,,,,,
1/11/2024,29.118,31.0501,29.5707,28.805,29.994,718.53,,,,,,,,
1/12/2024,29.704,32.4156,30.5785,29.201,30.112,713.22,,,,,,,,
1/16/2024,29.356,29.3953,29.8538,29.116,30.627,706.5,,,,,,,,
1/17/2024,30.689,35.3959,34.9096,29.726,30.246,712.27,,,,,,,,
1/18/2024,29.922,28.252,28.9065,29.338,30.345,744.53,,,,,,,,
1/19/2024,30.598,42.4982,42.5524,29.127,29.679,757.83,,,,,,,,
1/22/2024,29.964,31.2202,29.4033,28.86,29.879,766.68,,,,,,,,
1/23/2024,30.617,32.1385,30.5102,28.787,29.305,778.39,,,,,,,,
1/24/2024,28.261,28.7755,28.6618,28.279,29.358,847.31,,,,,,,,
1/25/2024,28.97,29.1274,28.8961,29.156,29.693,869.08,,,,,,,,
1/26/2024,26.85,27.1008,26.346,28.656,29.658,867.75,,,,,,,,
1/29/2024,26.586,26.2632,25.7975,28.761,30.194,882.62,,,,,,,,
1/30/2024,27.078,27.4715,26.7233,28.976,30.345,868.03,,,,,,,,
1/31/2024,27.308,27.3149,26.4376,29.002,30.417,869.82,,,,,,,,
2/1/2024,27.2,27.1751,26.1998,29.411,30.384,890.54,,,,,,,,
2/2/2024,26.226,25.8807,25.2012,28.888,30.569,890.66,,,,,,,,
2/5/2024,27.651,26.5119,27.0254,29.678,30.371,898.54,,,,,,,,
2/6/2024,27.275,26.4214,27.6547,29.741,31.018,904.89,,,,,,,,
2/7/2024,27.911,26.1333,27.646,30.272,30.937,922.23,,,,,,,,
2/8/2024,28.949,26.7854,28.1264,31.214,31.91,922.94,,,,,,,,
2/9/2024,30.742,29.8644,32.2265,31.868,32.033,949.6,,,,,,,,
2/12/2024,31.075,30.3312,32.8589,32.102,32.371,929.21,,,,,,,,
2/13/2024,32.193,32.8449,34.2507,32.833,32.996,903.32,,,,,,,,
2/14/2024,31.421,31.4213,34.571,32.447,33.261,924.44,,,,,,,,
2/15/2024,31.429,36.3532,37.0364,32.653,33.244,929.84,,,,,,,,
2/16/2024,32.065,39.5544,40.3659,32.883,33.116,928.94,,,,,,,,
2/20/2024,32.144,33.1504,32.855,32.806,32.976,909.57,,,,,,,,
2/21/2024,31.383,32.6074,32.7047,32.121,32.911,908.21,,,,,,,,
2/22/2024,30.366,30.9306,31.3852,32.154,32.642,951.85,,,,,,,,
2/23/2024,29.583,29.3848,29.795,31.372,32.309,933.25,,,,,,,,
2/26/2024,29.233,28.9347,29.812,31.572,32.477,947.59,,,,,,,,
2/27/2024,29.305,29.0755,29.9007,31.774,32.796,941.37,,,,,,,,
2/28/2024,29.443,29.3649,30.2147,31.71,32.121,939.5,,,,,,,,
2/29/2024,29.184,29.1118,29.9987,31.56,32.446,951.68,,,,,,,,
3/1/2024,30.833,30.5596,31.9349,32.54,33.093,990.94,,,,,,,,
3/4/2024,31.974,32.202,34.1701,33.511,33.679,998.04,,,,,,,,
3/5/2024,32.576,33.5562,35.204,33.74,34.061,968.84,,,,,,,,
3/6/2024,34.851,36.4882,38.6629,34.848,34.439,1003.93,,,,,,,,
3/7/2024,38.28,39.7809,43.3971,37.477,35.58,1047.39,,,,,,,,
3/8/2024,36.539,38.9744,41.0104,36.37,35.68,994.33,,,,,,,,
3/11/2024,35.486,37.7919,38.7661,36.246,35.87,962.67,,,,,,,,
3/12/2024,35.691,36.3487,39.4658,36.546,35.684,984.29,,,,,,,,
3/13/2024,36.123,34.4995,36.9403,36.375,35.574,968.78,,,,,,,,
3/14/2024,36.516,34.7577,34.6111,35.631,34.915,959.78,,,,,,,,
3/15/2024,36.704,37.8412,37.4163,35.559,35.011,940.21,,,,,,,,
3/18/2024,37.31,38.303,38.7949,35.045,35.263,941.34,,,,,,,,
3/19/2024,36.737,37.174,37.4371,34.265,34.445,951.91,,,,,,,,
3/20/2024,37.951,36.9291,38.8312,34.487,34.273,970.92,,,,,,,,
3/21/2024,39.008,39.2278,40.9134,35.384,34.975,990.79,,,,,,,,
3/22/2024,39.314,39.6225,41.702,35.63,34.486,979.96,,,,,,,,
3/25/2024,39.353,40.1635,42.5958,35.759,34.829,978.93,,,,,,,,
3/26/2024,38.937,40.4427,41.731,35.866,34.441,971.3,,,,,,,,
3/27/2024,38.672,40.4277,41.5881,35.44,34.685,974.01,,,,,,,,
3/28/2024,37.787,41.3389,42.1839,34.797,34.335,970.47,,,,,,,,
4/1/2024,40.565,44.5453,46.306,36.415,34.924,992.95,,,,,,,,
4/2/2024,40.053,44.8661,46.4233,36.307,35.004,966.71,,,,,,,,
4/3/2024,41.935,46.2143,47.9102,36.719,34.944,980.27,,,,,,,,
4/4/2024,42.308,49.5481,48.8925,37.665,35.793,953.41,,,,,,,,
4/5/2024,41.346,46.4642,47.8896,37.164,35.021,979.55,,,,,,,,
4/8/2024,40.242,48.7785,48.6556,36.928,35.262,982.71,,,,,,,,
4/9/2024,39.594,47.7247,49.1799,36.16,35.074,989.83,,,,,,,,
4/10/2024,39.011,48.1701,48.9665,36.465,35.254,974.61,,,,,,,,
4/11/2024,40.392,52.7514,52.5393,36.569,35.045,992.18,,,,,,,,
4/12/2024,40.388,56.0202,55.8549,37.141,35.8,961.84,,,,,,,,
4/15/2024,41.045,59.7538,60.2015,38.239,35.874,954.82,,,,,,,,
4/16/2024,41.779,67.8812,70.0695,38.502,35.953,976.92,,,,,,,,
4/17/2024,33.533,39.285,38.6656,35.451,35.259,907.61,,,,,,,,
4/18/2024,31.938,28.1322,26.2694,34.417,34.716,889.03,,,,,,,,
4/19/2024,33.77,34.0733,31.1585,35.444,35.268,859.54,,,,,,,,
4/22/2024,31.464,31.5991,29.5152,33.343,34.177,872.05,,,,,,,,
4/23/2024,31.215,30.9763,29.7484,32.841,34.023,901.57,,,,,,,,
4/24/2024,32.107,32.2852,30.2485,33.462,33.873,892.32,,,,,,,,
4/25/2024,32.24,32.2163,30.5699,33.581,34.155,902.51,,,,,,,,
4/26/2024,31.33,30.7777,29.3252,33.447,33.692,918.97,,,,,,,,
4/29/2024,31.499,30.2324,29.8286,33.398,33.992,909.77,,,,,,,,
4/30/2024,32.766,33.6043,32.3136,34.27,34.219,872.47,,,,,,,,
5/1/2024,33.175,34.2146,33.1859,34.121,33.942,852.84,,,,,,,,
5/2/2024,32.592,32.5233,31.4321,33.894,34.146,870.28,,,,,,,,
5/3/2024,32.154,31.0881,30.2266,33.532,34,901.63,,,,,,,,
5/6/2024,30.736,28.6457,28.3859,33.004,33.539,916.92,,,,,,,,
5/7/2024,30.378,28.5236,28.1332,32.784,33.402,908.22,,,,,,,,
5/8/2024,29.646,27.7108,27.6853,32.415,33.401,911.47,,,,,,,,
5/9/2024,29.801,27.6058,27.4141,32.367,32.938,913.54,,,,,,,,
5/10/2024,29.263,26.29,26.415,32.34,33.207,930.29,,,,,,,,
5/13/2024,29.038,28.7164,29.1566,32.546,32.913,917.24,,,,,,,,
5/14/2024,29.859,28.2141,28.1529,32.462,33.349,915.03,,,,,,,,
5/15/2024,28.291,22.7354,26.8426,32.003,32.602,937.42,,,,,,,,
5/16/2024,29.044,27.8148,28.4056,31.973,33.357,919.54,,,,,,,,
5/17/2024,28.202,29.8246,30.0247,32.035,32.988,924.97,,,,,,,,
5/20/2024,28.872,29.0495,28.7348,31.914,32.663,939.44,,,,,,,,
5/21/2024,29.161,29.4725,29.2863,32.127,32.852,925.27,,,,,,,,
5/22/2024,30.687,30.7434,30.577,32.129,32.856,922.33,,,,,,,,
5/23/2024,29.258,29.8982,27.794,32.495,33.337,934.25,,,,,,,,
5/24/2024,28.658,29.0861,28.5458,32.118,32.871,956.22,,,,,,,,
5/28/2024,30.783,30.9254,31.1289,32.938,33.432,991.85,,,,,,,,
5/29/2024,31.255,31.109,31.194,33.113,33.163,957.88,,,,,,,,
5/30/2024,31.074,32.0102,32.1836,33.464,33.549,966.12,,,,,,,,
5/31/2024,31.411,32.6499,31.0273,33.369,33.21,960.35,,,,,,,,
6/3/2024,31.568,31.9437,31.5207,33.443,33.601,965.48,,,,,,,,
6/4/2024,31.118,31.9624,31.1091,33.35,33.425,950.81,,,,,,,,
6/5/2024,31.556,32.31,32.9836,33.92,33.878,1041.34,,,,,,,,
6/6/2024,31.344,32.8291,33.1141,34.257,33.845,1052.61,,,,,,,,
6/7/2024,30.649,31.0351,30.9882,33.647,33.975,1028.42,,,,,,,,
6/10/2024,30.953,29.2657,30.1444,33.62,33.525,1041.71,,,,,,,,
6/11/2024,30.77,30.515,30.6363,33.858,33.783,1036.01,,,,,,,,
6/12/2024,30.88,30.6479,30.5093,33.968,33.725,1068.86,,,,,,,,
6/13/2024,32.462,30.154,31.1153,34.63,33.8,1052.71,,,,,,,,
6/14/2024,35.764,28.6502,31.1636,36.201,35.124,1027.9,,,,,,,,
