Date,ATM_1M,RR_1M,BF_1M,ATM_3M,RR_3M,BF_3M,ATM_1Y,RR_1Y,BF_1Y,FX_SPOT,,,,,,,,,,,,,,,,,
3/22/2021,6.025,-0.1825,0.1525,6.16,-0.1,0.215,6.35,0.005,0.32,1.19,,,,,,,,,,,,,,,,,
3/23/2021,6.21,-0.2275,0.1525,6.27,-0.14,0.215,6.4,-0.04,0.32,1.18,,,,,,,,,,,,,,,,,
3/24/2021,6.15,-0.3275,0.1575,6.255,-0.19,0.215,6.38,-0.045,0.32,1.18,,,,,,,,,,,,,,,,,
3/25/2021,6.09,-0.3225,0.1575,6.305,-0.22,0.215,6.385,-0.07,0.325,1.18,,,,,,,,,,,,,,,,,
3/26/2021,5.81,-0.2925,0.1575,6.06,-0.2,0.205,6.33,-0.08,0.325,1.18,,,,,,,,,,,,,,,,,
3/29/2021,5.975,-0.275,0.15,6.125,-0.1875,0.205,6.345,-0.0875,0.325,1.18,,,,,,,,,,,,,,,,,
3/30/2021,6.115,-0.2475,0.1475,6.135,-0.18,0.205,6.33,-0.1,0.325,1.17,,,,,,,,,,,,,,,,,
3/31/2021,5.72,-0.1575,0.1325,5.98,-0.125,0.195,6.215,-0.06,0.315,1.17,,,,,,,,,,,,,,,,,
4/1/2021,5.55,-0.09,0.1325,5.785,-0.09,0.19,6.17,-0.065,0.32,1.18,,,,,,,,,,,,,,,,,
4/2/2021,5.5475,-0.02,0.1325,5.805,-0.0375,0.19,6.1975,-0.045,0.315,1.18,,,,,,,,,,,,,,,,,
4/5/2021,5.905,-0.01,0.135,5.97,-0.02,0.19,6.23,-0.04,0.315,1.18,,,,,,,,,,,,,,,,,
4/6/2021,6.075,0.0525,0.1325,6.03,0.045,0.19,6.26,-0.0025,0.31,1.19,,,,,,,,,,,,,,,,,
4/7/2021,6.095,0.1125,0.1325,6.085,0.065,0.185,6.305,0.005,0.305,1.19,,,,,,,,,,,,,,,,,
4/8/2021,5.705,0.0975,0.1275,5.915,0.06,0.185,6.22,0.01,0.3,1.19,,,,,,,,,,,,,,,,,
4/9/2021,5.615,0.1075,0.1225,5.86,0.06,0.185,6.31,-0.08,0.3,1.19,,,,,,,,,,,,,,,,,
4/12/2021,5.575,0.085,0.1175,5.72,0.055,0.175,6.28,-0.085,0.295,1.19,,,,,,,,,,,,,,,,,
4/13/2021,5.6675,0.075,0.12,5.72,0.0625,0.18,6.265,-0.08,0.295,1.19,,,,,,,,,,,,,,,,,
4/14/2021,5.6225,0.115,0.1275,5.71,0.08,0.18,6.225,-0.085,0.295,1.20,,,,,,,,,,,,,,,,,
4/15/2021,5.5525,0.13,0.13,5.76,0.085,0.185,6.215,-0.085,0.295,1.20,,,,,,,,,,,,,,,,,
4/16/2021,5.4375,0.1325,0.1275,5.7,0.08,0.18,6.235,-0.245,0.3,1.20,,,,,,,,,,,,,,,,,
4/19/2021,5.83,0.1775,0.1325,5.795,0.1,0.17,6.295,-0.255,0.315,1.20,,,,,,,,,,,,,,,,,
4/20/2021,5.8925,0.155,0.1275,5.845,0.075,0.17,6.295,-0.255,0.31,1.20,,,,,,,,,,,,,,,,,
4/21/2021,5.8175,0.1225,0.1275,5.82,0.065,0.165,6.295,-0.265,0.31,1.20,,,,,,,,,,,,,,,,,
4/22/2021,5.505,0.1225,0.1275,5.72,0.065,0.165,6.205,-0.255,0.3,1.20,,,,,,,,,,,,,,,,,
4/23/2021,5.42,0.1425,0.1225,5.71,0.08,0.165,6.33,-0.385,0.315,1.21,,,,,,,,,,,,,,,,,
4/26/2021,5.415,0.1275,0.1225,5.61,0.06,0.165,6.33,-0.415,0.315,1.21,,,,,,,,,,,,,,,,,
4/27/2021,5.3025,0.0775,0.1225,5.52,0.035,0.165,6.285,-0.425,0.315,1.21,,,,,,,,,,,,,,,,,
4/28/2021,5.305,0.0625,0.1225,5.54,0.025,0.165,6.26,-0.44,0.31,1.21,,,,,,,,,,,,,,,,,
4/29/2021,5.155,0.0725,0.1225,5.53,0.015,0.165,6.22,-0.415,0.305,1.21,,,,,,,,,,,,,,,,,
4/30/2021,5.3,0.035,0.1225,5.54,-0.005,0.165,6.215,-0.415,0.295,1.20,,,,,,,,,,,,,,,,,
5/3/2021,5.4525,0.025,0.125,5.63,-0.01,0.165,6.2325,-0.4125,0.2975,1.21,,,,,,,,,,,,,,,,,
5/4/2021,5.41,0.0125,0.1225,5.645,-0.005,0.165,6.225,-0.41,0.295,1.20,,,,,,,,,,,,,,,,,
5/5/2021,5.46,0.0175,0.1225,5.735,-0.005,0.165,6.275,-0.385,0.295,1.20,,,,,,,,,,,,,,,,,
5/6/2021,5.585,0.1025,0.1275,5.855,0.05,0.175,6.33,-0.355,0.295,1.21,,,,,,,,,,,,,,,,,
5/7/2021,5.765,0.2525,0.1275,6.01,0.155,0.18,6.425,-0.345,0.305,1.22,,,,,,,,,,,,,,,,,
5/10/2021,5.93,0.2675,0.1325,5.965,0.18,0.18,6.415,-0.295,0.305,1.21,,,,,,,,,,,,,,,,,
5/11/2021,6.1,0.2575,0.1325,6.115,0.205,0.18,6.52,-0.24,0.31,1.21,,,,,,,,,,,,,,,,,
5/12/2021,6.07,0.1875,0.1375,6.14,0.17,0.18,6.59,-0.255,0.315,1.21,,,,,,,,,,,,,,,,,
5/13/2021,5.705,0.1375,0.1325,5.98,0.14,0.18,6.55,-0.26,0.315,1.21,,,,,,,,,,,,,,,,,
5/14/2021,5.5725,0.1475,0.1275,5.77,0.14,0.17,6.43,-0.245,0.31,1.21,,,,,,,,,,,,,,,,,
5/17/2021,5.765,0.1525,0.1275,5.74,0.14,0.175,6.405,-0.245,0.305,1.22,,,,,,,,,,,,,,,,,
5/18/2021,6.11,0.2325,0.1275,6.025,0.2,0.175,6.515,-0.245,0.315,1.22,,,,,,,,,,,,,,,,,
5/19/2021,6.24,0.2075,0.1475,6.145,0.19,0.19,6.58,-0.195,0.34,1.22,,,,,,,,,,,,,,,,,
5/20/2021,5.94,0.2025,0.1425,6.04,0.195,0.19,6.53,-0.195,0.34,1.22,,,,,,,,,,,,,,,,,
5/21/2021,5.815,0.1575,0.1425,5.85,0.125,0.19,6.465,-0.2,0.345,1.22,,,,,,,,,,,,,,,,,
5/24/2021,5.84,0.1475,0.1425,5.825,0.14,0.19,6.435,-0.215,0.34,1.22,,,,,,,,,,,,,,,,,
5/25/2021,5.965,0.1875,0.1425,5.935,0.18,0.19,6.48,-0.195,0.345,1.23,,,,,,,,,,,,,,,,,
5/26/2021,5.675,0.1275,0.1425,5.845,0.14,0.19,6.44,-0.215,0.34,1.22,,,,,,,,,,,,,,,,,
5/27/2021,5.6875,0.085,0.1425,5.8,0.105,0.195,6.435,-0.215,0.345,1.22,,,,,,,,,,,,,,,,,
5/28/2021,5.65,-0.0075,0.1325,5.75,0.04,0.19,6.395,-0.245,0.335,1.22,,,,,,,,,,,,,,,,,
5/31/2021,5.76,-0.0025,0.1275,5.77,0.045,0.18,6.405,-0.24,0.335,1.22,,,,,,,,,,,,,,,,,
6/1/2021,5.825,0.0525,0.1275,5.755,0.07,0.18,6.375,-0.23,0.335,1.22,,,,,,,,,,,,,,,,,
6/2/2021,5.8825,0.0025,0.1275,5.8,0.045,0.18,6.39,-0.245,0.335,1.22,,,,,,,,,,,,,,,,,
6/3/2021,5.755,-0.0025,0.1275,5.835,0.005,0.18,6.39,-0.25,0.335,1.21,,,,,,,,,,,,,,,,,
6/4/2021,5.5225,0.025,0.1275,5.675,0.045,0.1775,6.355,-0.245,0.335,1.22,,,,,,,,,,,,,,,,,
6/7/2021,5.405,0.01,0.1175,5.52,0.035,0.17,6.26,-0.235,0.325,1.22,,,,,,,,,,,,,,,,,
6/8/2021,5.2625,0.0125,0.1175,5.42,0.035,0.17,6.17,-0.26,0.325,1.22,,,,,,,,,,,,,,,,,
6/9/2021,5.265,-0.0025,0.1175,5.4625,0.0375,0.1675,6.1675,-0.225,0.32,1.22,,,,,,,,,,,,,,,,,
6/10/2021,4.88,-0.0125,0.1175,5.2925,0.02,0.1725,6.055,-0.24,0.33,1.22,,,,,,,,,,,,,,,,,
6/11/2021,4.97,-0.0725,0.1025,5.215,-0.0375,0.1625,6.035,-0.265,0.325,1.21,,,,,,,,,,,,,,,,,
6/14/2021,4.995,-0.0925,0.1025,5.24,-0.06,0.1525,6.03,-0.295,0.32,1.21,,,,,,,,,,,,,,,,,
6/15/2021,5.11,-0.1425,0.1025,5.2875,-0.1075,0.15,6.05,-0.34,0.31,1.21,,,,,,,,,,,,,,,,,
6/16/2021,5.38,-0.1875,0.1025,5.4825,-0.135,0.15,6.1125,-0.35,0.31,1.20,,,,,,,,,,,,,,,,,
6/17/2021,5.585,-0.3875,0.1075,5.6975,-0.315,0.1575,6.15,-0.415,0.31,1.19,,,,,,,,,,,,,,,,,
6/18/2021,5.655,-0.3425,0.1025,5.6875,-0.3025,0.1525,6.11,-0.415,0.31,1.19,,,,,,,,,,,,,,,,,
6/21/2021,5.55,-0.2775,0.1025,5.6025,-0.25,0.1825,6.11,-0.415,0.31,1.19,,,,,,,,,,,,,,,,,
6/22/2021,5.505,-0.1875,0.0925,5.5525,-0.1825,0.1525,6.1,-0.385,0.3,1.19,,,,,,,,,,,,,,,,,
6/23/2021,5.375,-0.0975,0.0925,5.53,-0.14,0.1475,6.05,-0.375,0.3,1.19,,,,,,,,,,,,,,,,,
6/24/2021,5.1375,-0.0975,0.095,5.485,-0.1375,0.1475,6.015,-0.375,0.3,1.19,,,,,,,,,,,,,,,,,
6/25/2021,4.955,-0.0925,0.0975,5.32,-0.1325,0.1475,5.96,-0.375,0.3,1.19,,,,,,,,,,,,,,,,,
6/28/2021,5.15,-0.0975,0.0925,5.4125,-0.1375,0.1425,5.95,-0.375,0.3,1.19,,,,,,,,,,,,,,,,,
6/29/2021,5.495,-0.1525,0.0925,5.575,-0.15,0.1475,6.065,-0.375,0.3,1.19,,,,,,,,,,,,,,,,,
6/30/2021,5.625,-0.1875,0.0925,5.675,-0.185,0.1375,6.09,-0.4,0.295,1.19,,,,,,,,,,,,,,,,,
7/1/2021,5.635,-0.2125,0.0925,5.7075,-0.2275,0.135,6.085,-0.405,0.295,1.19,,,,,,,,,,,,,,,,,
7/2/2021,5.19,-0.2125,0.0925,5.4175,-0.2075,0.1375,5.925,-0.405,0.295,1.19,,,,,,,,,,,,,,,,,
7/5/2021,5.2425,-0.1525,0.0925,5.425,-0.185,0.1375,5.905,-0.37,0.295,1.19,,,,,,,,,,,,,,,,,
7/6/2021,5.43,-0.1975,0.0925,5.52,-0.2125,0.14,5.92,-0.38,0.29,1.18,,,,,,,,,,,,,,,,,
7/7/2021,5.44,-0.2225,0.0925,5.5875,-0.1975,0.135,5.95,-0.38,0.28,1.18,,,,,,,,,,,,,,,,,
7/8/2021,5.39,-0.0925,0.0875,5.59,-0.15,0.135,6.01,-0.345,0.28,1.18,,,,,,,,,,,,,,,,,
7/9/2021,5.075,-0.0775,0.0875,5.3475,-0.115,0.1275,5.92,-0.305,0.275,1.19,,,,,,,,,,,,,,,,,
7/12/2021,5.235,-0.0725,0.0875,5.36,-0.1175,0.1275,5.92,-0.305,0.27,1.19,,,,,,,,,,,,,,,,,
7/13/2021,5.3,-0.1225,0.0875,5.42,-0.135,0.1225,5.96,-0.315,0.275,1.18,,,,,,,,,,,,,,,,,
7/14/2021,5.225,-0.1175,0.0875,5.435,-0.14,0.1225,5.98,-0.315,0.275,1.18,,,,,,,,,,,,,,,,,
7/15/2021,5.22,-0.1025,0.0875,5.4825,-0.1125,0.12,5.975,-0.31,0.275,1.18,,,,,,,,,,,,,,,,,
7/16/2021,5.065,-0.1025,0.0825,5.345,-0.11,0.1175,5.925,-0.31,0.27,1.18,,,,,,,,,,,,,,,,,
7/19/2021,5.46,-0.115,0.0875,5.55,-0.115,0.1225,6.06,-0.325,0.275,1.18,,,,,,,,,,,,,,,,,
7/20/2021,5.38,-0.1475,0.0875,5.4775,-0.17,0.1225,5.975,-0.32,0.27,1.18,,,,,,,,,,,,,,,,,
7/21/2021,5.225,-0.1125,0.0875,5.365,-0.1125,0.1225,5.93,-0.31,0.275,1.18,,,,,,,,,,,,,,,,,
7/22/2021,5.165,-0.1025,0.0875,5.4,-0.105,0.1225,5.935,-0.31,0.27,1.18,,,,,,,,,,,,,,,,,
7/23/2021,5,-0.0725,0.0875,5.3175,-0.1025,0.12,5.905,-0.315,0.27,1.18,,,,,,,,,,,,,,,,,
7/26/2021,5.1925,-0.0525,0.0925,5.385,-0.065,0.1225,5.865,-0.285,0.27,1.18,,,,,,,,,,,,,,,,,
7/27/2021,5.415,-0.0225,0.0875,5.515,-0.055,0.1225,5.935,-0.29,0.27,1.18,,,,,,,,,,,,,,,,,
7/28/2021,5.325,-0.0275,0.0925,5.445,-0.0625,0.12,5.93,-0.28,0.27,1.18,,,,,,,,,,,,,,,,,
7/29/2021,5.345,0.0375,0.0875,5.49,-0.0175,0.1125,5.925,-0.25,0.265,1.19,,,,,,,,,,,,,,,,,
7/30/2021,5.255,0.0275,0.0875,5.4,-0.015,0.1125,5.915,-0.25,0.26,1.19,,,,,,,,,,,,,,,,,
8/2/2021,5.33,-0.0075,0.0875,5.38,-0.0325,0.105,5.9,-0.25,0.265,1.19,,,,,,,,,,,,,,,,,
8/3/2021,5.335,-0.0075,0.0875,5.3975,-0.035,0.11,5.91,-0.28,0.265,1.19,,,,,,,,,,,,,,,,,
8/4/2021,5.365,-0.0375,0.0875,5.4225,-0.05,0.115,5.935,-0.27,0.265,1.18,,,,,,,,,,,,,,,,,
8/5/2021,5.14,-0.0375,0.0875,5.4275,-0.05,0.105,5.915,-0.27,0.265,1.18,,,,,,,,,,,,,,,,,
8/6/2021,5.08,-0.095,0.0875,5.3775,-0.0875,0.1025,5.91,-0.265,0.26,1.18,,,,,,,,,,,,,,,,,
8/9/2021,5.315,-0.1075,0.0875,5.435,-0.1025,0.105,5.91,-0.265,0.26,1.17,,,,,,,,,,,,,,,,,
8/10/2021,5.3925,-0.1325,0.0825,5.5125,-0.1275,0.1025,5.92,-0.255,0.25,1.17,,,,,,,,,,,,,,,,,
8/11/2021,5.105,-0.1025,0.0875,5.42,-0.105,0.1025,5.89,-0.235,0.26,1.17,,,,,,,,,,,,,,,,,
8/12/2021,4.8,-0.1025,0.0825,5.225,-0.105,0.1,5.81,-0.235,0.26,1.17,,,,,,,,,,,,,,,,,
8/13/2021,4.96,-0.08,0.0775,5.2275,-0.105,0.1025,5.8,-0.225,0.26,1.18,,,,,,,,,,,,,,,,,
8/16/2021,5.1975,-0.08,0.0775,5.3275,-0.1025,0.1025,5.8,-0.235,0.26,1.18,,,,,,,,,,,,,,,,,
8/17/2021,5.355,-0.1375,0.0825,5.4725,-0.145,0.1125,5.89,-0.275,0.255,1.17,,,,,,,,,,,,,,,,,
8/18/2021,5.2375,-0.1375,0.085,5.435,-0.1425,0.1125,5.8825,-0.275,0.2575,1.17,,,,,,,,,,,,,,,,,
8/19/2021,5.3,-0.1575,0.0775,5.5175,-0.15,0.11,5.915,-0.275,0.255,1.17,,,,,,,,,,,,,,,,,
8/20/2021,5.17,-0.1475,0.0775,5.3825,-0.13,0.11,5.8625,-0.27,0.255,1.17,,,,,,,,,,,,,,,,,
8/23/2021,5.465,-0.1,0.08,5.375,-0.1025,0.1125,5.825,-0.245,0.245,1.17,,,,,,,,,,,,,,,,,
8/24/2021,5.4125,-0.0875,0.08,5.33,-0.1025,0.1125,5.79,-0.23,0.24,1.18,,,,,,,,,,,,,,,,,
8/25/2021,5.3475,-0.085,0.0775,5.31,-0.1025,0.1075,5.765,-0.235,0.24,1.18,,,,,,,,,,,,,,,,,
8/26/2021,5.42,-0.0875,0.08,5.41,-0.1025,0.1075,5.7825,-0.2475,0.24,1.18,,,,,,,,,,,,,,,,,
8/27/2021,5.2575,-0.09,0.08,5.33,-0.1025,0.1075,5.7675,-0.245,0.2375,1.18,,,,,,,,,,,,,,,,,
8/30/2021,5.335,-0.075,0.08,5.265,-0.095,0.1075,5.7425,-0.25,0.24,1.18,,,,,,,,,,,,,,,,,
8/31/2021,5.3775,-0.05,0.0775,5.265,-0.1075,0.1075,5.755,-0.25,0.23,1.18,,,,,,,,,,,,,,,,,
9/1/2021,5.3775,-0.0425,0.075,5.2625,-0.0725,0.1075,5.7275,-0.26,0.2425,1.18,,,,,,,,,,,,,,,,,
9/2/2021,5.14,-0.05,0.075,5.22,-0.075,0.1075,5.6025,-0.265,0.235,1.19,,,,,,,,,,,,,,,,,
9/3/2021,5.04,-0.0525,0.075,5.165,-0.07,0.1075,5.55,-0.2625,0.235,1.19,,,,,,,,,,,,,,,,,
9/6/2021,5.0025,-0.055,0.075,5.06,-0.0725,0.1025,5.4675,-0.2675,0.225,1.19,,,,,,,,,,,,,,,,,
9/7/2021,5.1275,-0.055,0.075,5.05,-0.0725,0.1025,5.485,-0.2825,0.23,1.18,,,,,,,,,,,,,,,,,
9/8/2021,5.3175,-0.07,0.075,5.18,-0.105,0.0975,5.5575,-0.315,0.23,1.18,,,,,,,,,,,,,,,,,
9/9/2021,4.985,-0.0925,0.075,5.105,-0.1175,0.0975,5.5375,-0.315,0.23,1.18,,,,,,,,,,,,,,,,,
9/10/2021,4.8325,-0.0825,0.075,5.065,-0.1075,0.0975,5.4925,-0.315,0.2275,1.18,,,,,,,,,,,,,,,,,
9/13/2021,5.0125,-0.0875,0.075,5.0525,-0.105,0.0975,5.505,-0.315,0.225,1.18,,,,,,,,,,,,,,,,,
9/14/2021,4.855,-0.085,0.075,4.94,-0.1,0.0975,5.485,-0.315,0.2275,1.18,,,,,,,,,,,,,,,,,
9/15/2021,4.795,-0.085,0.075,4.925,-0.1,0.0975,5.495,-0.315,0.2275,1.18,,,,,,,,,,,,,,,,,
9/16/2021,4.8375,-0.1,0.075,5.165,-0.115,0.0975,5.54,-0.315,0.2275,1.18,,,,,,,,,,,,,,,,,
9/17/2021,4.8975,-0.0975,0.075,5.23,-0.115,0.0975,5.545,-0.3275,0.225,1.17,,,,,,,,,,,,,,,,,
9/20/2021,5.2575,-0.1675,0.08,5.355,-0.185,0.11,5.6075,-0.3375,0.225,1.17,,,,,,,,,,,,,,,,,
9/21/2021,5.04,-0.1475,0.08,5.265,-0.17,0.1125,5.585,-0.345,0.2275,1.17,,,,,,,,,,,,,,,,,
9/22/2021,4.99,-0.165,0.08,5.2025,-0.185,0.1125,5.565,-0.345,0.23,1.17,,,,,,,,,,,,,,,,,
9/23/2021,4.5125,-0.15,0.08,5.055,-0.1975,0.1125,5.485,-0.345,0.2275,1.17,,,,,,,,,,,,,,,,,
9/24/2021,4.465,-0.15,0.0775,5.0025,-0.175,0.11,5.4575,-0.3625,0.23,1.17,,,,,,,,,,,,,,,,,
9/27/2021,4.515,-0.165,0.0825,4.935,-0.1925,0.1125,5.435,-0.37,0.23,1.17,,,,,,,,,,,,,,,,,
9/28/2021,4.6775,-0.21,0.0825,5.0175,-0.2175,0.1125,5.46,-0.3825,0.23,1.17,,,,,,,,,,,,,,,,,
9/29/2021,5.2325,-0.3875,0.0875,5.2425,-0.3725,0.1175,5.585,-0.45,0.235,1.16,,,,,,,,,,,,,,,,,
9/30/2021,5.08,-0.38,0.0925,5.21,-0.4,0.1275,5.5425,-0.4875,0.25,1.16,,,,,,,,,,,,,,,,,
10/1/2021,4.845,-0.35,0.09,5.08,-0.3725,0.1275,5.485,-0.485,0.2475,1.16,,,,,,,,,,,,,,,,,
10/4/2021,5.1075,-0.32,0.0875,5.08,-0.34,0.125,5.5375,-0.4625,0.25,1.16,,,,,,,,,,,,,,,,,
10/5/2021,5.0175,-0.305,0.095,5.09,-0.3275,0.125,5.535,-0.4375,0.25,1.16,,,,,,,,,,,,,,,,,
10/6/2021,5.305,-0.385,0.125,5.35,-0.4175,0.1575,5.7375,-0.5,0.2725,1.16,,,,,,,,,,,,,,,,,
10/7/2021,5.07,-0.35,0.105,5.14,-0.38,0.1425,5.625,-0.475,0.2625,1.16,,,,,,,,,,,,,,,,,
10/8/2021,4.935,-0.37,0.1125,5.07,-0.3925,0.15,5.6175,-0.4875,0.25,1.16,,,,,,,,,,,,,,,,,
10/11/2021,5.1475,-0.37,0.12,5.1925,-0.4,0.15,5.665,-0.485,0.2525,1.16,,,,,,,,,,,,,,,,,
10/12/2021,5.23,-0.435,0.12,5.3025,-0.455,0.1525,5.735,-0.5025,0.2525,1.15,,,,,,,,,,,,,,,,,
10/13/2021,5.0525,-0.3875,0.1175,5.23,-0.4175,0.1475,5.7075,-0.51,0.2525,1.16,,,,,,,,,,,,,,,,,
10/14/2021,4.9175,-0.245,0.1175,5.1875,-0.35,0.15,5.6875,-0.5,0.2525,1.16,,,,,,,,,,,,,,,,,
10/15/2021,4.9075,-0.22,0.115,5.1325,-0.32,0.1475,5.6925,-0.51,0.2525,1.16,,,,,,,,,,,,,,,,,
10/18/2021,5.0825,-0.21,0.1175,5.1925,-0.325,0.15,5.7025,-0.51,0.2525,1.16,,,,,,,,,,,,,,,,,
10/19/2021,5.075,-0.12,0.1125,5.23,-0.25,0.15,5.705,-0.5,0.2525,1.16,,,,,,,,,,,,,,,,,
10/20/2021,4.9125,-0.1475,0.105,5.1225,-0.275,0.1425,5.61,-0.5175,0.2525,1.17,,,,,,,,,,,,,,,,,
10/21/2021,4.7575,-0.1475,0.0975,5.0925,-0.235,0.1375,5.6075,-0.5,0.2525,1.16,,,,,,,,,,,,,,,,,
10/22/2021,4.6875,-0.1475,0.0975,4.995,-0.235,0.135,5.5675,-0.49,0.2525,1.16,,,,,,,,,,,,,,,,,
10/25/2021,4.895,-0.17,0.0975,5.0925,-0.255,0.1375,5.6325,-0.4925,0.2525,1.16,,,,,,,,,,,,,,,,,
10/26/2021,4.8275,-0.1725,0.0975,5.0325,-0.27,0.1375,5.6,-0.4825,0.2525,1.16,,,,,,,,,,,,,,,,,
10/27/2021,4.9125,-0.175,0.0925,5.1,-0.2725,0.1375,5.6125,-0.4825,0.235,1.16,,,,,,,,,,,,,,,,,
10/28/2021,4.8475,-0.18,0.0925,5.165,-0.2775,0.1375,5.6475,-0.485,0.24,1.17,,,,,,,,,,,,,,,,,
10/29/2021,5.055,-0.245,0.095,5.34,-0.35,0.1375,5.8175,-0.515,0.2375,1.16,,,,,,,,,,,,,,,,,
11/1/2021,5.035,-0.27,0.095,5.325,-0.3525,0.1425,5.8125,-0.535,0.24,1.16,,,,,,,,,,,,,,,,,
11/2/2021,5.045,-0.24,0.09,5.315,-0.335,0.1375,5.8275,-0.5325,0.2375,1.16,,,,,,,,,,,,,,,,,
11/3/2021,4.7775,-0.24,0.09,5.1775,-0.3325,0.1325,5.7425,-0.53,0.235,1.16,,,,,,,,,,,,,,,,,
11/4/2021,4.785,-0.24,0.0925,5.21,-0.3325,0.1325,5.7175,-0.535,0.24,1.16,,,,,,,,,,,,,,,,,
11/5/2021,4.6575,-0.245,0.0925,5.08,-0.34,0.1325,5.6925,-0.54,0.2375,1.16,,,,,,,,,,,,,,,,,
11/8/2021,4.78,-0.24,0.09,5.12,-0.3375,0.13,5.6975,-0.535,0.235,1.16,,,,,,,,,,,,,,,,,
11/9/2021,5.005,-0.175,0.0875,5.26,-0.2825,0.1275,5.7225,-0.5225,0.23,1.16,,,,,,,,,,,,,,,,,
11/10/2021,5.3725,-0.2225,0.0875,5.5075,-0.335,0.1275,5.86,-0.535,0.235,1.15,,,,,,,,,,,,,,,,,
11/11/2021,5.3375,-0.3775,0.1125,5.6225,-0.425,0.1425,5.9175,-0.605,0.25,1.15,,,,,,,,,,,,,,,,,
11/12/2021,5.3325,-0.3875,0.11,5.6025,-0.435,0.14,5.925,-0.63,0.245,1.14,,,,,,,,,,,,,,,,,
11/15/2021,5.725,-0.4525,0.1125,5.805,-0.47,0.155,6,-0.6275,0.2475,1.14,,,,,,,,,,,,,,,,,
11/16/2021,6.9,-0.625,0.13,6.265,-0.63,0.1625,6.24,-0.6775,0.2625,1.13,,,,,,,,,,,,,,,,,
11/17/2021,6.615,-0.535,0.1375,6.07,-0.585,0.185,6.075,-0.655,0.265,1.13,,,,,,,,,,,,,,,,,
11/18/2021,6.42,-0.2575,0.135,6.0725,-0.4225,0.1775,6.04,-0.59,0.265,1.14,,,,,,,,,,,,,,,,,
11/19/2021,6.7,-0.45,0.155,6.265,-0.555,0.2,6.165,-0.655,0.28,1.13,,,,,,,,,,,,,,,,,
11/22/2021,6.93,-0.4575,0.165,6.37,-0.5425,0.205,6.225,-0.67,0.28,1.12,,,,,,,,,,,,,,,,,
11/23/2021,6.77,-0.4325,0.16,6.31,-0.5275,0.205,6.27,-0.65,0.2775,1.12,,,,,,,,,,,,,,,,,
11/24/2021,6.81,-0.4175,0.1575,6.36,-0.52,0.2,6.2975,-0.6625,0.2775,1.12,,,,,,,,,,,,,,,,,
11/25/2021,6.1,-0.3975,0.1525,6.055,-0.495,0.195,6.15,-0.66,0.28,1.12,,,,,,,,,,,,,,,,,
11/26/2021,6.9225,-0.085,0.1775,6.5625,-0.24,0.2325,6.36,-0.5225,0.3075,1.13,,,,,,,,,,,,,,,,,
11/29/2021,6.625,-0.1,0.17,6.3175,-0.25,0.225,6.23,-0.53,0.29,1.13,,,,,,,,,,,,,,,,,
11/30/2021,7.095,-0.1075,0.18,6.5175,-0.25,0.23,6.345,-0.5075,0.3125,1.13,,,,,,,,,,,,,,,,,
12/1/2021,6.9,-0.155,0.17,6.4425,-0.275,0.2275,6.285,-0.5175,0.3125,1.13,,,,,,,,,,,,,,,,,
12/2/2021,6.515,-0.1375,0.165,6.3275,-0.2625,0.2225,6.16,-0.52,0.31,1.13,,,,,,,,,,,,,,,,,
12/3/2021,6.315,-0.1375,0.16,6.2225,-0.275,0.21,6.145,-0.52,0.29,1.13,,,,,,,,,,,,,,,,,
12/6/2021,6.425,-0.1375,0.1625,6.2425,-0.27,0.2125,6.135,-0.525,0.29,1.13,,,,,,,,,,,,,,,,,
12/7/2021,6.4075,-0.15,0.1575,6.2075,-0.2725,0.21,6.2075,-0.52,0.29,1.13,,,,,,,,,,,,,,,,,
12/8/2021,6.5,-0.1225,0.1325,6.2525,-0.26,0.1925,6.235,-0.5275,0.28,1.13,,,,,,,,,,,,,,,,,
12/9/2021,6.46,-0.06,0.14,6.3475,-0.2,0.185,6.265,-0.505,0.275,1.13,,,,,,,,,,,,,,,,,
12/10/2021,6.44,-0.0825,0.1425,6.35,-0.2125,0.1825,6.285,-0.52,0.275,1.13,,,,,,,,,,,,,,,,,
12/13/2021,6.4375,-0.0875,0.14,6.2975,-0.2025,0.18,6.265,-0.505,0.275,1.13,,,,,,,,,,,,,,,,,
12/14/2021,6.525,-0.0275,0.135,6.255,-0.17,0.1825,6.28,-0.5,0.275,1.13,,,,,,,,,,,,,,,,,
12/15/2021,6.095,-0.0025,0.1275,6.1925,-0.17,0.175,6.315,-0.505,0.275,1.13,,,,,,,,,,,,,,,,,
12/16/2021,5.42,0.0175,0.1325,5.825,-0.17,0.175,5.965,-0.475,0.275,1.13,,,,,,,,,,,,,,,,,
12/17/2021,5.4475,0.0025,0.13,5.85,-0.1525,0.17,5.98,-0.465,0.27,1.12,,,,,,,,,,,,,,,,,
12/20/2021,5.75,-0.0175,0.1275,6,-0.1725,0.1625,6.015,-0.48,0.265,1.13,,,,,,,,,,,,,,,,,
12/21/2021,5.585,-0.02,0.1275,5.8975,-0.175,0.1675,5.99,-0.4975,0.265,1.13,,,,,,,,,,,,,,,,,
12/22/2021,5.535,-0.0075,0.1275,5.8525,-0.18,0.1675,5.97,-0.49,0.265,1.13,,,,,,,,,,,,,,,,,
12/23/2021,5.3325,-0.0275,0.1075,5.8,-0.1725,0.1525,5.955,-0.495,0.265,1.13,,,,,,,,,,,,,,,,,
