Date,ATM_1M,RR_1M,BF_1M,ATM_3M,RR_3M,BF_3M,ATM_1Y,RR_1Y,BF_1Y,FX_SPOT,,,,,,,,,,,,,,,,,
1/22/2018,7.2375,0.495,0.1475,7.245,0.48,0.21,7.275,0.69,0.32,1.23,,,,,,,,,,,,,,,,,
1/23/2018,7.1125,0.49,0.15,7.05,0.495,0.215,7.205,0.695,0.33,1.23,,,,,,,,,,,,,,,,,
1/24/2018,7.875,0.58,0.15,7.515,0.545,0.2075,7.4325,0.6975,0.3275,1.24,,,,,,,,,,,,,,,,,
1/25/2018,7.69,0.405,0.1425,7.695,0.42,0.205,7.45,0.595,0.3275,1.24,,,,,,,,,,,,,,,,,
1/26/2018,7.7125,0.305,0.145,7.7325,0.32,0.2075,7.4575,0.505,0.315,1.24,,,,,,,,,,,,,,,,,
1/29/2018,7.875,0.1625,0.1525,7.78,0.2475,0.21,7.47,0.4525,0.3125,1.24,,,,,,,,,,,,,,,,,
1/30/2018,7.99,0.1675,0.1575,7.905,0.2725,0.22,7.52,0.49,0.34,1.24,,,,,,,,,,,,,,,,,
1/31/2018,7.4525,0.1775,0.1375,7.5875,0.2725,0.2025,7.3525,0.5125,0.3225,1.24,,,,,,,,,,,,,,,,,
2/1/2018,7.605,0.2525,0.1575,7.7875,0.315,0.22,7.5125,0.5925,0.34,1.25,,,,,,,,,,,,,,,,,
2/2/2018,7.64,0.2625,0.1575,7.9175,0.3425,0.2225,7.6125,0.6375,0.34,1.25,,,,,,,,,,,,,,,,,
2/5/2018,8.42,-0.085,0.1625,8.0875,0.3375,0.215,7.7025,0.63,0.345,1.24,,,,,,,,,,,,,,,,,
2/6/2018,8.8075,-0.345,0.1725,8.23,0.1775,0.2225,7.71,0.565,0.335,1.24,,,,,,,,,,,,,,,,,
2/7/2018,8.4625,-0.465,0.18,7.975,0.1275,0.2225,7.635,0.565,0.34,1.23,,,,,,,,,,,,,,,,,
2/8/2018,9.4375,-0.52,0.18,8.305,0.0675,0.2225,7.775,0.545,0.335,1.22,,,,,,,,,,,,,,,,,
2/9/2018,9.4,-0.7575,0.19,8.315,-0.075,0.23,7.895,0.45,0.3425,1.23,,,,,,,,,,,,,,,,,
2/12/2018,8.895,-0.7725,0.185,8.07,-0.12,0.2275,7.66,0.46,0.34,1.23,,,,,,,,,,,,,,,,,
2/13/2018,8.5975,-0.6225,0.1725,7.7725,-0.0575,0.21,7.545,0.5025,0.32,1.24,,,,,,,,,,,,,,,,,
2/14/2018,8.7725,-0.455,0.18,7.765,0.015,0.215,7.66,0.505,0.33,1.25,,,,,,,,,,,,,,,,,
2/15/2018,8.845,-0.2775,0.1775,7.8575,0.11,0.215,7.8075,0.54,0.3325,1.25,,,,,,,,,,,,,,,,,
2/16/2018,8.7875,-0.29,0.1775,7.7725,0.1025,0.215,7.7625,0.555,0.33,1.24,,,,,,,,,,,,,,,,,
2/19/2018,8.4,-0.325,0.18,7.6375,0.085,0.2225,7.675,0.525,0.345,1.24,,,,,,,,,,,,,,,,,
2/20/2018,8.71,-0.48,0.185,7.7525,0.005,0.225,7.6875,0.515,0.3475,1.23,,,,,,,,,,,,,,,,,
2/21/2018,8.4775,-0.54,0.185,7.48,-0.035,0.2275,7.565,0.5075,0.35,1.23,,,,,,,,,,,,,,,,,
2/22/2018,8.4375,-0.5525,0.185,7.4175,-0.0475,0.225,7.505,0.48,0.3425,1.23,,,,,,,,,,,,,,,,,
2/23/2018,8.34,-0.545,0.1875,7.415,-0.05,0.2325,7.49,0.485,0.345,1.23,,,,,,,,,,,,,,,,,
2/26/2018,7.79,-0.37,0.18,7.1825,0.0075,0.2225,7.445,0.49,0.34,1.23,,,,,,,,,,,,,,,,,
2/27/2018,7.89,-0.3,0.175,7.23,0.0325,0.2175,7.42,0.495,0.3325,1.22,,,,,,,,,,,,,,,,,
2/28/2018,8.01,-0.2975,0.175,7.255,0.0425,0.215,7.405,0.5,0.335,1.22,,,,,,,,,,,,,,,,,
3/1/2018,7.89,-0.28,0.17,7.4325,0.0475,0.215,7.44,0.495,0.33,1.23,,,,,,,,,,,,,,,,,
3/2/2018,7.8725,-0.095,0.17,7.41,0.2375,0.2175,7.425,0.6,0.33,1.23,,,,,,,,,,,,,,,,,
3/5/2018,7.4575,0.17,0.1725,7.2675,0.3375,0.2175,7.4125,0.6325,0.34,1.23,,,,,,,,,,,,,,,,,
3/6/2018,7.38,0.2325,0.17,7.2975,0.36,0.2125,7.525,0.645,0.335,1.24,,,,,,,,,,,,,,,,,
3/7/2018,7.4025,0.2775,0.1675,7.365,0.3875,0.2175,7.595,0.6425,0.34,1.24,,,,,,,,,,,,,,,,,
3/8/2018,7.085,0.225,0.165,7.2525,0.2925,0.2175,7.53,0.585,0.3375,1.23,,,,,,,,,,,,,,,,,
3/9/2018,6.795,0.165,0.165,6.97,0.2375,0.215,7.3725,0.5075,0.33,1.23,,,,,,,,,,,,,,,,,
3/12/2018,6.67,0.19,0.165,6.8075,0.245,0.2075,7.3325,0.5075,0.335,1.23,,,,,,,,,,,,,,,,,
3/13/2018,6.6225,0.195,0.165,6.77,0.2625,0.2125,7.2725,0.515,0.33,1.24,,,,,,,,,,,,,,,,,
3/14/2018,6.48,0.2,0.165,6.85,0.2825,0.2075,7.225,0.525,0.335,1.24,,,,,,,,,,,,,,,,,
3/15/2018,6.3,0.215,0.1625,6.825,0.275,0.2075,7.23,0.505,0.33,1.23,,,,,,,,,,,,,,,,,
3/16/2018,6.6725,0.1425,0.16,7,0.245,0.205,7.34,0.485,0.33,1.23,,,,,,,,,,,,,,,,,
3/19/2018,6.88,0.1675,0.16,7.0825,0.2475,0.2125,7.385,0.4875,0.3375,1.23,,,,,,,,,,,,,,,,,
3/20/2018,6.7875,0.15,0.16,6.9975,0.2375,0.21,7.305,0.48,0.335,1.22,,,,,,,,,,,,,,,,,
3/21/2018,6.4625,0.1225,0.16,6.8925,0.22,0.215,7.265,0.485,0.335,1.23,,,,,,,,,,,,,,,,,
3/22/2018,6.43,0.155,0.165,7.01,0.23,0.215,7.345,0.49,0.3375,1.23,,,,,,,,,,,,,,,,,
3/23/2018,6.4875,0.145,0.165,6.9875,0.2225,0.2175,7.375,0.5025,0.3375,1.24,,,,,,,,,,,,,,,,,
3/26/2018,6.705,0.175,0.165,6.98,0.25,0.2225,7.3675,0.515,0.3425,1.24,,,,,,,,,,,,,,,,,
3/27/2018,6.72,0.17,0.165,6.975,0.26,0.22,7.36,0.515,0.335,1.24,,,,,,,,,,,,,,,,,
3/28/2018,6.705,0.14,0.1625,7.035,0.23,0.21,7.35,0.48,0.335,1.23,,,,,,,,,,,,,,,,,
3/29/2018,6.6175,0.1325,0.165,6.945,0.2225,0.215,7.3,0.455,0.335,1.23,,,,,,,,,,,,,,,,,
3/30/2018,6.5475,0.1375,0.165,6.89,0.22,0.215,7.275,0.46,0.335,1.23,,,,,,,,,,,,,,,,,
4/2/2018,6.755,0.125,0.1675,6.9175,0.215,0.215,7.28,0.445,0.34,1.23,,,,,,,,,,,,,,,,,
4/3/2018,6.875,0.1025,0.165,6.89,0.17,0.21,7.28,0.42,0.33,1.23,,,,,,,,,,,,,,,,,
4/4/2018,6.775,0.0825,0.165,6.84,0.165,0.215,7.305,0.395,0.325,1.23,,,,,,,,,,,,,,,,,
4/5/2018,6.46,0.045,0.16,6.725,0.1375,0.21,7.25,0.3575,0.33,1.22,,,,,,,,,,,,,,,,,
4/6/2018,6.19,-0.01,0.155,6.56,0.0875,0.2,7.16,0.32,0.325,1.23,,,,,,,,,,,,,,,,,
4/9/2018,6.2775,0.02,0.1575,6.5,0.11,0.2025,7.125,0.32,0.32,1.23,,,,,,,,,,,,,,,,,
4/10/2018,6.305,0.12,0.155,6.465,0.1675,0.2,7.125,0.345,0.325,1.24,,,,,,,,,,,,,,,,,
4/11/2018,6.2925,0.175,0.15,6.5075,0.22,0.1925,7.18,0.365,0.325,1.24,,,,,,,,,,,,,,,,,
4/12/2018,6.14,0.1625,0.155,6.5275,0.2225,0.1975,7.175,0.36,0.325,1.23,,,,,,,,,,,,,,,,,
4/13/2018,5.98,0.1825,0.155,6.4075,0.235,0.1925,7.125,0.36,0.325,1.23,,,,,,,,,,,,,,,,,
4/16/2018,6.085,0.19,0.155,6.3725,0.2425,0.19,7.155,0.37,0.325,1.24,,,,,,,,,,,,,,,,,
4/17/2018,6.105,0.2,0.15,6.3525,0.2625,0.1925,7.13,0.4,0.325,1.24,,,,,,,,,,,,,,,,,
4/18/2018,6.0975,0.205,0.155,6.37,0.265,0.1925,7.1175,0.4075,0.325,1.24,,,,,,,,,,,,,,,,,
4/19/2018,5.9825,0.21,0.16,6.4025,0.26,0.1975,7.1025,0.3975,0.3225,1.23,,,,,,,,,,,,,,,,,
4/20/2018,6.15,0.145,0.145,6.5225,0.2225,0.1825,7.155,0.385,0.32,1.23,,,,,,,,,,,,,,,,,
4/23/2018,6.6975,-0.005,0.15,6.815,0.135,0.19,7.29,0.355,0.32,1.22,,,,,,,,,,,,,,,,,
4/24/2018,6.68,-0.15,0.155,6.725,-0.03,0.1925,7.165,0.27,0.32,1.22,,,,,,,,,,,,,,,,,
4/25/2018,6.88,-0.2425,0.1525,6.875,-0.12,0.19,7.175,0.245,0.32,1.22,,,,,,,,,,,,,,,,,
4/26/2018,6.7125,-0.3,0.155,7.05,-0.16,0.195,7.155,0.22,0.315,1.21,,,,,,,,,,,,,,,,,
4/27/2018,6.3475,-0.295,0.16,6.75,-0.1625,0.2025,7.0175,0.205,0.32,1.21,,,,,,,,,,,,,,,,,
4/30/2018,6.3725,-0.27,0.155,6.72,-0.145,0.195,7.01,0.21,0.315,1.21,,,,,,,,,,,,,,,,,
5/1/2018,6.92,-0.355,0.15,7.075,-0.22,0.1975,7.16,0.205,0.31,1.20,,,,,,,,,,,,,,,,,
5/2/2018,6.9875,-0.4,0.1525,7.1175,-0.2775,0.1975,7.105,0.195,0.315,1.20,,,,,,,,,,,,,,,,,
5/3/2018,6.795,-0.41,0.145,7.0775,-0.2925,0.19,7.055,0.195,0.32,1.20,,,,,,,,,,,,,,,,,
5/4/2018,6.665,-0.435,0.15,6.94,-0.28,0.1925,7.0175,0.205,0.32,1.20,,,,,,,,,,,,,,,,,
5/7/2018,6.835,-0.41,0.155,7.0175,-0.285,0.1975,7.015,0.195,0.32,1.19,,,,,,,,,,,,,,,,,
5/8/2018,7.105,-0.4875,0.15,7.235,-0.35,0.1925,7.15,0.205,0.315,1.19,,,,,,,,,,,,,,,,,
5/9/2018,7.0175,-0.505,0.1525,7.26,-0.36,0.1975,7.22,0.2,0.32,1.19,,,,,,,,,,,,,,,,,
5/10/2018,6.6,-0.37,0.155,7.06,-0.2775,0.2,7.1725,0.21,0.32,1.19,,,,,,,,,,,,,,,,,
5/11/2018,6.2775,-0.2725,0.155,6.725,-0.205,0.1975,7.04,0.205,0.315,1.19,,,,,,,,,,,,,,,,,
5/14/2018,6.885,-0.265,0.145,6.73,-0.19,0.195,7.055,0.21,0.315,1.19,,,,,,,,,,,,,,,,,
5/15/2018,7.2525,-0.355,0.145,6.925,-0.2525,0.1875,7.095,0.205,0.315,1.18,,,,,,,,,,,,,,,,,
5/16/2018,7.705,-0.555,0.1525,7.23,-0.3875,0.1975,7.235,0.115,0.315,1.18,,,,,,,,,,,,,,,,,
5/17/2018,7.3175,-0.6075,0.15,7.0775,-0.4075,0.1925,7.11,0.06,0.315,1.18,,,,,,,,,,,,,,,,,
5/18/2018,7.2725,-0.605,0.155,6.9975,-0.42,0.1975,7.115,0.04,0.315,1.18,,,,,,,,,,,,,,,,,
5/21/2018,7.7125,-0.6825,0.1575,7.235,-0.5325,0.2025,7.2875,-0.0725,0.3175,1.18,,,,,,,,,,,,,,,,,
5/22/2018,7.575,-0.655,0.1625,7.12,-0.575,0.215,7.235,-0.155,0.33,1.18,,,,,,,,,,,,,,,,,
5/23/2018,7.885,-0.7175,0.165,7.375,-0.675,0.22,7.3975,-0.28,0.3425,1.17,,,,,,,,,,,,,,,,,
5/24/2018,7.1325,-0.65,0.165,6.9925,-0.6425,0.2175,7.23,-0.4,0.345,1.17,,,,,,,,,,,,,,,,,
5/25/2018,7.25,-0.655,0.1675,7.08,-0.6375,0.215,7.3025,-0.425,0.3475,1.17,,,,,,,,,,,,,,,,,
5/28/2018,7.665,-0.6575,0.17,7.2675,-0.6275,0.22,7.41,-0.455,0.3525,1.16,,,,,,,,,,,,,,,,,
5/29/2018,8.7075,-0.8275,0.18,8.36,-0.97,0.2375,8.26,-0.825,0.3625,1.15,,,,,,,,,,,,,,,,,
5/30/2018,8.0475,-0.8775,0.1875,7.885,-1.2025,0.2475,7.9125,-1.06,0.37,1.17,,,,,,,,,,,,,,,,,
5/31/2018,7.525,-0.7175,0.19,7.425,-1.0325,0.2475,7.5625,-0.9475,0.3725,1.17,,,,,,,,,,,,,,,,,
6/1/2018,7.2125,-0.555,0.175,7.105,-0.67,0.225,7.54,-0.76,0.355,1.17,,,,,,,,,,,,,,,,,
6/4/2018,7.0825,-0.405,0.175,6.975,-0.4925,0.225,7.48,-0.555,0.355,1.17,,,,,,,,,,,,,,,,,
6/5/2018,7.3025,-0.3575,0.175,7.095,-0.465,0.2225,7.54,-0.575,0.355,1.17,,,,,,,,,,,,,,,,,
6/6/2018,7.57,-0.11,0.18,7.21,-0.315,0.23,7.53,-0.44,0.365,1.18,,,,,,,,,,,,,,,,,
6/7/2018,7.445,-0.095,0.175,7.27,-0.3,0.225,7.51,-0.435,0.365,1.18,,,,,,,,,,,,,,,,,
6/8/2018,7.635,-0.27,0.175,7.4,-0.4625,0.2225,7.625,-0.5175,0.36,1.18,,,,,,,,,,,,,,,,,
6/11/2018,7.6225,-0.35,0.1825,7.3625,-0.5175,0.24,7.6175,-0.5575,0.3725,1.18,,,,,,,,,,,,,,,,,
6/12/2018,7.62,-0.4175,0.195,7.3625,-0.56,0.2425,7.6575,-0.58,0.3825,1.17,,,,,,,,,,,,,,,,,
6/13/2018,7.29,-0.435,0.195,7.2525,-0.57,0.2575,7.515,-0.61,0.39,1.18,,,,,,,,,,,,,,,,,
6/14/2018,7.385,-0.57,0.2,7.635,-0.6275,0.2575,7.645,-0.6575,0.3825,1.16,,,,,,,,,,,,,,,,,
6/15/2018,7.2,-0.765,0.2125,7.465,-0.7875,0.2625,7.57,-0.7575,0.39,1.16,,,,,,,,,,,,,,,,,
6/18/2018,7.565,-0.8225,0.215,7.58,-0.785,0.255,7.625,-0.725,0.385,1.16,,,,,,,,,,,,,,,,,
6/19/2018,7.74,-0.875,0.205,7.795,-0.885,0.255,7.805,-0.89,0.38,1.16,,,,,,,,,,,,,,,,,
6/20/2018,7.44,-0.765,0.1975,7.58,-0.83,0.25,7.75,-0.88,0.375,1.16,,,,,,,,,,,,,,,,,
6/21/2018,7.5725,-0.7875,0.1925,7.72,-0.86,0.245,7.79,-0.97,0.365,1.16,,,,,,,,,,,,,,,,,
6/22/2018,7.2875,-0.7725,0.2,7.48,-0.835,0.25,7.71,-0.92,0.37,1.17,,,,,,,,,,,,,,,,,
6/25/2018,7.3125,-0.7575,0.2025,7.385,-0.85,0.25,7.605,-0.925,0.37,1.17,,,,,,,,,,,,,,,,,
6/26/2018,7.48,-0.7525,0.195,7.365,-0.825,0.245,7.585,-0.905,0.36,1.16,,,,,,,,,,,,,,,,,
6/27/2018,7.595,-0.735,0.195,7.4,-0.82,0.245,7.62,-0.91,0.3625,1.16,,,,,,,,,,,,,,,,,
6/28/2018,7.6275,-0.8075,0.195,7.655,-0.855,0.245,7.7,-0.96,0.36,1.16,,,,,,,,,,,,,,,,,
6/29/2018,7.08,-0.665,0.1975,7.25,-0.73,0.2475,7.505,-0.85,0.365,1.17,,,,,,,,,,,,,,,,,
7/2/2018,7.5125,-0.6975,0.1875,7.45,-0.775,0.235,7.6,-0.9,0.355,1.16,,,,,,,,,,,,,,,,,
7/3/2018,7.275,-0.6725,0.1875,7.295,-0.77,0.235,7.53,-0.885,0.355,1.17,,,,,,,,,,,,,,,,,
7/4/2018,7.1,-0.6675,0.185,7.245,-0.755,0.235,7.515,-0.88,0.355,1.17,,,,,,,,,,,,,,,,,
7/5/2018,6.92,-0.6,0.19,7.145,-0.7175,0.2425,7.47,-0.815,0.355,1.17,,,,,,,,,,,,,,,,,
7/6/2018,6.41,-0.4425,0.19,6.73,-0.5725,0.2325,7.295,-0.67,0.345,1.17,,,,,,,,,,,,,,,,,
7/9/2018,6.3975,-0.405,0.185,6.655,-0.53,0.235,7.26,-0.615,0.34,1.18,,,,,,,,,,,,,,,,,
7/10/2018,6.455,-0.47,0.1825,6.715,-0.575,0.2325,7.27,-0.65,0.34,1.17,,,,,,,,,,,,,,,,,
7/11/2018,6.805,-0.59,0.1825,6.98,-0.65,0.23,7.4,-0.7,0.34,1.17,,,,,,,,,,,,,,,,,
7/12/2018,6.5875,-0.6275,0.1925,6.91,-0.715,0.245,7.405,-0.76,0.345,1.17,,,,,,,,,,,,,,,,,
7/13/2018,6.685,-0.68,0.195,6.93,-0.77,0.245,7.44,-0.855,0.35,1.17,,,,,,,,,,,,,,,,,
7/16/2018,6.5975,-0.6625,0.19,6.825,-0.775,0.24,7.36,-0.83,0.335,1.17,,,,,,,,,,,,,,,,,
7/17/2018,6.5675,-0.6325,0.1825,6.775,-0.745,0.23,7.33,-0.825,0.33,1.17,,,,,,,,,,,,,,,,,
7/18/2018,6.69,-0.6625,0.19,6.875,-0.795,0.245,7.345,-0.875,0.335,1.16,,,,,,,,,,,,,,,,,
7/19/2018,6.7725,-0.67,0.1925,7.08,-0.825,0.245,7.485,-0.8975,0.335,1.16,,,,,,,,,,,,,,,,,
7/20/2018,6.5975,-0.5475,0.185,6.8975,-0.715,0.235,7.42,-0.825,0.33,1.17,,,,,,,,,,,,,,,,,
7/23/2018,6.68,-0.4625,0.1775,6.885,-0.635,0.225,7.395,-0.76,0.33,1.17,,,,,,,,,,,,,,,,,
7/24/2018,6.53,-0.4725,0.175,6.825,-0.66,0.225,7.38,-0.765,0.325,1.17,,,,,,,,,,,,,,,,,
7/25/2018,6.4825,-0.465,0.175,6.85,-0.65,0.22,7.335,-0.77,0.325,1.17,,,,,,,,,,,,,,,,,
7/26/2018,6.26,-0.3875,0.165,6.84,-0.5675,0.2175,7.33,-0.6975,0.325,1.16,,,,,,,,,,,,,,,,,
7/27/2018,6.21,-0.415,0.165,6.765,-0.59,0.215,7.335,-0.7,0.325,1.17,,,,,,,,,,,,,,,,,
7/30/2018,6.23,-0.395,0.165,6.7075,-0.58,0.215,7.325,-0.695,0.325,1.17,,,,,,,,,,,,,,,,,
7/31/2018,6.2325,-0.37,0.1625,6.695,-0.56,0.215,7.31,-0.675,0.325,1.17,,,,,,,,,,,,,,,,,
8/1/2018,6.0525,-0.3825,0.165,6.655,-0.57,0.215,7.31,-0.69,0.33,1.17,,,,,,,,,,,,,,,,,
8/2/2018,6.315,-0.495,0.1625,7.0525,-0.6525,0.225,7.4625,-0.7425,0.33,1.16,,,,,,,,,,,,,,,,,
8/3/2018,6.47,-0.6875,0.17,7.085,-0.78,0.23,7.5125,-0.83,0.335,1.16,,,,,,,,,,,,,,,,,
8/6/2018,6.8,-0.8125,0.18,7.335,-0.91,0.245,7.65,-0.96,0.345,1.16,,,,,,,,,,,,,,,,,
8/7/2018,6.3475,-0.79,0.19,7.095,-0.925,0.2575,7.535,-0.96,0.35,1.16,,,,,,,,,,,,,,,,,
8/8/2018,6.265,-0.75,0.175,7.1475,-0.9,0.2425,7.56,-0.94,0.34,1.16,,,,,,,,,,,,,,,,,
8/9/2018,6.505,-0.85,0.1825,7.335,-0.9675,0.2475,7.695,-0.965,0.345,1.15,,,,,,,,,,,,,,,,,
8/10/2018,7.815,-1.2025,0.195,8.1275,-1.275,0.2625,8.12,-1.2575,0.3625,1.14,,,,,,,,,,,,,,,,,
8/13/2018,7.9025,-1.2925,0.21,7.9675,-1.3675,0.28,7.9975,-1.3525,0.37,1.14,,,,,,,,,,,,,,,,,
8/14/2018,8.0475,-1.2375,0.21,8.08,-1.33,0.27,8.06,-1.3575,0.37,1.13,,,,,,,,,,,,,,,,,
8/15/2018,7.9725,-1.2275,0.2075,8.145,-1.39,0.275,8.12,-1.36,0.3675,1.13,,,,,,,,,,,,,,,,,
8/16/2018,7.42,-0.905,0.1825,7.795,-1.1875,0.2475,7.9625,-1.26,0.355,1.14,,,,,,,,,,,,,,,,,
8/17/2018,7.2425,-0.815,0.1825,7.61,-1.0975,0.2375,7.855,-1.18,0.3525,1.14,,,,,,,,,,,,,,,,,
8/20/2018,7.3175,-0.655,0.1875,7.55,-0.945,0.235,7.81,-1.0025,0.3425,1.15,,,,,,,,,,,,,,,,,
8/21/2018,7.345,-0.555,0.185,7.4825,-0.8425,0.235,7.715,-0.925,0.34,1.16,,,,,,,,,,,,,,,,,
8/22/2018,7.385,-0.5425,0.1825,7.53,-0.8075,0.2275,7.7,-0.915,0.345,1.16,,,,,,,,,,,,,,,,,
8/23/2018,7.5675,-0.765,0.185,7.8625,-0.93,0.235,7.895,-0.98,0.345,1.15,,,,,,,,,,,,,,,,,
8/24/2018,7.1075,-0.7175,0.1825,7.4675,-0.9325,0.235,7.77,-0.97,0.345,1.16,,,,,,,,,,,,,,,,,
8/27/2018,7.0075,-0.695,0.165,7.32,-0.8875,0.235,7.6325,-0.9575,0.34,1.17,,,,,,,,,,,,,,,,,
8/28/2018,6.7375,-0.645,0.1675,7.085,-0.8375,0.2325,7.47,-0.9275,0.3375,1.17,,,,,,,,,,,,,,,,,
8/29/2018,6.86,-0.715,0.17,7.1975,-0.8925,0.2325,7.48,-0.975,0.34,1.17,,,,,,,,,,,,,,,,,
8/30/2018,7.09,-0.8,0.1725,7.32,-0.935,0.235,7.5625,-1.0625,0.3475,1.17,,,,,,,,,,,,,,,,,
8/31/2018,7.415,-0.995,0.1725,7.5675,-1.1325,0.24,7.705,-1.1525,0.35,1.16,,,,,,,,,,,,,,,,,
9/3/2018,7.5225,-1.055,0.17,7.5075,-1.215,0.245,7.6625,-1.2225,0.355,1.16,,,,,,,,,,,,,,,,,
9/4/2018,7.75,-1.1775,0.17,7.6525,-1.2575,0.2475,7.755,-1.295,0.36,1.16,,,,,,,,,,,,,,,,,
9/5/2018,7.395,-1.05,0.1725,7.4925,-1.19,0.2375,7.76,-1.24,0.355,1.16,,,,,,,,,,,,,,,,,
9/6/2018,7.0225,-0.96,0.1675,7.4125,-1.135,0.23,7.705,-1.2075,0.3525,1.16,,,,,,,,,,,,,,,,,
9/7/2018,7.15,-0.975,0.1725,7.5325,-1.1075,0.23,7.7475,-1.2025,0.3525,1.16,,,,,,,,,,,,,,,,,
9/10/2018,7.1625,-0.9,0.1675,7.4375,-1.1025,0.2325,7.715,-1.13,0.3525,1.16,,,,,,,,,,,,,,,,,
9/11/2018,7.19,-0.87,0.1775,7.45,-1.075,0.23,7.69,-1.1375,0.35,1.16,,,,,,,,,,,,,,,,,
9/12/2018,6.855,-0.7125,0.165,7.2325,-0.955,0.225,7.5975,-1.075,0.3375,1.16,,,,,,,,,,,,,,,,,
9/13/2018,6.4725,-0.64,0.1575,7.1175,-0.8975,0.215,7.5,-1.045,0.3325,1.17,,,,,,,,,,,,,,,,,
9/14/2018,6.495,-0.6725,0.16,7.1575,-0.8775,0.2125,7.485,-1.0175,0.345,1.16,,,,,,,,,,,,,,,,,
9/17/2018,6.5625,-0.68,0.1525,7.0625,-0.92,0.2125,7.4525,-0.9975,0.335,1.17,,,,,,,,,,,,,,,,,
9/18/2018,6.6375,-0.665,0.155,7.0925,-0.925,0.2125,7.435,-0.99,0.335,1.17,,,,,,,,,,,,,,,,,
9/19/2018,6.6725,-0.6475,0.155,7.0675,-0.905,0.2125,7.385,-0.97,0.335,1.17,,,,,,,,,,,,,,,,,
9/20/2018,6.64,-0.4425,0.1475,7.1875,-0.7425,0.2075,7.345,-0.9125,0.3275,1.18,,,,,,,,,,,,,,,,,
9/21/2018,6.625,-0.4975,0.1525,7.2375,-0.73,0.2075,7.375,-0.935,0.335,1.17,,,,,,,,,,,,,,,,,
9/24/2018,6.775,-0.5175,0.1475,7.245,-0.7425,0.205,7.3525,-0.93,0.335,1.17,,,,,,,,,,,,,,,,,
9/25/2018,6.8975,-0.5325,0.1525,7.2325,-0.74,0.205,7.35,-0.9325,0.3325,1.18,,,,,,,,,,,,,,,,,
9/26/2018,6.525,-0.5075,0.1475,6.97,-0.7275,0.2075,7.285,-0.9125,0.3325,1.17,,,,,,,,,,,,,,,,,
9/27/2018,6.775,-0.6175,0.155,7.105,-0.78,0.21,7.37,-0.945,0.335,1.16,,,,,,,,,,,,,,,,,
9/28/2018,6.86,-0.66,0.155,7.26,-0.81,0.21,7.49,-0.99,0.335,1.16,,,,,,,,,,,,,,,,,
10/1/2018,6.975,-0.6625,0.1475,7.2125,-0.82,0.205,7.54,-0.99,0.335,1.16,,,,,,,,,,,,,,,,,
10/2/2018,7.1575,-0.79,0.1525,7.3725,-0.9925,0.2225,7.67,-1.165,0.35,1.15,,,,,,,,,,,,,,,,,
10/3/2018,7.3775,-0.7625,0.16,7.5,-0.9975,0.2225,7.7425,-1.165,0.35,1.15,,,,,,,,,,,,,,,,,
10/4/2018,7.4175,-0.7275,0.1475,7.4325,-1.01,0.2175,7.6825,-1.18,0.3425,1.15,,,,,,,,,,,,,,,,,
10/5/2018,7.16,-0.69,0.1525,7.3325,-0.9675,0.215,7.705,-1.1875,0.3525,1.15,,,,,,,,,,,,,,,,,
10/8/2018,7.625,-0.775,0.15,7.44,-1.0175,0.2175,7.745,-1.205,0.345,1.15,,,,,,,,,,,,,,,,,
10/9/2018,7.65,-0.8325,0.14,7.555,-1.1325,0.2175,7.85,-1.355,0.35,1.15,,,,,,,,,,,,,,,,,
10/10/2018,7.42,-0.77,0.1475,7.42,-1.1275,0.22,7.845,-1.335,0.355,1.15,,,,,,,,,,,,,,,,,
10/11/2018,7.2275,-0.6475,0.145,7.4175,-0.995,0.2125,7.8,-1.2975,0.3525,1.16,,,,,,,,,,,,,,,,,
10/12/2018,7.115,-0.645,0.155,7.2175,-0.9875,0.2175,7.67,-1.275,0.355,1.16,,,,,,,,,,,,,,,,,
10/15/2018,7.07,-0.635,0.15,7.1625,-0.98,0.215,7.64,-1.245,0.35,1.16,,,,,,,,,,,,,,,,,
10/16/2018,6.825,-0.61,0.15,6.98,-0.915,0.2125,7.5,-1.17,0.35,1.16,,,,,,,,,,,,,,,,,
10/17/2018,6.9675,-0.665,0.15,7.12,-0.96,0.215,7.57,-1.2,0.35,1.15,,,,,,,,,,,,,,,,,
10/18/2018,7.175,-0.825,0.145,7.345,-1.03,0.215,7.74,-1.25,0.35,1.15,,,,,,,,,,,,,,,,,
10/19/2018,6.8825,-0.8575,0.16,7.15,-1.0375,0.22,7.61,-1.245,0.35,1.15,,,,,,,,,,,,,,,,,
10/22/2018,6.995,-0.8,0.145,7.135,-1.04,0.215,7.575,-1.27,0.35,1.15,,,,,,,,,,,,,,,,,
10/23/2018,6.99,-0.7925,0.145,7.19,-1.055,0.21,7.605,-1.27,0.35,1.15,,,,,,,,,,,,,,,,,
10/24/2018,7.43,-0.8925,0.1475,7.59,-1.105,0.215,7.81,-1.34,0.355,1.14,,,,,,,,,,,,,,,,,
10/25/2018,7.095,-0.755,0.15,7.5025,-1.115,0.2175,7.75,-1.315,0.355,1.14,,,,,,,,,,,,,,,,,
10/26/2018,7.2,-0.86,0.14,7.505,-1.1,0.215,7.805,-1.335,0.355,1.14,,,,,,,,,,,,,,,,,
10/29/2018,7.145,-0.875,0.145,7.42,-1.1,0.215,7.725,-1.325,0.355,1.14,,,,,,,,,,,,,,,,,
