Date,ATM_1M,P25_1M,C25_1M,ATM_3M,ATM_1Y,LOC_SPOT,,,,,,,,,,,,,
8/30/2022,46.274,53.872,45.4264,43.143,39.169,490.4,,,,,,,,,,,,,
8/31/2022,45.112,51.2418,44.4356,43.001,39.393,484.65,,,,,,,,,,,,,
9/1/2022,47.831,54.6969,47.7665,44.527,40.018,467,,,,,,,,,,,,,
9/2/2022,42.894,49.3375,41.7655,45.13,38.499,484.15,,,,,,,,,,,,,
9/5/2022,45.024,53.4764,46.1395,42.256,38.691,477.2,,,,,,,,,,,,,
9/6/2022,44.803,53.276,44.855,42.306,38.899,478.6,,,,,,,,,,,,,
9/7/2022,44.503,52.9467,45.5786,42.292,38.954,474.95,,,,,,,,,,,,,
9/8/2022,43.213,47.3149,42.876,42.094,38.784,480,,,,,,,,,,,,,
9/9/2022,41.632,46.8315,39.4677,40.388,37.858,497.9,,,,,,,,,,,,,
9/12/2022,40.914,51.8108,45.028,39.619,37.551,499.8,,,,,,,,,,,,,
9/13/2022,46.047,50.9407,56.7039,43.725,38.733,479.45,,,,,,,,,,,,,
9/14/2022,43.255,54.9749,48.6785,41.123,38.276,478.75,,,,,,,,,,,,,
9/15/2022,43.381,51.309,52.2392,42.87,38.182,467.45,,,,,,,,,,,,,
9/16/2022,46.521,48.6941,41.1078,42.211,38.648,465,,,,,,,,,,,,,
9/19/2022,44.121,48.3724,41.0448,41.576,38.738,467.1,,,,,,,,,,,,,
9/20/2022,46.235,50.6371,43.0316,42.55,39.115,465.6,,,,,,,,,,,,,
9/21/2022,46.165,50.9336,42.9666,42.272,38.624,471.75,,,,,,,,,,,,,
9/22/2022,48.083,52.9338,44.8784,43.702,39.571,447.25,,,,,,,,,,,,,
9/23/2022,48.466,53.3957,45.4192,44.57,39.784,442.15,,,,,,,,,,,,,
9/26/2022,48.162,53.7429,47.1705,44.742,40.005,447.2,,,,,,,,,,,,,
9/27/2022,48.339,53.4521,45.8515,43.893,39.899,449.8,,,,,,,,,,,,,
9/28/2022,49.624,56.0857,46.521,44.976,40.26,449.7,,,,,,,,,,,,,
9/29/2022,52.55,59.5424,50.0555,46.496,41.167,431.9,,,,,,,,,,,,,
9/30/2022,50.709,58.1425,48.817,45.702,40.658,433.6,,,,,,,,,,,,,
10/3/2022,49.931,58.8413,48.6601,44.893,40.113,441.3,,,,,,,,,,,,,
10/4/2022,47.732,55.7679,46.3746,42.478,39.336,468.85,,,,,,,,,,,,,
10/5/2022,47.957,55.5671,47.9546,43.595,39.601,466.5,,,,,,,,,,,,,
10/6/2022,47.483,55.5276,47.5713,43.211,39.555,476.5,,,,,,,,,,,,,
10/7/2022,51.867,60.9418,52.2228,46.672,41.437,447.25,,,,,,,,,,,,,
10/10/2022,54.417,82.9156,58.6829,47.972,42.071,432.65,,,,,,,,,,,,,
10/11/2022,56.529,74.6014,62.4397,48.84,42.547,414.9,,,,,,,,,,,,,
10/12/2022,56.384,76.1248,64.624,48.952,42.589,414.05,,,,,,,,,,,,,
10/13/2022,53.567,68.5311,58.6568,47.385,41.927,411.3,,,,,,,,,,,,,
10/14/2022,55.09,69.9859,61.4193,48.494,42.777,397.45,,,,,,,,,,,,,
10/17/2022,54.471,78.5315,71.2886,47.441,42.15,400.55,,,,,,,,,,,,,
10/18/2022,53.283,81.9875,76.1055,47.02,42.895,403.6,,,,,,,,,,,,,
10/19/2022,48.554,63.4906,58.5331,44.507,41.825,436.5,,,,,,,,,,,,,
10/20/2022,48.016,58.8775,57.7578,43.566,40.726,452.3,,,,,,,,,,,,,
10/21/2022,45.217,49.6045,42.4804,42.632,40.517,459.55,,,,,,,,,,,,,
10/24/2022,47.999,54.5453,46.7796,42.556,40.343,477.95,,,,,,,,,,,,,
10/25/2022,48.34,54.6998,47.7088,42.612,40.21,496,,,,,,,,,,,,,
10/26/2022,47.794,54.2333,47.3363,42.168,40.172,490.85,,,,,,,,,,,,,
10/27/2022,49.52,55.3134,47.2265,43.16,40.55,483.35,,,,,,,,,,,,,
10/28/2022,46.875,54.6147,47.4263,42.287,40.235,480.4,,,,,,,,,,,,,
10/31/2022,47.795,56.2924,49.1029,42.232,39.985,478,,,,,,,,,,,,,
11/1/2022,46.182,54.5018,47.5723,41.61,39.883,481.65,,,,,,,,,,,,,
11/2/2022,46.33,55.0897,48.4743,42.082,40.394,472.4,,,,,,,,,,,,,
11/3/2022,46.312,53.7316,48.2472,42.38,40.807,453.7,,,,,,,,,,,,,
11/4/2022,44.122,50.5499,45.5178,40.915,40.057,464.4,,,,,,,,,,,,,
11/7/2022,44.223,52.6035,48.0553,40.633,39.713,476.8,,,,,,,,,,,,,
11/8/2022,44.623,55.4197,51.2614,40.183,38.901,501.6,,,,,,,,,,,,,
11/9/2022,45.157,57.7716,53.2702,40.814,39.268,495.9,,,,,,,,,,,,,
11/10/2022,40.982,51.1071,46.546,38.02,37.339,544.2,,,,,,,,,,,,,
11/11/2022,39.96,46.6248,44.0614,38.893,37.096,551.5,,,,,,,,,,,,,
11/14/2022,39.967,49.6615,46.4819,37.841,37.211,565.3,,,,,,,,,,,,,
11/15/2022,40.131,49.7239,46.8688,37.307,36.726,579.3,,,,,,,,,,,,,
11/16/2022,40.925,56.5372,53.3155,38.726,37.791,558.7,,,,,,,,,,,,,
11/17/2022,40.694,55.9418,51.7613,39.118,38.007,565,,,,,,,,,,,,,
11/18/2022,40.109,43.4256,38.4755,38.922,37.89,571.4,,,,,,,,,,,,,
11/21/2022,39.953,43.4718,39.2887,39.463,37.889,563.6,,,,,,,,,,,,,
11/22/2022,38.599,43.2808,38.3451,38.904,37.875,570.5,,,,,,,,,,,,,
11/23/2022,37.053,41.2978,36.6345,38.023,37.022,583.7,,,,,,,,,,,,,
11/24/2022,36.417,40.7023,36.2754,37.606,36.994,577.5,,,,,,,,,,,,,
11/25/2022,36.286,40.3714,37.3561,37.539,36.872,574.1,,,,,,,,,,,,,
11/28/2022,38.343,43.3185,39.691,38.84,37.54,566.8,,,,,,,,,,,,,
11/29/2022,38.708,45.0568,40.0465,39.547,57.85,559.8,,,,,,,,,,,,,
11/30/2022,37.61,43.6604,38.7831,39.199,37.502,561.1,,,,,,,,,,,,,
12/1/2022,36.083,41.7466,37.2046,38.423,37.219,582.2,,,,,,,,,,,,,
12/2/2022,35.376,41.9782,37.172,38.132,37.317,574.7,,,,,,,,,,,,,
12/5/2022,36.532,45.0023,40.5889,38.903,37.409,572.4,,,,,,,,,,,,,
12/6/2022,37.374,47.8295,43.2232,39.644,37.87,567.8,,,,,,,,,,,,,
12/7/2022,37.998,49.6619,46.0387,39.324,37.658,565.2,,,,,,,,,,,,,
12/8/2022,38.248,50.5387,47.9314,39.63,37.727,570.8,,,,,,,,,,,,,
12/9/2022,37.837,50.0108,46.635,38.964,37.548,577.3,,,,,,,,,,,,,
12/12/2022,39.164,57.0723,58.1368,40.219,37.707,569.1,,,,,,,,,,,,,
12/13/2022,36.571,54.0363,59.6824,37.659,37.113,593.2,,,,,,,,,,,,,
12/14/2022,35.561,55.9738,54.3254,36.743,37.06,585.6,,,,,,,,,,,,,
12/15/2022,36.711,58.1646,55.88,38.52,44.494,551.5,,,,,,,,,,,,,
12/16/2022,37.108,40.4973,35.3856,39.287,38.614,540.5,,,,,,,,,,,,,
12/19/2022,35.795,39.0737,33.569,38.504,38.455,537.3,,,,,,,,,,,,,
12/20/2022,35.619,39.505,34.3,38.947,39.584,530,,,,,,,,,,,,,
12/21/2022,34.792,37.4977,32.6707,37.688,38.137,545.2,,,,,,,,,,,,,
12/22/2022,21.03,40.0134,35.2209,39.087,38.948,522.8,,,,,,,,,,,,,
12/23/2022,39.741,41.2095,35.7242,39.442,38.893,516.9,,,,,,,,,,,,,
12/27/2022,42.952,42.3965,37.0156,40.063,39.01,510.3,,,,,,,,,,,,,
12/28/2022,42.669,41.8583,36.5746,39.612,38.791,501.8,,,,,,,,,,,,,
12/29/2022,41.527,40.5855,35.788,38.698,38.463,516.7,,,,,,,,,,,,,
12/30/2022,42.996,42.8845,38.0552,39.655,38.707,503.8,,,,,,,,,,,,,
1/2/2023,43.892,44.6442,40.28,39.659,38.693,516.9,,,,,,,,,,,,,
1/3/2023,44.042,44.1167,39.7807,39.748,38.644,520.3,,,,,,,,,,,,,
1/4/2023,43.487,43.0103,39.3903,39.382,38.236,537,,,,,,,,,,,,,
1/5/2023,43.852,43.981,40.7141,39.818,38.069,539.9,,,,,,,,,,,,,
1/6/2023,43.218,42.1479,38.872,38.756,40.641,551.5,,,,,,,,,,,,,
1/9/2023,44.292,46.4018,43.5285,38.949,37.432,586.6,,,,,,,,,,,,,
1/10/2023,45.546,47.4604,45.1555,39.947,37.897,582.7,,,,,,,,,,,,,
1/11/2023,45.164,47.4536,44.4392,39.466,37.594,592.7,,,,,,,,,,,,,
1/12/2023,42.478,40.0655,38.0287,37.911,36.772,599.4,,,,,,,,,,,,,
1/13/2023,40.382,35.2546,32.5016,36.871,36.473,604.7,,,,,,,,,,,,,
1/16/2023,40.781,38.5786,36.7758,36.976,36.092,607.2,,,,,,,,,,,,,
1/17/2023,40.582,42.3835,40.0734,37.043,36.274,606.4,,,,,,,,,,,,,
1/18/2023,38.782,37.661,36.2962,35.848,35.476,613.6,,,,,,,,,,,,,
1/19/2023,40.017,47.9532,48.5294,36.681,36.344,590.6,,,,,,,,,,,,,
1/20/2023,39.387,42.1823,38.1771,36.617,35.95,590.4,,,,,,,,,,,,,
1/23/2023,38.464,42.1119,38.2839,35.948,35.402,615,,,,,,,,,,,,,
1/24/2023,38.459,41.6852,38.0836,36.065,35.36,615.7,,,,,,,,,,,,,
1/25/2023,32.897,45.019,33.0361,35.015,34.898,617.1,,,,,,,,,,,,,
1/26/2023,34.081,36.4993,33.4081,34.05,34.667,619.1,,,,,,,,,,,,,
1/27/2023,31.869,34.3664,31.5574,32.974,33.833,620.1,,,,,,,,,,,,,
1/30/2023,34.92,38.7316,35.3526,34.509,33.656,603.4,,,,,,,,,,,,,
1/31/2023,34.742,42.2561,34.8066,34.627,34.445,602.6,,,,,,,,,,,,,
2/1/2023,34.186,43.3612,34.5086,34.276,34.342,607.4,,,,,,,,,,,,,
2/2/2023,32.357,35.3172,32.4585,33.299,33.5,635,,,,,,,,,,,,,
2/3/2023,32.627,34.8899,32.5351,33.719,33.139,639.5,,,,,,,,,,,,,
2/6/2023,34.638,39.0105,36.798,35.162,33.897,620.6,,,,,,,,,,,,,
2/7/2023,34.591,38.7761,36.8358,35.289,34.978,621.4,,,,,,,,,,,,,
2/8/2023,34.577,38.3242,45.3244,35.04,34.853,619.4,,,,,,,,,,,,,
2/9/2023,34.437,37.3384,35.6864,34.744,34.617,627.2,,,,,,,,,,,,,
2/10/2023,35.795,40.8944,38.8515,36.504,35.524,611.7,,,,,,,,,,,,,
2/13/2023,35.016,44.4833,41.7959,35.234,34.905,620.6,,,,,,,,,,,,,
2/14/2023,33.657,39.0951,37.463,34.259,34.125,621.1,,,,,,,,,,,,,
2/15/2023,32.634,38.7425,36.2795,33.346,33.037,625.4,,,,,,,,,,,,,
2/16/2023,33.469,37.7853,36.7972,33.358,33.493,623,,,,,,,,,,,,,
2/17/2023,35.428,37.8268,33.1092,34.354,34.17,610.3,,,,,,,,,,,,,
2/20/2023,35.38,37.5832,34.4911,34.711,34.409,603.6,,,,,,,,,,,,,
2/21/2023,36.351,38.8864,35.531,35.579,34.935,596.9,,,,,,,,,,,,,
2/22/2023,37.107,39.4218,35.9131,36.076,34.918,593,,,,,,,,,,,,,
2/23/2023,36.005,37.9194,34.6518,35.491,34.765,594.7,,,,,,,,,,,,,
2/24/2023,37.67,39.3384,35.2456,36.043,35.255,579,,,,,,,,,,,,,
2/27/2023,36.542,38.3599,34.9378,35.589,34.943,595.5,,,,,,,,,,,,,
2/28/2023,37.095,39.9674,35.826,35.599,34.709,584,,,,,,,,,,,,,
3/1/2023,36.655,40.2563,35.6572,35.491,35.179,574.6,,,,,,,,,,,,,
3/2/2023,37.459,38.9698,33.2045,34.718,34.953,577.5,,,,,,,,,,,,,
3/3/2023,33.372,36.0011,31.4372,33.752,34.148,589.4,,,,,,,,,,,,,
3/6/2023,33.016,37.3271,33.2446,33.882,34.126,590.2,,,,,,,,,,,,,
3/7/2023,33.726,38.7683,35.0548,34.039,34.422,574.1,,,,,,,,,,,,,
3/8/2023,32.693,39.3181,34.5779,33.327,33.699,582,,,,,,,,,,,,,
3/9/2023,33.239,43.748,26.3891,33.419,33.592,585.3,,,,,,,,,,,,,
3/10/2023,35.234,43.4434,37.6207,34.73,34.267,577.6,,,,,,,,,,,,,
3/13/2023,38.051,54.3967,51.6109,36.325,34.917,565,,,,,,,,,,,,,
3/14/2023,33.778,43.2842,40.1131,34.303,34.048,576.1,,,,,,,,,,,,,
3/15/2023,40.439,59.3794,50.6409,38.082,37.525,568,,,,,,,,,,,,,
3/16/2023,36.526,51.0959,46.2654,35.272,34.583,587,,,,,,,,,,,,,
3/17/2023,38.656,42.3827,36.2833,36.244,34.902,596.1,,,,,,,,,,,,,
3/20/2023,38.202,41.6896,34.7704,35.997,35.016,600.2,,,,,,,,,,,,,
3/21/2023,36.139,39.3622,33.3283,34.718,34.597,595.2,,,,,,,,,,,,,
3/22/2023,35.305,38.7861,32.7718,33.931,33.575,600.8,,,,,,,,,,,,,
3/23/2023,12.69,38.2321,31.8666,33.597,33.7,617.3,,,,,,,,,,,,,
3/24/2023,40.518,41.2241,34.775,36.39,35.414,598.7,,,,,,,,,,,,,
3/27/2023,36.151,40.3079,33.6148,35.065,34.126,605.2,,,,,,,,,,,,,
3/28/2023,37.18,41.759,35.1316,35.782,34.547,587.7,,,,,,,,,,,,,
3/29/2023,34.815,39.1806,32.639,34.113,33.72,605.8,,,,,,,,,,,,,
3/30/2023,33.798,37.449,32.7348,33.607,33.479,623.7,,,,,,,,,,,,,
3/31/2023,33.054,36.6259,32.2623,33.359,33.603,625.2,,,,,,,,,,,,,
4/3/2023,34.481,37.497,33.1987,33.706,33.719,617.7,,,,,,,,,,,,,
4/4/2023,33.867,37.249,32.7744,33.369,32.643,618.2,,,,,,,,,,,,,
4/5/2023,35.734,39.5506,34.6858,34.831,34.382,606.2,,,,,,,,,,,,,
4/6/2023,34.955,38.2824,34.608,34.232,34.031,607,,,,,,,,,,,,,
4/11/2023,34.481,42.1134,37.6802,33.722,33.907,610.6,,,,,,,,,,,,,
4/12/2023,34.325,41.7666,37.9061,33.953,33.782,603.4,,,,,,,,,,,,,
4/13/2023,33.849,41.5445,37.0525,33.795,33.714,603.2,,,,,,,,,,,,,
4/14/2023,33.032,41.9897,37.1856,32.735,32.81,606.5,,,,,,,,,,,,,
4/17/2023,35.489,53.4262,48.999,34.042,33.392,582.3,,,,,,,,,,,,,
4/18/2023,34.677,60.9778,55.6022,33.059,32.898,588.6,,,,,,,,,,,,,
4/19/2023,31.736,43.7688,40.6199,32.395,32.697,566.9,,,,,,,,,,,,,
4/20/2023,29.967,23.1196,34.9354,28.767,32.354,573.4,,,,,,,,,,,,,
4/21/2023,29.479,32.0559,27.9551,31.236,32.427,580.2,,,,,,,,,,,,,
4/24/2023,29.565,32.1898,28.6508,31.864,32.523,573.3,,,,,,,,,,,,,
4/25/2023,30.342,33.1578,28.7968,32.516,32.825,563.8,,,,,,,,,,,,,
4/26/2023,31.199,33.3379,29.4523,32.973,33.172,556.6,,,,,,,,,,,,,
4/27/2023,29.795,32.6268,27.9901,32.212,32.543,564.2,,,,,,,,,,,,,
4/28/2023,28.711,31.4906,27.0084,31.728,32.637,573.5,,,,,,,,,,,,,
5/2/2023,30.779,34.0306,29.0833,32.783,32.969,572.9,,,,,,,,,,,,,
5/3/2023,30.593,34.2277,29.3983,32.196,33.751,575.3,,,,,,,,,,,,,
5/4/2023,29.793,32.6153,27.9358,32.226,33.174,577.3,,,,,,,,,,,,,
5/5/2023,27.331,29.0958,25.1678,30.742,32.305,585.6,,,,,,,,,,,,,
5/8/2023,27.218,29.182,25.2502,30.905,32.068,591.3,,,,,,,,,,,,,
5/9/2023,26.823,28.9311,32.1167,30.941,32.241,584.5,,,,,,,,,,,,,
5/10/2023,27.065,28.1271,25.1909,30.203,31.999,599.6,,,,,,,,,,,,,
5/11/2023,26.178,28.8755,25.2222,30.863,32.208,593.3,,,,,,,,,,,,,
5/12/2023,21.444,26.0706,23.9822,30.359,31.746,596.6,,,,,,,,,,,,,
5/15/2023,23.808,27.1222,25.1203,30.588,32.042,595.6,,,,,,,,,,,,,
5/16/2023,13.505,10.3229,26.1476,29.573,31.761,604.2,,,,,,,,,,,,,
5/17/2023,23.171,27.1625,27.1517,29.41,31.668,608.4,,,,,,,,,,,,,
5/18/2023,27.004,40.988,40.5375,29.38,31.109,640.6,,,,,,,,,,,,,
5/19/2023,26.82,28.7357,25.7886,29.094,30.974,643.4,,,,,,,,,,,,,
5/22/2023,26.87,28.8525,25.7599,28.839,30.803,643.2,,,,,,,,,,,,,
5/23/2023,27.345,29.6869,26.3152,29.483,31.07,635,,,,,,,,,,,,,
5/24/2023,29.704,32.5588,28.9738,31.095,32.409,621.7,,,,,,,,,,,,,
5/25/2023,30.301,33.1429,30.2417,32.023,32.491,652.6,,,,,,,,,,,,,
5/26/2023,31.768,34.4361,32.3534,32.2,32.095,682.1,,,,,,,,,,,,,
5/29/2023,32.086,35.2163,33.5793,32.34,32.137,676.2,,,,,,,,,,,,,
5/30/2023,33.562,36.8793,35.9794,32.896,32.328,683.1,,,,,,,,,,,,,
5/31/2023,32.903,35.8772,34.0794,32.813,32.368,671.5,,,,,,,,,,,,,
6/1/2023,30.702,32.7499,31.5544,31.668,31.654,677.2,,,,,,,,,,,,,
6/2/2023,28.778,30.5041,29.1108,30.833,31.274,674.6,,,,,,,,,,,,,
6/5/2023,27.653,29.4578,28.8641,30.072,30.956,675.2,,,,,,,,,,,,,
6/6/2023,27.096,28.9219,28.41,29.356,30.711,669.2,,,,,,,,,,,,,
6/7/2023,25.668,27.7266,27.183,28.867,30.527,667.9,,,,,,,,,,,,,
6/8/2023,25.505,28.5701,27.6802,28.542,30.281,662.7,,,,,,,,,,,,,
6/9/2023,25.069,28.5983,27.4373,28.111,29.961,666.6,,,,,,,,,,,,,
6/12/2023,25.679,34.0998,34.2526,27.981,29.891,671.5,,,,,,,,,,,,,
6/13/2023,26.29,36.224,36.7764,28.234,29.677,680.6,,,,,,,,,,,,,
6/14/2023,25.126,33.1247,33.4729,27.679,29.496,681.7,,,,,,,,,,,,,
6/15/2023,26.148,34.165,33.787,28.582,30.375,673.8,,,,,,,,,,,,,
6/16/2023,26.732,31.1153,29.0854,28.186,29.822,659.8,,,,,,,,,,,,,
6/19/2023,29.105,31.9769,29.7935,28.433,29.955,661.2,,,,,,,,,,,,,
6/20/2023,29.084,31.3794,28.8623,28.135,29.601,656.4,,,,,,,,,,,,,
6/21/2023,30.139,31.552,29.6941,28.113,29.656,646,,,,,,,,,,,,,
6/22/2023,29.908,31.5535,29.794,28.039,29.43,651.9,,,,,,,,,,,,,
6/23/2023,30.739,40.3466,30.4492,28.352,29.806,640.8,,,,,,,,,,,,,
6/26/2023,29.307,31.6306,29.3997,27.89,29.687,647.3,,,,,,,,,,,,,
6/27/2023,29.394,31.7698,29.427,27.904,29.579,649.6,,,,,,,,,,,,,
6/28/2023,29.251,31.6003,29.5984,27.553,29.221,664.7,,,,,,,,,,,,,
6/29/2023,29.092,31.8467,29.7231,27.353,29.251,668.4,,,,,,,,,,,,,
6/30/2023,29.144,32.4349,29.9467,27.157,28.977,663,,,,,,,,,,,,,
7/3/2023,27.733,31.2891,29.608,26.848,28.555,666.1,,,,,,,,,,,,,
7/4/2023,28.438,32.864,30.6049,27.454,28.887,669.1,,,,,,,,,,,,,
7/5/2023,28.747,33.1321,31.1756,26.203,29.124,659.3,,,,,,,,,,,,,
7/6/2023,31.668,37.8313,35.1571,30.039,30.495,639.8,,,,,,,,,,,,,
7/7/2023,30.766,36.1747,32.9524,28.472,29.346,640.4,,,,,,,,,,,,,
7/10/2023,29.329,35.4072,33.7658,27.953,28.715,645.2,,,,,,,,,,,,,
7/11/2023,29.299,35.6827,51.7423,28.775,29.348,635.1,,,,,,,,,,,,,
7/12/2023,28.94,38.0548,35.7568,27.548,28.835,654,,,,,,,,,,,,,
7/13/2023,28.918,37.9868,37.5332,27.904,28.889,663,,,,,,,,,,,,,
7/14/2023,28.977,38.2167,39.1197,27.918,28.787,684.9,,,,,,,,,,,,,
7/17/2023,30.464,45.691,44.7915,29.217,29.36,664.7,,,,,,,,,,,,,
7/18/2023,29.249,50.3947,47.612,27.922,29.083,664.2,,,,,,,,,,,,,
7/19/2023,26.826,32.5153,31.3913,27.43,28.911,651.9,,,,,,,,,,,,,
7/20/2023,26.973,32.6983,31.81,27.752,29.186,620.1,,,,,,,,,,,,,
7/21/2023,25.959,26.7435,26.8344,27.543,28.654,625.5,,,,,,,,,,,,,
7/24/2023,25.704,26.8647,25.7725,27.732,29.037,615.7,,,,,,,,,,,,,
7/25/2023,25.307,26.0707,24.5941,27.386,28.66,628.4,,,,,,,,,,,,,
7/26/2023,25.768,26.8994,25.637,27.816,28.792,617.4,,,,,,,,,,,,,
7/27/2023,25.655,26.4128,25.3373,27.814,28.376,652.8,,,,,,,,,,,,,
7/28/2023,25.875,26.602,25.5111,27.793,28.46,653,,,,,,,,,,,,,
7/31/2023,25.718,25.9738,24.9803,27.828,28.589,652.2,,,,,,,,,,,,,
8/1/2023,26.134,26.6188,25.4545,28.497,28.861,644.6,,,,,,,,,,,,,
8/2/2023,28.213,29.2684,27.3223,29.755,29.871,628.9,,,,,,,,,,,,,
8/3/2023,29.324,30.6307,28.3861,30.369,30.184,619.3,,,,,,,,,,,,,
8/4/2023,27.653,29.2239,27.0042,29.707,30.077,621.1,,,,,,,,,,,,,
8/7/2023,27.387,27.7261,26.0092,29.729,30.194,625.2,,,,,,,,,,,,,
8/8/2023,28.373,29.5914,27.6331,30.692,30.595,614.8,,,,,,,,,,,,,
8/9/2023,29.262,31.6043,28.7147,30.927,30.542,614.1,,,,,,,,,,,,,
8/10/2023,27.798,29.0815,27.1093,29.8,29.755,624.2,,,,,,,,,,,,,
8/11/2023,28.903,29.76,27.9125,30.981,30.592,605.7,,,,,,,,,,,,,
8/14/2023,27.747,26.7997,27.0584,30.299,30.55,605.2,,,,,,,,,,,,,
8/15/2023,28.584,28.2536,27.6673,30.431,30.661,600.5,,,,,,,,,,,,,
8/16/2023,27.976,27.4924,27.3073,30.344,30.622,602,,,,,,,,,,,,,
8/17/2023,29.543,32.9157,28.7208,28.122,30.858,592.7,,,,,,,,,,,,,
8/18/2023,29.885,31.8013,28.9438,30.626,30.794,598.2,,,,,,,,,,,,,
8/21/2023,28.65,29.9364,28.1086,30.453,30.682,599.7,,,,,,,,,,,,,
8/22/2023,28.598,30.2906,27.9834,30.23,30.585,619.3,,,,,,,,,,,,,
8/23/2023,29.31,30.5971,28.3951,30.571,30.68,625.4,,,,,,,,,,,,,
8/24/2023,28.626,30.1367,27.5278,30.591,30.753,603.6,,,,,,,,,,,,,
8/25/2023,29.045,30.575,27.8823,30.094,31.217,594.2,,,,,,,,,,,,,
8/28/2023,27.116,27.6033,25.8331,29.876,30.767,606.5,,,,,,,,,,,,,
8/29/2023,25.968,26.7413,25.3914,29.282,30.419,613,,,,,,,,,,,,,
8/30/2023,25.807,26.2754,24.9412,29.183,30.433,610.7,,,,,,,,,,,,,
8/31/2023,25.437,25.6294,24.6574,28.688,29.957,607.9,,,,,,,,,,,,,
9/1/2023,25.993,26.5679,25.2767,29.222,30.249,611.7,,,,,,,,,,,,,
9/4/2023,25.114,25.8408,24.6684,28.726,30.072,616.8,,,,,,,,,,,,,
9/5/2023,25.079,26.0919,25.0087,28.86,30.662,619.4,,,,,,,,,,,,,
9/6/2023,25.849,27.7295,26.7405,28.754,30.27,616.8,,,,,,,,,,,,,
9/7/2023,28.635,33.0159,30.9846,30.716,30.948,593.5,,,,,,,,,,,,,
9/8/2023,27.648,44.4638,28.8315,32.724,30.702,586.7,,,,,,,,,,,,,
9/11/2023,27.267,28.8973,27.9356,29.858,30.59,577.4,,,,,,,,,,,,,
9/12/2023,27.677,30.6706,29.2577,29.299,30.652,577.2,,,,,,,,,,,,,
9/13/2023,27.03,29.1265,27.842,24.114,30.506,574.7,,,,,,,,,,,,,
9/14/2023,26.682,28.8098,28.8599,18.883,30.207,582,,,,,,,,,,,,,
9/15/2023,27.591,31.5284,33.4364,1.317,30.237,561.8,,,,,,,,,,,,,
9/18/2023,29.264,31.8571,34.2982,29.418,30.376,557.5,,,,,,,,,,,,,
9/19/2023,30.246,32.8331,29.7029,30.015,30.615,553.4,,,,,,,,,,,,,
9/20/2023,30.158,31.9671,28.9137,29.273,30.099,556.6,,,,,,,,,,,,,
9/21/2023,32.128,34.2631,30.7494,30.535,30.668,552,,,,,,,,,,,,,
9/22/2023,31.558,40.3307,33.2936,30.392,31.232,555.2,,,,,,,,,,,,,
9/25/2023,31.863,34.7976,31.524,30.685,30.738,554.7,,,,,,,,,,,,,
9/26/2023,33.185,36.6545,32.5243,31.669,31.187,542.6,,,,,,,,,,,,,
9/27/2023,33.035,36.6263,32.5582,31.426,30.984,548.4,,,,,,,,,,,,,
9/28/2023,33.712,37.7858,33.3492,16.508,31.201,550.8,,,,,,,,,,,,,
9/29/2023,32.167,36.2665,32.6007,31.008,30.641,559.1,,,,,,,,,,,,,
10/2/2023,32.76,37.5537,33.7969,31.285,30.96,556.4,,,,,,,,,,,,,
10/3/2023,34.459,40.0849,36.0574,32.623,31.669,547.1,,,,,,,,,,,,,
10/4/2023,33.942,39.4892,35.6049,32.707,31.786,557.5,,,,,,,,,,,,,
10/5/2023,34.258,41.1439,36.8764,32.518,31.468,548.4,,,,,,,,,,,,,
10/6/2023,33.714,40.7066,36.6871,31.719,31.342,561.2,,,,,,,,,,,,,
10/9/2023,34.262,42.316,38.5777,32.429,31.592,555.1,,,,,,,,,,,,,
10/10/2023,32.273,39.2924,37.7548,31.09,31.135,572.1,,,,,,,,,,,,,
10/11/2023,32.33,36.4013,39.7297,27.512,30.685,567.1,,,,,,,,,,,,,
10/12/2023,31.931,42.9673,39.898,30.876,30.499,588.7,,,,,,,,,,,,,
10/13/2023,34.8,48.4235,44.3858,32.2,30.995,573.6,,,,,,,,,,,,,
10/16/2023,35.36,56.2041,51.4135,31.248,31.262,569.6,,,,,,,,,,,,,
10/17/2023,34.514,58.8737,54.2965,31.85,30.355,572.9,,,,,,,,,,,,,
10/18/2023,31.408,42.9725,40.6104,30.888,31.386,553.2,,,,,,,,,,,,,
10/19/2023,31.286,37.2611,34.7995,25.979,31.596,562.5,,,,,,,,,,,,,
10/20/2023,32.777,35.0483,31.1459,32.667,32.172,547.1,,,,,,,,,,,,,
10/23/2023,31.268,29.2525,29.9185,31.563,31.998,552.6,,,,,,,,,,,,,
10/24/2023,30.119,36.4243,29.1213,31.381,31.773,562.6,,,,,,,,,,,,,
10/25/2023,30.544,36.9855,29.3522,31.421,31.713,560.7,,,,,,,,,,,,,
10/26/2023,32.053,37.7721,30.2807,32.302,32.192,560.6,,,,,,,,,,,,,
10/27/2023,31.814,34.5471,30.2505,32.595,32.239,560.2,,,,,,,,,,,,,
10/30/2023,31.494,31.2045,30.6209,32.712,32.59,552,,,,,,,,,,,,,
10/31/2023,30.558,32.3795,29.349,31.817,32.413,565.3,,,,,,,,,,,,,
11/1/2023,29.67,31.4415,28.7146,31.097,31.27,571.3,,,,,,,,,,,,,
11/2/2023,28.73,30.3418,29.5496,30.338,31.176,594.7,,,,,,,,,,,,,
11/3/2023,27.209,28.902,26.6044,29.247,30.512,597.7,,,,,,,,,,,,,
