Date,ATM_1M,P25_1M,C25_1M,ATM_3M,ATM_1Y,LOC_SPOT,,,,,,,,,,,,,
6/25/2021,25.601,24.8461,23.0039,26.683,28.535,581.5,,,,,,,,,,,,,
6/28/2021,27.503,27.4349,25.223,27.325,28.698,586.4,,,,,,,,,,,,,
6/29/2021,26.211,26.6135,24.5317,27.351,28.735,589.9,,,,,,,,,,,,,
6/30/2021,27.115,27.666,25.6892,27.844,29.014,579.4,,,,,,,,,,,,,
7/1/2021,27.973,28.6068,26.4594,28.609,29.282,571.3,,,,,,,,,,,,,
7/2/2021,26.373,25.4859,23.7373,27.163,28.637,579,,,,,,,,,,,,,
7/5/2021,26.837,26.8352,24.8716,27.49,28.669,581.4,,,,,,,,,,,,,
7/6/2021,27.445,28.0017,25.9084,27.836,28.94,580,,,,,,,,,,,,,
7/7/2021,26.864,26.8049,24.6026,27.509,28.651,583.7,,,,,,,,,,,,,
7/8/2021,30.063,32.1749,29.3307,29.538,29.492,567.3,,,,,,,,,,,,,
7/9/2021,28.63,26.5878,24.3519,27.736,28.178,583.1,,,,,,,,,,,,,
7/12/2021,28.495,29.7187,27.8612,27.76,28.183,591.7,,,,,,,,,,,,,
7/13/2021,27.786,30.3075,27.48,27.351,28.064,599.6,,,,,,,,,,,,,
7/14/2021,27.643,32.0121,29.4822,27.064,27.797,609.1,,,,,,,,,,,,,
7/15/2021,29.104,33.3941,30.2311,28.248,28.636,599.5,,,,,,,,,,,,,
7/16/2021,29.133,31.0599,28.0491,28.456,28.694,589.3,,,,,,,,,,,,,
7/19/2021,33.601,36.5682,32.5872,31.098,30.133,577.3,,,,,,,,,,,,,
7/20/2021,31.585,34.3197,30.6899,29.826,29.599,580.9,,,,,,,,,,,,,
7/21/2021,26.963,29.8883,26.5386,27.82,28.862,599.1,,,,,,,,,,,,,
7/22/2021,25.876,28.5308,25.4188,26.9,28.29,620.8,,,,,,,,,,,,,
7/23/2021,25.136,27.7175,24.9341,26.971,28.319,638.8,,,,,,,,,,,,,
7/26/2021,26.417,28.4834,25.9087,28.234,28.718,638,,,,,,,,,,,,,
7/27/2021,27.885,30.141,27.5801,29.027,29.071,623,,,,,,,,,,,,,
7/28/2021,26.627,28.7973,25.9444,28.477,28.913,642.5,,,,,,,,,,,,,
7/29/2021,25.68,27.3789,25.0021,28.089,28.836,642.7,,,,,,,,,,,,,
7/30/2021,26.107,28.4602,24.7752,28.371,28.955,639,,,,,,,,,,,,,
8/2/2021,26.272,28.5678,25.1578,28.297,28.868,652.7,,,,,,,,,,,,,
8/3/2021,26.71,28.6034,25.2835,28.733,29.498,651,,,,,,,,,,,,,
8/4/2021,26.157,28.0721,26.1799,28.341,29.805,670.1,,,,,,,,,,,,,
8/5/2021,26.917,28.5374,26.2973,28.849,29.779,672.6,,,,,,,,,,,,,
8/6/2021,27.836,30.1484,26.3937,29.842,30.428,666,,,,,,,,,,,,,
8/9/2021,27.045,29.2063,26.1096,29.672,30.295,671,,,,,,,,,,,,,
8/10/2021,26.09,27.3978,24.5872,28.846,29.953,674.3,,,,,,,,,,,,,
8/11/2021,26.773,27.4482,25.4324,29.264,30.12,668.7,,,,,,,,,,,,,
8/12/2021,26.477,27.3616,24.9122,29.147,30.053,669.3,,,,,,,,,,,,,
8/13/2021,26.128,25.6048,23.0104,29.178,30.07,665.6,,,,,,,,,,,,,
8/16/2021,27.218,32.3683,29.1371,29.652,30.221,664.6,,,,,,,,,,,,,
8/17/2021,26.629,31.4266,28.5702,29.64,30.468,664.7,,,,,,,,,,,,,
8/18/2021,26.413,30.1274,26.7758,29.581,30.469,666.6,,,,,,,,,,,,,
8/19/2021,28.193,37.0195,32.5828,30.474,30.716,664.4,,,,,,,,,,,,,
8/20/2021,26.672,29.1941,25.3358,29.274,30.108,672.6,,,,,,,,,,,,,
8/23/2021,25.003,26.0003,23.2034,28.486,30.065,686.3,,,,,,,,,,,,,
8/24/2021,25.49,26.3974,23.5151,28.997,30.487,683.4,,,,,,,,,,,,,
8/25/2021,25.612,26.1375,23.5486,28.819,30.7,688.4,,,,,,,,,,,,,
8/26/2021,26.101,26.5924,23.8866,29.145,31.128,688.3,,,,,,,,,,,,,
8/27/2021,25.258,25.3912,22.6104,28.625,30.85,703.5,,,,,,,,,,,,,
8/30/2021,26.218,26.7675,23.7908,28.845,30.881,709.6,,,,,,,,,,,,,
8/31/2021,26.867,27.5243,24.3631,29.172,31.035,704.5,,,,,,,,,,,,,
9/1/2021,26.509,26.8323,23.819,29.019,31.253,714.2,,,,,,,,,,,,,
9/2/2021,26.05,25.9629,22.7519,28.797,31.008,722.2,,,,,,,,,,,,,
9/3/2021,27.477,27.2369,24.3216,29.538,31.252,721.8,,,,,,,,,,,,,
9/6/2021,27.682,28.5334,25.5918,29.311,31.06,740.9,,,,,,,,,,,,,
9/7/2021,28.71,30.385,27.017,29.82,31.384,730.2,,,,,,,,,,,,,
9/8/2021,30.719,32.8387,29.0603,31.076,32.1,722.4,,,,,,,,,,,,,
9/9/2021,30.634,31.224,27.5911,31.138,32.231,721.4,,,,,,,,,,,,,
9/10/2021,30.246,30.4383,27.3968,31.065,32.274,732.1,,,,,,,,,,,,,
9/13/2021,31.44,36.8359,33.1636,31.246,32.107,735,,,,,,,,,,,,,
9/14/2021,30.126,33.1552,29.3402,30.205,31.699,753.4,,,,,,,,,,,,,
9/15/2021,31.192,36.4425,33.5242,31.137,31.944,745.1,,,,,,,,,,,,,
9/16/2021,30.472,32.8418,32.1151,30.518,31.442,748.1,,,,,,,,,,,,,
9/17/2021,32.15,34.7735,31.0334,31.627,31.795,730.9,,,,,,,,,,,,,
9/20/2021,33.724,37.4603,32.8059,32.111,32.224,717.5,,,,,,,,,,,,,
9/21/2021,32.513,36.1511,31.4154,31.288,32.072,731.7,,,,,,,,,,,,,
9/22/2021,31.467,34.4886,30.3599,30.824,31.784,738.7,,,,,,,,,,,,,
9/23/2021,30.112,32.7111,29.0926,29.921,31.438,753.8,,,,,,,,,,,,,
9/24/2021,31.045,33.6858,30.4415,30.645,31.875,739.4,,,,,,,,,,,,,
9/27/2021,33.799,38.1086,34.4782,31.84,32.419,716.9,,,,,,,,,,,,,
9/28/2021,38.409,45.9362,40.2146,34.244,33.356,665.2,,,,,,,,,,,,,
9/29/2021,34.901,39.5674,35.1309,32.864,32.44,647.7,,,,,,,,,,,,,
9/30/2021,33.49,36.1121,32.9313,32.406,32.139,645.9,,,,,,,,,,,,,
10/1/2021,33.851,36.0804,32.3949,32.699,32.376,632.5,,,,,,,,,,,,,
10/4/2021,37.212,43.1996,38.8427,34.525,32.979,611.6,,,,,,,,,,,,,
10/5/2021,34.703,38.508,35.2363,32.973,32.199,636.9,,,,,,,,,,,,,
10/6/2021,35.405,39.7389,35.4334,33.322,32.277,629.3,,,,,,,,,,,,,
10/7/2021,33.792,35.8354,32.51,32.282,31.703,651.5,,,,,,,,,,,,,
10/8/2021,34.953,35.2992,32.3925,32.355,31.969,634.6,,,,,,,,,,,,,
10/11/2021,34.261,38.1328,34.4388,32.127,31.847,630.3,,,,,,,,,,,,,
10/12/2021,36.026,41.8901,38.1628,32.657,32.104,626.4,,,,,,,,,,,,,
10/13/2021,34.914,42.9253,39.0464,32.374,31.705,641.5,,,,,,,,,,,,,
10/14/2021,33.146,39.5902,37.1081,31.528,31.288,666.2,,,,,,,,,,,,,
10/15/2021,32.191,34.1705,30.5167,30.405,30.918,676.3,,,,,,,,,,,,,
10/18/2021,32.616,34.5417,31.2065,31.244,31.247,674.9,,,,,,,,,,,,,
10/19/2021,31.796,34.4709,31.019,30.865,31.343,683,,,,,,,,,,,,,
10/20/2021,30.834,33.4101,30.2811,31.052,31.631,657.1,,,,,,,,,,,,,
10/21/2021,29.3,31.5694,28.9272,30.348,31.518,666.3,,,,,,,,,,,,,
10/22/2021,28.676,30.9265,28.1125,29.906,31.381,690.5,,,,,,,,,,,,,
10/25/2021,28.972,31.4619,28.6334,29.962,31.421,685.6,,,,,,,,,,,,,
10/26/2021,28.046,30.2917,27.6403,29.482,31.161,679.9,,,,,,,,,,,,,
10/27/2021,27.333,29.0903,26.8775,29.016,30.95,694.8,,,,,,,,,,,,,
10/28/2021,27.193,29.1681,26.8602,28.874,30.749,698.4,,,,,,,,,,,,,
10/29/2021,27.086,28.9609,26.5337,28.835,30.715,700.5,,,,,,,,,,,,,
11/1/2021,27.719,30.0385,27.7274,29.24,30.815,696.6,,,,,,,,,,,,,
11/2/2021,27.024,28.8127,26.7703,28.924,30.726,704.8,,,,,,,,,,,,,
11/3/2021,27.56,28.9669,26.8469,29.238,30.945,707.4,,,,,,,,,,,,,
11/4/2021,27.94,29.8527,27.7979,29.565,31.083,725,,,,,,,,,,,,,
11/5/2021,29.81,32.4699,31.7423,30.898,31.394,737.1,,,,,,,,,,,,,
11/8/2021,30.003,32.9491,32.2812,31.046,31.643,734.8,,,,,,,,,,,,,
11/9/2021,28.919,31.0134,29.8521,30.671,31.705,731.7,,,,,,,,,,,,,
11/10/2021,29.455,31.9264,30.2034,31.035,31.87,719.7,,,,,,,,,,,,,
11/11/2021,28.633,30.8809,28.6588,30.386,31.74,730.2,,,,,,,,,,,,,
11/12/2021,27.328,27.8548,26.6374,29.912,31.416,738.9,,,,,,,,,,,,,
11/15/2021,28.251,34.1459,32.7755,30.071,31.432,752.6,,,,,,,,,,,,,
11/16/2021,27.704,32.4329,31.237,29.958,31.597,754.5,,,,,,,,,,,,,
11/17/2021,26.181,29.7426,28.9287,29.083,31.413,765.5,,,,,,,,,,,,,
11/18/2021,27.493,37.2314,37.5084,29.848,31.884,770.5,,,,,,,,,,,,,
11/19/2021,28.423,29.9289,28.0424,30.585,32.211,759.9,,,,,,,,,,,,,
11/22/2021,29.963,31.4229,29.3712,30.843,32.442,747.3,,,,,,,,,,,,,
11/23/2021,35.47,37.8281,34.7886,33.888,33.391,706.1,,,,,,,,,,,,,
11/24/2021,34.95,37.6624,34.0367,33.783,33.083,709,,,,,,,,,,,,,
11/25/2021,33.804,35.9548,32.951,33.089,32.733,711,,,,,,,,,,,,,
11/26/2021,39.358,43.6901,38.5656,36.089,34.427,685.6,,,,,,,,,,,,,
11/29/2021,36.629,40.4377,36.1351,34.737,33.905,704.8,,,,,,,,,,,,,
11/30/2021,38.651,43.4666,39.4945,35.594,34.223,699.6,,,,,,,,,,,,,
12/1/2021,36.17,40.5634,36.0918,34.533,33.849,732.9,,,,,,,,,,,,,
12/2/2021,43.541,52.1274,44.9076,39.506,36.213,690.7,,,,,,,,,,,,,
12/3/2021,44.766,55.1282,46.2632,40.857,36.995,681.2,,,,,,,,,,,,,
12/6/2021,45.63,56.4861,47.4054,41.024,36.842,662.4,,,,,,,,,,,,,
12/7/2021,39.422,45.0973,42.196,36.897,35.118,717.4,,,,,,,,,,,,,
12/8/2021,38.698,42.9303,39.6941,36.659,35.222,705.5,,,,,,,,,,,,,
12/9/2021,38.224,42.8639,39.4207,36.825,35.287,691,,,,,,,,,,,,,
12/10/2021,37.866,40.4541,37.806,36.629,35.166,685,,,,,,,,,,,,,
12/13/2021,39.008,48.2354,45.445,36.656,34.812,679.2,,,,,,,,,,,,,
12/14/2021,40.098,54.9544,50.2913,37.2,34.962,661,,,,,,,,,,,,,
12/15/2021,39.759,57.8501,53.2661,37.17,34.915,678.8,,,,,,,,,,,,,
12/16/2021,38.699,52.9141,52.1534,36.52,34.597,675.8,,,,,,,,,,,,,
12/17/2021,40.542,44.2398,41.2246,38.125,35.876,662,,,,,,,,,,,,,
12/20/2021,42.684,46.394,41.5685,39.502,36.741,660.2,,,,,,,,,,,,,
12/21/2021,40.103,42.9648,39.091,37.462,35.473,684,,,,,,,,,,,,,
12/22/2021,37.219,39.8073,36.9592,35.911,34.898,697.4,,,,,,,,,,,,,
12/23/2021,35.277,37.6817,34.5857,34.489,34.339,707.2,,,,,,,,,,,,,
12/24/2021,36.604,36.6332,36.2114,33.911,33.565,702.9,,,,,,,,,,,,,
12/27/2021,35.004,38.085,34.4056,33.808,34.577,713.1,,,,,,,,,,,,,
12/28/2021,34.758,37.4654,34.1996,34.098,34.172,715.3,,,,,,,,,,,,,
12/29/2021,35.543,38.7744,35.5661,34.304,34.2,703.5,,,,,,,,,,,,,
12/30/2021,35.206,37.9758,34.9849,34.334,34.135,710.4,,,,,,,,,,,,,
12/31/2021,35.59,37.0424,38.7892,34.071,33.583,706.7,,,,,,,,,,,,,
1/3/2022,36.157,41.7772,38.2545,33.791,33.898,701.7,,,,,,,,,,,,,
1/4/2022,37.598,44.013,40.0034,34.765,34.001,681.3,,,,,,,,,,,,,
1/5/2022,37.333,44.607,40.7863,34.408,33.968,670.9,,,,,,,,,,,,,
1/6/2022,39.513,48.1551,42.8938,35.476,34.143,658.5,,,,,,,,,,,,,
1/7/2022,38.906,47.4962,42.1502,35.161,33.843,664.9,,,,,,,,,,,,,
1/10/2022,42.532,55.5621,50.133,37.522,34.826,622.3,,,,,,,,,,,,,
1/11/2022,39.798,51.5585,46.5273,36.151,34.33,627,,,,,,,,,,,,,
1/12/2022,37.794,49.9069,45.66,35.246,33.519,646.3,,,,,,,,,,,,,
1/13/2022,37.345,51.3117,47.6605,34.274,33.889,662.8,,,,,,,,,,,,,
1/14/2022,41.019,57.7213,51.2302,37.37,35.314,642.2,,,,,,,,,,,,,
1/17/2022,39.668,66.3818,61.6257,36.394,34.159,656.2,,,,,,,,,,,,,
1/18/2022,42.591,82.8502,79.4363,38.113,34.571,641.4,,,,,,,,,,,,,
1/19/2022,39.496,63.2125,58.4125,37.416,34.794,626.2,,,,,,,,,,,,,
1/20/2022,36.038,48.6401,45.3412,35.297,34.089,640,,,,,,,,,,,,,
1/21/2022,38.501,42.0996,36.9507,37.115,34.775,629.3,,,,,,,,,,,,,
1/24/2022,47.671,49.9746,46.8188,42.084,37.133,585,,,,,,,,,,,,,
1/25/2022,45.713,53.0658,43.8376,41.288,36.834,575.5,,,,,,,,,,,,,
1/26/2022,42.059,48.2955,40.8236,38.52,35.296,590.1,,,,,,,,,,,,,
1/27/2022,43.367,49.7601,42.7874,39.496,35.849,582.6,,,,,,,,,,,,,
1/28/2022,43.293,49.5192,42.2302,39.869,36.28,566.1,,,,,,,,,,,,,
1/31/2022,40.606,45.7006,40.4016,37.925,35.384,594.2,,,,,,,,,,,,,
2/1/2022,38.724,43.0197,38.3065,36.98,35.14,600.4,,,,,,,,,,,,,
2/2/2022,37.846,41.6108,37.574,36.321,34.741,598.5,,,,,,,,,,,,,
2/3/2022,39.968,44.1461,40.3823,37.694,35.228,573.8,,,,,,,,,,,,,
2/4/2022,41.448,46.8013,41.5036,38.574,35.649,564.2,,,,,,,,,,,,,
2/7/2022,39.43,44.5141,40.2529,37.3,34.848,572.6,,,,,,,,,,,,,
2/8/2022,38.129,42.762,39.5261,37.446,34.894,566.5,,,,,,,,,,,,,
2/9/2022,35.351,40.0213,36.4784,35.766,34.194,588.8,,,,,,,,,,,,,
2/10/2022,37.371,41.7357,37.9054,35.872,34.494,584.1,,,,,,,,,,,,,
2/11/2022,39.327,44.794,40.2157,37.459,35.255,569.5,,,,,,,,,,,,,
2/14/2022,42.892,59.0612,51.9603,39.482,36.05,559.7,,,,,,,,,,,,,
2/15/2022,40.129,53.7704,47.1821,37.893,35.383,572.9,,,,,,,,,,,,,
2/16/2022,38.981,51.6529,47.3287,37.348,35.115,573.9,,,,,,,,,,,,,
2/17/2022,39.718,55.4513,49.6286,37.877,35.019,578.2,,,,,,,,,,,,,
2/18/2022,40.75,45.7122,36.8165,38.015,35.325,570.4,,,,,,,,,,,,,
2/21/2022,43.942,50.4013,40.8469,40.277,35.943,550.8,,,,,,,,,,,,,
2/22/2022,41.402,47.2589,39.124,38.676,35.558,564.5,,,,,,,,,,,,,
2/23/2022,42.205,48.2572,40.2046,39.252,35.776,564.3,,,,,,,,,,,,,
2/24/2022,45.556,51.844,43.3379,41.284,36.702,558.2,,,,,,,,,,,,,
2/25/2022,40.735,47.0647,38.3843,38.61,35.344,589.1,,,,,,,,,,,,,
2/28/2022,42.422,52.4609,41.9519,38.816,36.668,598.9,,,,,,,,,,,,,
3/1/2022,46.271,56.5732,48.0897,41.758,36.829,577.2,,,,,,,,,,,,,
3/2/2022,45.493,71.6318,47.6027,41.803,36.742,583.2,,,,,,,,,,,,,
3/3/2022,46.449,56.0886,46.7,42.201,37.381,573.3,,,,,,,,,,,,,
3/4/2022,55.908,71.6035,58.0592,48.294,40.241,533.6,,,,,,,,,,,,,
3/7/2022,56.262,74.3667,61.839,49.366,40.647,540.6,,,,,,,,,,,,,
3/8/2022,56.994,73.6833,62.1841,49.561,40.882,517,,,,,,,,,,,,,
3/9/2022,52.087,69.2741,59.4279,45.406,39.127,557.1,,,,,,,,,,,,,
3/10/2022,52.772,68.6808,59.3848,46.472,39.365,545.4,,,,,,,,,,,,,
3/11/2022,50.573,66.5546,55.6714,44.866,39.447,542.8,,,,,,,,,,,,,
3/14/2022,52.906,74.3274,64.3009,47.139,39.523,534.5,,,,,,,,,,,,,
3/15/2022,51.578,80.6512,71.2218,46.103,39.523,540.4,,,,,,,,,,,,,
3/16/2022,45.825,69.56,66.9577,42.133,37.964,578.9,,,,,,,,,,,,,
3/17/2022,41.866,65.7043,59.8365,40.262,37.11,584.7,,,,,,,,,,,,,
3/18/2022,38.74,43.4899,35.721,38.52,35.984,609.9,,,,,,,,,,,,,
3/21/2022,37.824,42.2054,34.0436,37.435,35.62,612.7,,,,,,,,,,,,,
3/22/2022,36.905,42.1608,33.18,35.776,35.547,627.2,,,,,,,,,,,,,
3/23/2022,38.778,43.1244,35.4799,37.257,35.585,613.9,,,,,,,,,,,,,
3/24/2022,38.987,43.3903,35.5583,37.489,35.834,615.7,,,,,,,,,,,,,
3/25/2022,39.605,44.1161,35.0918,37.474,35.992,620.2,,,,,,,,,,,,,
3/28/2022,38.898,42.3028,35.2571,37.043,35.92,622.7,,,,,,,,,,,,,
3/29/2022,36.111,37.089,32.9271,33.908,35.478,633,,,,,,,,,,,,,
3/30/2022,36.279,40.373,33.6419,35.199,35.645,622.2,,,,,,,,,,,,,
3/31/2022,35.15,41.2245,44.3009,36.235,35.589,610,,,,,,,,,,,,,
4/1/2022,37.281,40.6931,33.9278,36.235,35.675,606.7,,,,,,,,,,,,,
4/4/2022,36.255,40.0882,33.541,35.523,35.228,617.4,,,,,,,,,,,,,
4/5/2022,39.513,47.6084,39.0609,37.307,35.747,599.2,,,,,,,,,,,,,
4/6/2022,44.041,51.7911,43.4066,40.044,37.378,571.8,,,,,,,,,,,,,
4/7/2022,42.804,50.2674,42.4832,39.745,37.271,567.4,,,,,,,,,,,,,
4/8/2022,41.748,46.7776,41.9989,39.054,36.843,569.3,,,,,,,,,,,,,
4/11/2022,44.652,61.1905,53.0301,40.785,37.52,552.3,,,,,,,,,,,,,
4/12/2022,41.925,55.773,53.0541,39.521,37.267,560.4,,,,,,,,,,,,,
4/13/2022,40.914,57.6289,54.5366,38.345,36.442,566.1,,,,,,,,,,,,,
4/14/2022,38.333,42.9735,33.6744,37.447,36.294,558.7,,,,,,,,,,,,,
4/19/2022,39.745,44.3489,36.4237,37.674,36.44,561.6,,,,,,,,,,,,,
4/20/2022,37.298,41.5739,34.9731,36.432,35.865,591.4,,,,,,,,,,,,,
4/21/2022,36.158,48.4161,33.9245,35.984,35.833,584,,,,,,,,,,,,,
4/22/2022,39.594,44.3758,37.4001,38.441,37.02,571.2,,,,,,,,,,,,,
4/25/2022,44.51,50.7206,42.1634,41.069,37.798,547.7,,,,,,,,,,,,,
4/26/2022,47.527,54.0131,45.1404,43.151,38.807,529.4,,,,,,,,,,,,,
4/27/2022,46.829,52.9393,44.0311,42.597,38.484,528.7,,,,,,,,,,,,,
4/28/2022,43.891,49.1517,41.4664,40.906,37.357,548.7,,,,,,,,,,,,,
4/29/2022,43.398,49.0945,41.0167,41.08,37.413,548,,,,,,,,,,,,,
5/2/2022,47.245,55.0402,46.4142,43.043,38.468,535.8,,,,,,,,,,,,,
5/3/2022,44.627,51.4773,43.9114,41.46,37.629,542.3,,,,,,,,,,,,,
5/4/2022,43.421,50.3922,43.0797,40.918,37.155,535.4,,,,,,,,,,,,,
5/5/2022,44.819,50.7299,43.7716,42.003,37.756,537.2,,,,,,,,,,,,,
5/6/2022,45.532,52.954,41.642,42.691,38.251,524.4,,,,,,,,,,,,,
5/9/2022,53.298,64.6776,55.8021,47.688,40.573,486.75,,,,,,,,,,,,,
5/10/2022,51.123,56.1113,54.2772,48.438,39.949,488.75,,,,,,,,,,,,,
5/11/2022,47.665,56.7482,48.1619,44.612,39.178,514.1,,,,,,,,,,,,,
5/12/2022,49.613,58.3859,49.4141,45.818,39.642,501.1,,,,,,,,,,,,,
5/13/2022,45.385,51.9141,44.3013,42.781,38.022,525.2,,,,,,,,,,,,,
5/16/2022,46.361,61.187,52.1875,43.245,38.342,512.6,,,,,,,,,,,,,
5/17/2022,42.93,55.7332,47.6972,41.243,37.485,528.6,,,,,,,,,,,,,
5/18/2022,44.086,58.0956,51.2856,42.168,38.121,514.9,,,,,,,,,,,,,
5/19/2022,46.084,65.6672,58.1249,43.59,38.933,502.7,,,,,,,,,,,,,
5/20/2022,45.681,51.3275,42.1983,42.771,38.439,500.7,,,,,,,,,,,,,
5/23/2022,43.46,50.0303,40.3485,41.717,37.539,521,,,,,,,,,,,,,
5/24/2022,45.372,52.1001,42.3408,43.034,38.091,509.2,,,,,,,,,,,,,
5/25/2022,44.383,51.0136,41.3884,42.714,38.233,507.2,,,,,,,,,,,,,
5/26/2022,41.544,47.3853,38.4221,40.895,37.131,517,,,,,,,,,,,,,
5/27/2022,37.587,42.1049,34.4814,38.447,35.729,541.3,,,,,,,,,,,,,
5/30/2022,38.177,44.1048,36.6686,38.084,35.454,556.1,,,,,,,,,,,,,
5/31/2022,41.074,47.9252,39.8954,39.712,36.252,536,,,,,,,,,,,,,
6/1/2022,43.664,47.1963,45.961,38.95,36.376,530.4,,,,,,,,,,,,,
6/2/2022,39.544,45.9996,38.6598,39.221,35.996,535.1,,,,,,,,,,,,,
6/3/2022,40.472,47.452,39.1864,39.793,36.323,525.5,,,,,,,,,,,,,
6/6/2022,39.066,47.7276,39.2851,38.631,35.601,538.5,,,,,,,,,,,,,
6/7/2022,39.278,47.8991,39.7626,38.815,35.746,532.1,,,,,,,,,,,,,
6/8/2022,37.763,46.3042,38.1236,37.714,35.232,535.9,,,,,,,,,,,,,
6/9/2022,38.41,47.0897,39.146,38.35,35.66,520.7,,,,,,,,,,,,,
6/10/2022,42.682,55.1566,46.875,40.709,36.971,495.1,,,,,,,,,,,,,
6/13/2022,48.004,73.8579,62.2043,43.974,38.496,473.1,,,,,,,,,,,,,
6/14/2022,46.871,73.2553,61.9343,43.328,38.267,471.2,,,,,,,,,,,,,
6/15/2022,44.139,72.5036,62.7292,41.307,37.288,482.35,,,,,,,,,,,,,
6/16/2022,48.625,89.3294,80.7423,45.136,39.278,448.85,,,,,,,,,,,,,
6/17/2022,45.616,51.1231,42.3163,43.19,38.693,449.15,,,,,,,,,,,,,
6/20/2022,43.728,48.5579,40.8041,41.64,37.61,457.25,,,,,,,,,,,,,
6/21/2022,43.677,48.0951,41.2089,41.378,37.257,469.75,,,,,,,,,,,,,
6/22/2022,44.339,48.8853,41.8666,41.951,37.396,465.2,,,,,,,,,,,,,
6/23/2022,44.488,48.6249,42.2704,42.127,37.779,460.4,,,,,,,,,,,,,
6/24/2022,42.526,46.9313,40.6449,40.954,37.087,484.85,,,,,,,,,,,,,
6/27/2022,43.08,47.4906,41.1152,40.744,36.678,483.7,,,,,,,,,,,,,
6/28/2022,43.99,48.103,42.1261,41.591,37.07,472.85,,,,,,,,,,,,,
6/29/2022,45.149,49.7783,43.6059,42.294,37.506,465.2,,,,,,,,,,,,,
6/30/2022,46.927,53.2322,46.0571,43.545,38.11,455.85,,,,,,,,,,,,,
7/1/2022,49.974,56.0103,48.1899,45.691,39.151,431.25,,,,,,,,,,,,,
7/4/2022,49.548,59.0245,50.0419,45.167,39.125,428.5,,,,,,,,,,,,,
7/5/2022,53.283,64.2777,54.3068,47.432,40.236,409,,,,,,,,,,,,,
7/6/2022,51.055,60.7271,51.9926,46.032,39.64,421.5,,,,,,,,,,,,,
7/7/2022,47.37,54.1901,46.473,43.758,38.631,440.8,,,,,,,,,,,,,
7/8/2022,47.298,53.1607,45.5028,43.026,38.417,446.15,,,,,,,,,,,,,
7/11/2022,48.611,64.6976,56.6266,43.814,38.774,438,,,,,,,,,,,,,
7/12/2022,48.89,69.6042,60.3335,44.214,39.132,434.7,,,,,,,,,,,,,
7/13/2022,48.762,72.0119,63.5982,44.204,39.149,441.75,,,,,,,,,,,,,
7/14/2022,46.617,74.7425,48.7162,44.975,39.275,443,,,,,,,,,,,,,
7/15/2022,43.874,48.1791,40.1991,41.232,37.973,465.4,,,,,,,,,,,,,
7/18/2022,43.278,47.5234,40.1479,41.227,37.588,476.2,,,,,,,,,,,,,
7/19/2022,42.465,46.4484,39.6536,40.292,37.146,484.8,,,,,,,,,,,,,
7/20/2022,40.214,44.3029,37.9598,39.547,36.708,501.2,,,,,,,,,,,,,
7/21/2022,39.263,43.4469,37.3944,38.904,36.413,527,,,,,,,,,,,,,
7/22/2022,37.462,40.7903,35.4589,38.03,36.073,522.5,,,,,,,,,,,,,
7/25/2022,38.24,42.1918,36.4555,38.66,36.218,528.3,,,,,,,,,,,,,
7/26/2022,39.542,43.4316,37.7802,39.488,36.807,514.9,,,,,,,,,,,,,
7/27/2022,37.834,41.404,35.9868,38.486,36.238,528.9,,,,,,,,,,,,,
7/28/2022,36.986,39.7342,34.027,37.218,35.511,545.4,,,,,,,,,,,,,
7/29/2022,35.447,39.2942,33.6293,36.878,35.399,555.4,,,,,,,,,,,,,
8/1/2022,36.197,41.7937,34.0057,36.4,35.044,565,,,,,,,,,,,,,
8/2/2022,37.153,43.487,35.9582,37.347,35.775,552.7,,,,,,,,,,,,,
8/3/2022,35.346,40.5978,34.0917,36.2,35.304,570.6,,,,,,,,,,,,,
8/4/2022,35.02,39.8966,33.1446,36.037,35.184,576.2,,,,,,,,,,,,,
8/5/2022,35.289,39.7614,33.2364,36.773,35.975,559.4,,,,,,,,,,,,,
8/8/2022,36.191,42.8068,35.9832,36.935,35.811,560.6,,,,,,,,,,,,,
8/9/2022,40.408,49.98,44.0191,39.828,36.927,530.4,,,,,,,,,,,,,
8/10/2022,36.81,44.0794,36.2179,37.61,36.143,544.1,,,,,,,,,,,,,
8/11/2022,36.588,40.9236,37.0712,37.408,36.125,548.8,,,,,,,,,,,,,
8/12/2022,35.683,39.8312,33.6979,36.899,35.933,553.2,,,,,,,,,,,,,
8/15/2022,35.931,46.4265,38.2602,36.921,35.826,560.2,,,,,,,,,,,,,
8/16/2022,35.729,44.7227,38.7784,37.056,35.906,557.5,,,,,,,,,,,,,
8/17/2022,37.577,48.6028,43.1611,38.174,36.504,543.9,,,,,,,,,,,,,
8/18/2022,35.885,52.0905,43.6468,37.459,36.284,557.2,,,,,,,,,,,,,
8/19/2022,36.732,40.6955,34.0827,38.131,36.654,545.1,,,,,,,,,,,,,
8/22/2022,41.221,45.3965,38.5904,40.373,37.794,525.6,,,,,,,,,,,,,
8/23/2022,40.762,45.3106,38.3576,40.458,37.711,526.4,,,,,,,,,,,,,
8/24/2022,39.389,43.3724,36.5894,39.344,37.347,530.8,,,,,,,,,,,,,
8/25/2022,38.972,42.3447,35.9335,39.12,37.184,532.2,,,,,,,,,,,,,
8/26/2022,40.723,45.8149,38.2421,40.217,37.669,521.4,,,,,,,,,,,,,
8/29/2022,44.586,51.0293,43.5626,42.248,38.779,503.3,,,,,,,,,,,,,
